# _root_ A kormány ülésén elhangzottakkal kapcsolatban az egyik alapvető probléma , hogy azok közérdekű adatnak tekinthetőek -e , vagy sem .
#goldHeads=2,3,4,5,18,9,9,9,18,18,18,16,14,16,16,18,18,0,18,18,
#predictedHeads=2,3,4,5,11,9,9,9,11,11,0,14,14,15,18,12,18,11,18,11,
(19,18),(18,9),-0.192444 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.295066 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.171961 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.194705 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.194095 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.17468 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.142328 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.405223 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.920026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.477445 # DEPENDENCYPART_GRANDPAR
