# _root_ — Mivel a legnagyobb vetélytársunk , Turi_Tamás anyagiak hiánya miatt nem indult , elég volt biztonsági autózással teljesíteni a távot .
#goldHeads=15,15,5,5,12,12,12,9,10,12,12,15,15,15,0,17,18,15,20,18,15,
#predictedHeads=12,12,5,5,12,12,8,9,10,12,12,0,12,15,12,17,18,15,20,18,12,
(12,2),(2,4),-0.335136 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.355869 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.19093 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.125965 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0889309 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.0571533 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.43356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.607027 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.499453 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.627254 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.605038 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.441607 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.239254 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.439278 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-1.16126 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.0189493 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.305736 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.236602 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.105057 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.272723 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.0822245 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0602114 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.0625617 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0966085 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.133642 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.279798 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.156397 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.38387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-0.574413 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.189558 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-1.17917 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.105057 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.272723 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.0822245 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0602114 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.127409 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.00048457 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.133642 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.279798 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.156397 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.553227 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.189558 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.105057 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.272723 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.0822245 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0602114 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.127409 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.00048457 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.102495 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.279798 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.156397 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.104674 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.272306 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.0826431 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0597943 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.125263 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.000831042 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.104642 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.141676 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.62417 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.553227 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.189558 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.506112 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-1.17917 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0376407 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.0788715 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0323695 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0975081 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.197535 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.234569 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.382593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.25876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.506242 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.391996 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.449189 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.497596 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.310895 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.064457 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.308566 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.07371 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.148923 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.327263 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.119245 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.060325 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.085987 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0880827 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.22013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.446322 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.41206 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.190199 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.0258282 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.18787 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.00234 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.33203 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.294996 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.14868 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.140509 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.355572 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.923713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.202471 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.189743 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.177449 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0549035 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.203703 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0525794 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.819174 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.480233 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.550801 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.232575 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.34888 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.337596 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.247336 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.107692 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.0706578 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),0.0756587 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),0.0908747 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.273782 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.92013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.252281 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0397143 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.102061 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.100456 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.321419 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.308388 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.10317 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.723487 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.138625 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.353689 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.937227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.214109 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0734881 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.142578 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.056718 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.710051 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.519938 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.6711 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.494938 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.232387 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.440708 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.881971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.116913 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0476111 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0928557 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.06289 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.0913168 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.441623 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.514832 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.273386 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.204681 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.0434816 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.00644768 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),0.139869 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),0.11991 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.225377 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.927823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.247408 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0762308 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.115811 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.180283 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0013076 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.346824 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.038177 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.777733 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.063202 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0823012 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.421154 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.758158 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.108455 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.245276 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.444834 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.189074 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.483737 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.11696 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.320217 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.385391 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.340393 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.676852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,18),-0.518666 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.108455 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.245276 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.444834 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.189074 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.483737 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.11696 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.29167 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.385391 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.340393 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.108492 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.245278 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.444836 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.189078 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.482433 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.117034 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.290366 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.275046 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.182609 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.676852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,18),-0.518666 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.453716 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.586267 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.106921 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.238904 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.465852 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0858723 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.273785 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.258465 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.321818 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.394135 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.20406 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.626865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.39048 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.264851 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.174921 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.487368 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.373747 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.570722 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.155359 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.67086 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.18776 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.463472 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.528538 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.394066 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.349335 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.203277 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.426922 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.17139 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.522604 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.370216 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.582228 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.185009 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.267654 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.488529 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.27637 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.533013 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.182034 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.340946 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.325626 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.390692 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.299406 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.192901 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.325218 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.640059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.460642 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.271079 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.21684 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.55631 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.470211 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.415667 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.578797 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.561496 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.723378 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.871864 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.628231 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.0447 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.542758 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.852628 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.837309 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.902374 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.671095 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.626245 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.814295 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.57187 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.251021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.104434 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.273117 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.142125 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.102608 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0746802 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.194072 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.687215 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.559979 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.756102 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.516929 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.207277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.00705848 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0390659 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.663053 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.912957 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.670649 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.878023 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.699398 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.566082 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.770747 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.537034 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.223562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0325133 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.140181 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.132637 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.557627 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.721103 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.02716 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.536426 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.835093 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.819774 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.884839 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.672203 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.617647 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.808124 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.565538 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.256071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0706174 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.111492 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.17367 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0877054 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0805244 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.19649 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.140427 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.287597 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.141586 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.187968 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.179981 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.604616 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.502262 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.214205 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.300642 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.357423 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.251053 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.047753 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.446848 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.0347395 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.43802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.2524 # DEPENDENCYPART_GRANDPAR
(15,2),(2,17),-0.268451 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.26175 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.484397 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.980197 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.204449 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.104737 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.327806 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.0283932 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0819046 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.153635 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.26709 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.136856 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.0136468 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0704274 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.0360139 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.161141 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.167835 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.38062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,18),-0.207846 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.995571 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.0283932 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.0819046 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.153635 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.26709 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.138437 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.105479 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0704274 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.0360139 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.161141 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.283988 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.207846 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.0283932 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.0819046 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.153635 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.26709 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.138437 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.105479 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0631827 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0360139 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.161141 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0280099 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0814876 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.154054 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.266673 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.136291 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.105826 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0653289 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.00854825 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.0964023 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.283986 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.207846 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.548271 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.995571 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.00712816 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.312096 # DEPENDENCYPART_GRANDPAR
