# _root_ Ígéretei a lakásépítés , az egészségügy , az energetika és az infrastruktúra átalakítására és belendítésére eddig nem váltak be .
#goldHeads=18,3,13,13,6,13,13,9,13,13,12,13,15,15,18,18,18,0,18,18,
#predictedHeads=18,3,18,18,6,18,18,9,13,13,12,13,18,18,18,18,18,0,18,18,
(19,13),(13,16),-0.114203 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.175841 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.151669 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.294281 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.140406 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.249735 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.186698 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.263619 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0932987 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.173549 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.174502 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0576666 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.155121 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.26223 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.142202 # DEPENDENCYPART_GRANDPAR
(19,14),(14,20),-0.54869 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.255576 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.231403 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.220133 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.193541 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.0346821 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.266432 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.252191 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0671992 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.252759 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.254236 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.114761 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.114149 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.160554 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.55682 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.300904 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.276732 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.239362 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.265469 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.311761 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.299055 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.299652 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0824564 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.241092 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.228781 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.146988 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.550054 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.205948 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),0.0679183 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.181776 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.219005 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.100252 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.172908 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.174458 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.0477338 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.216804 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.230614 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0802508 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.203637 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.204625 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0931842 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.146135 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.163697 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.247827 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.00137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.56853 # DEPENDENCYPART_GRANDPAR
