# _root_ Az oroszok azonban feltűnően békésen viselkednek , s egyelőre semmi jele annak , hogy a katonák erőszakos akcióra készülnének .
#goldHeads=2,6,6,5,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
#predictedHeads=2,6,6,6,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
(12,18),(18,14),-0.279376 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.0329345 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0888423 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0757757 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.816766 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.768298 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.626985 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.582694 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.927126 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.780375 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.655119 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.550822 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.579067 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.719472 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.487851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.322466 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.297258 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.0053037 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0466917 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0554124 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0726049 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.399186 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0846203 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.148696 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.199639 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.273174 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.185764 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.346751 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.181424 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.350335 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.21497 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.254881 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.287134 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.673698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,16),-0.529115 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.438593 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.766103 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.0808442 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.218082 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.15997 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.193689 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.38133 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.235148 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.164593 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.351356 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.737732 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0808442 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.218082 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.15997 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.302578 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.164593 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.351356 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.737732 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.0998027 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.151917 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.120352 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.277611 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.189604 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.234216 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.339089 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.221053 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.273464 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.230346 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.353083 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.339926 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.00602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),-0.864331 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.590374 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.665977 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.69058 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.998019 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.239705 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.176965 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.379488 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.292289 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.482 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.492379 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.191609 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.22732 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.302751 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.323782 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.350173 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.677933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.53456 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.367094 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.336303 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.449325 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.769318 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0266954 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.327647 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.194762 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.255934 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.17477 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.315983 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.633907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.454256 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.256001 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.358685 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.73789 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.0760983 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.142726 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.251841 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.164642 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.355479 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.272383 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.326214 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0887437 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0385717 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.404097 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.547729 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.349474 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.361348 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.747864 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.192842 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.227185 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.36682 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.280285 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.469238 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.362567 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.453611 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.160419 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.177889 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.204899 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.337334 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.673921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.516529 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.34808 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.318275 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.388965 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.839264 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.571402 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.920909 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.681278 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.257428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.198969 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.424146 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.7749 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.557195 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.861915 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.662608 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.823295 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.165206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0193 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.195377 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.547473 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.911097 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.785496 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.698085 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.03328 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.737789 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.783946 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.562688 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.571402 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.920909 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.681278 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.843499 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.257411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.199491 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.116411 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0215658 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.2276 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.924487 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.00841 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.920997 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.36251 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.04635 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-1.11657 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.818751 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.815927 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.23741 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.931696 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-1.15206 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.201194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.130896 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.145377 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.125194 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.342847 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.358479 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.711763 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.930349 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.960202 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.618282 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.706985 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.571965 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.627069 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.579502 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.620075 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.670368 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.484477 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.10834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.657667 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.41208 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.712653 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.971664 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.870633 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.680843 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.77021 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.623832 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.687858 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.692936 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.716426 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.787789 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-1.06945 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.53167 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.544099 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.664776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.130211 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.214108 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),0.0813121 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.444694 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-1.01022 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.825877 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.70982 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.798523 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.746975 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.755438 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.66073 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.716925 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-1.10823 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.551172 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.639696 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.05143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.223836 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.600753 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.442966 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.684027 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.49 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.44436 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.0811 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.1698 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.976447 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.0011 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.946481 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.996773 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.11843 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.53345 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.873984 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.885355 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.904943 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.904265 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.51274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.285709 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.435258 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.500385 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.45639 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.433612 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.711004 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.475648 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.280826 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.299248 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.664205 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.398593 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.165006 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.154532 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.0310176 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.887159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.743439 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.92819 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.670192 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.50875 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.684588 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.352275 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.514056 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.734139 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.290345 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.154735 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.0360988 # DEPENDENCYPART_GRANDPAR
(17,9),(9,18),-0.703901 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.893054 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.676872 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.506323 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.319816 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.318149 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.29537 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.553651 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.27821 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.395092 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.228514 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.216061 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.247999 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.0563249 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.791315 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.890705 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.681566 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.374443 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.480938 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.390247 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.368132 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.604116 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.323961 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.484125 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.316784 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.333505 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.669158 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.268273 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.153732 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.0372162 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.756352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.612622 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.678724 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.630515 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.481504 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.512625 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.469734 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.446955 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.765517 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.458831 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.5285 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.369865 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.776704 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.498946 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.401537 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0409548 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.892821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.754931 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.931083 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.671138 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.211649 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.609029 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.294889 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.112171 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.149108 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.791308 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.42401 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.516765 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.499707 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.833826 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.868927 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.608705 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.334652 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.425776 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.12499 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.3257 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.275132 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.354676 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.601944 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.868927 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.608705 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.334652 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.477996 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.275132 # DEPENDENCYPART_GRANDPAR
(18,5),(5,19),-0.354676 # DEPENDENCYPART_GRANDPAR
(18,5),(5,20),-0.601944 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-1.00834 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.733046 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.448519 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.617744 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.599666 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.41218 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.230359 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.139251 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.268857 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.753803 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),0.0136941 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.221975 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.100915 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.198513 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.127762 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.927399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.384497 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-0.585288 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.783611 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.467578 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.625582 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.608523 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.279589 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.484622 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.141617 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.289861 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.674001 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.0182544 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.0258688 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.0946694 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.124347 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.0169332 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.919472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.394718 # DEPENDENCYPART_GRANDPAR
