# _root_ Szakmai ártalom talán , hogy jobb híján statisztikát készítek róluk magamban , hátha kiderül az élet e mindennapi jelenetéből valami .
#goldHeads=2,5,5,5,0,7,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
#predictedHeads=2,5,5,5,0,8,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
(14,19),(19,18),0.24407 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.258352 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.330647 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.512418 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.52219 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.625964 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.500479 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.569902 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.65486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0723052 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.100583 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.116029 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.954904 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.555933 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.897471 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.495065 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.56902 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.216309 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.37926 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.04008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-0.693104 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.770459 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.682795 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.33392 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.814398 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.835465 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.79216 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.695365 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.74002 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.65833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.143026 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.33236 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.26465 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.848588 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.713102 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.701407 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.800291 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.569664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.166195 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0682751 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.498812 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.77463 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.516738 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.574758 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.511088 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.447626 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.680476 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.585778 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.33594 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.430137 # DEPENDENCYPART_GRANDPAR
(17,5),(5,18),-0.486797 # DEPENDENCYPART_GRANDPAR
(17,5),(5,21),-0.82541 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.396224 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.641711 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.42865 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.411839 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.616672 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.407586 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.373286 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.372594 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.306707 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.828782 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.376296 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.59112 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.382842 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.41746 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.500735 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.387898 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.284161 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.325432 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.27626 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.726063 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.491711 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.217002 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.301944 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.513404 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.20237 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.04583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.511124 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.720914 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.866982 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.724472 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.61762 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.483442 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.390342 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.458784 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.661275 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.511336 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.315751 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.609719 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.822453 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.350867 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.561251 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.354141 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.385922 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.461422 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.36247 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.26167 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.295563 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.523441 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.249365 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.725095 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.41913 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.190343 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.506749 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.216255 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.0459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.511181 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.721222 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.548667 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.866982 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.274432 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.494179 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.508659 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.698969 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.08273 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.794415 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.705598 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.694352 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.635301 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.847285 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.686189 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.626709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,1),-0.806552 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.818281 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.711033 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.816488 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.636197 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.892059 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.740082 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.608114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0130459 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.263101 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.535241 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.432304 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.419282 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.426239 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.480388 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.438501 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.564381 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.589835 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.643494 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.45093 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.343936 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.505578 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.416656 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.733232 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.548789 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.297864 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.358459 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.200618 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.350559 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.253285 # DEPENDENCYPART_GRANDPAR
(18,3),(3,19),-0.250888 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.525819 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.465178 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.471992 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.33683 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.339012 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.48383 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.692623 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.376071 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.212141 # DEPENDENCYPART_GRANDPAR
(18,7),(7,19),-0.257872 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.47183 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.380611 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.729474 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.628145 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.361746 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.203322 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.355462 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.245057 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.735691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.250641 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.525818 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.634482 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.380611 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.605885 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.502101 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.729481 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.628145 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.379375 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.245057 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.250641 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.525818 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.244214 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.125018 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0327554 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.778759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.338328 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.359781 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.658981 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.559542 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.341369 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.211995 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.362437 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.177502 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.626589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.167525 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.134703 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.490578 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.239687 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.405913 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.488326 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.310805 # DEPENDENCYPART_GRANDPAR
(19,1),(1,14),-0.306858 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.364339 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.599234 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.160199 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.318169 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.443422 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.304319 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.998631 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.310818 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.212921 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.306871 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.125058 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.550511 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.462897 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.735733 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.315902 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.381797 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.369891 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.990301 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.327941 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.116725 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.37414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,2),-0.777177 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.557867 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.435057 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.357228 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-1.06737 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.428736 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.237777 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.140491 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.36491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.523098 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.35456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,13),-0.304369 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.376751 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.416522 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.49366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,5),-0.627671 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-1.05639 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.398994 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.257652 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.399857 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.396416 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.182863 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.304172 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.03966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.191341 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.289593 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.605655 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.181771 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.199698 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.185421 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.199379 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.317028 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0223251 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0206824 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.297835 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.28102 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.247259 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.284006 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.239177 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.404146 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.244284 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0616215 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.324367 # DEPENDENCYPART_GRANDPAR
