# _root_ Ám csak egy banktól lehet igényelni a termények — búza , kukorica , rozs és árpa — termelési költségeire felvett éven belüli hitel törlesztésének halasztását .
#goldHeads=5,6,4,6,0,5,8,19,19,16,16,16,16,16,16,19,19,19,20,23,22,23,24,5,6,5,
#predictedHeads=5,6,4,6,0,5,8,19,19,12,12,19,19,19,19,19,19,19,20,21,22,23,24,25,6,5,
(8,25),(25,8),-0.692546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,25),(25,9),-0.260477 # DEPENDENCYPART_GRANDPAR
(8,25),(25,10),-0.180896 # DEPENDENCYPART_GRANDPAR
(8,25),(25,11),-0.2494 # DEPENDENCYPART_GRANDPAR
(8,25),(25,12),-0.159291 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),-0.312749 # DEPENDENCYPART_GRANDPAR
(8,25),(25,14),-0.112437 # DEPENDENCYPART_GRANDPAR
(8,25),(25,15),-0.180684 # DEPENDENCYPART_GRANDPAR
(8,25),(25,16),-0.240276 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),-0.347995 # DEPENDENCYPART_GRANDPAR
(8,25),(25,18),-0.0222982 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.309727 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),-0.0514906 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),-0.190118 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.0461949 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.217881 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.468585 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.694567 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.239721 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.311049 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.0129501 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.0553587 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.105209 # DEPENDENCYPART_GRANDPAR
(10,1),(1,25),-0.741187 # DEPENDENCYPART_GRANDPAR
(10,1),(1,26),-0.954155 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.196283 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.329868 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.00739609 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0890825 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.140181 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-0.534332 # DEPENDENCYPART_GRANDPAR
(10,2),(2,24),-0.683642 # DEPENDENCYPART_GRANDPAR
(10,2),(2,25),-0.687226 # DEPENDENCYPART_GRANDPAR
(10,2),(2,26),-0.945569 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.268931 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.432298 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0819511 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.128136 # DEPENDENCYPART_GRANDPAR
(10,3),(3,26),-0.944117 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.153939 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.296874 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.248413 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0608227 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.114703 # DEPENDENCYPART_GRANDPAR
(10,4),(4,26),-0.985158 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.179619 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.334337 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.378195 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.00950392 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0975147 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.393374 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0276866 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0807769 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.04139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.631535 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.618607 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.60088 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.491143 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.650602 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.497504 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.446988 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.558841 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.510833 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.601512 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.750822 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-0.754406 # DEPENDENCYPART_GRANDPAR
(10,5),(5,26),-0.955475 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.199938 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.322424 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.373502 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.010707 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0677985 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.399942 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.00235082 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.104498 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.03829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.629524 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.615505 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.598868 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.645178 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.509614 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.446267 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.555739 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.510112 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-0.59841 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.74772 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-0.751304 # DEPENDENCYPART_GRANDPAR
(10,6),(6,26),-0.95536 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.248413 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0959861 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.221409 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-0.81286 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.627712 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.758678 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.366157 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.308497 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.806042 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.442603 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.47543 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.50116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.22068 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.205075 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.127907 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.171023 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.32033 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.323914 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.577433 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.806042 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.442603 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.47543 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.499027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.22068 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.0779487 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.190024 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.0284903 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.1073 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.106669 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.239902 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.00122323 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0573028 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.141912 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-0.758678 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.487824 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-0.806042 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.442603 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-0.47543 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.50118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),-0.220694 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.0801021 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.190038 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.0263369 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.107311 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.108822 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.239914 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.00122294 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.026737 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.0494255 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.183161 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.332468 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.487823 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.806042 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-0.442603 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.47543 # DEPENDENCYPART_GRANDPAR
(10,23),(23,11),-0.22068 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),-0.190024 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),0.0263571 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.1073 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.108802 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.239902 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.00121031 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),0.0267572 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),0.0494381 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.0200907 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.0146299 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.332285 # DEPENDENCYPART_GRANDPAR
(10,24),(24,4),-0.487823 # DEPENDENCYPART_GRANDPAR
(10,24),(24,8),-0.442603 # DEPENDENCYPART_GRANDPAR
(10,24),(24,9),-0.47543 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.50116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,11),-0.22068 # DEPENDENCYPART_GRANDPAR
(10,24),(24,12),-0.0800819 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),-0.190024 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),0.0263571 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.1073 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.108802 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.239902 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.00121031 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),0.0267572 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),0.0494381 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.0200907 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.0146299 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.0620367 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.335869 # DEPENDENCYPART_GRANDPAR
(10,25),(25,8),-0.442603 # DEPENDENCYPART_GRANDPAR
(10,25),(25,9),-0.47543 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-0.50116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,11),-0.22068 # DEPENDENCYPART_GRANDPAR
(10,25),(25,12),-0.0800819 # DEPENDENCYPART_GRANDPAR
(10,25),(25,13),-0.190024 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),0.0263571 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),-0.1073 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),-0.108802 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),-0.239902 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),-0.00121031 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),0.0267572 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),0.0494381 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.0200907 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.0146299 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.0620367 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.211344 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.589388 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.34287 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.370527 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.0157392 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0219933 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.0329201 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.4649 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),-0.630414 # DEPENDENCYPART_GRANDPAR
(12,2),(2,25),-0.633934 # DEPENDENCYPART_GRANDPAR
(12,2),(2,26),-0.833709 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.415545 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.440371 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.0148618 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.0208752 # DEPENDENCYPART_GRANDPAR
(12,3),(3,26),-0.832256 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.320968 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.337144 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.413616 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0169258 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.00974638 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.568968 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.179704 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0786592 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.158261 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.227439 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.977933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.568076 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.364511 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.622555 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.449387 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.392297 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.450534 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.399359 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.53208 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.697594 # DEPENDENCYPART_GRANDPAR
(12,5),(5,25),-0.701114 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-0.843614 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.341287 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.325231 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.408923 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.00328518 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.129676 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.575535 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.154368 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.10238 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.132925 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.238161 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.974831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.566065 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.571003 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.428172 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.391576 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.447432 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.398638 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-0.528978 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-0.694492 # DEPENDENCYPART_GRANDPAR
(12,6),(6,25),-0.698012 # DEPENDENCYPART_GRANDPAR
(12,6),(6,26),-0.8435 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.289072 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0113012 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.397002 # DEPENDENCYPART_GRANDPAR
(12,8),(8,25),-0.759568 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.300009 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.304402 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.288555 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.0282135 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0325715 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0107843 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.394418 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.111875 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0994956 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.109632 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.03639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,19),-0.489727 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.508932 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.590534 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.756047 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-0.759568 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-0.873298 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.799337 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.510959 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.981635 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.59462 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.473312 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.573177 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.510667 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.439429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.157234 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.0664841 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.0193213 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.0346471 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.211867 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.0468948 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.108179 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.104117 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.108492 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.274002 # DEPENDENCYPART_GRANDPAR
(12,23),(23,4),-0.510959 # DEPENDENCYPART_GRANDPAR
(12,23),(23,7),-0.981635 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-0.59462 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-0.473312 # DEPENDENCYPART_GRANDPAR
(12,23),(23,11),-0.510667 # DEPENDENCYPART_GRANDPAR
(12,23),(23,13),-0.157221 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),0.0665043 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.0193317 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.0346269 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.211855 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),0.0469074 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),0.108199 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),0.104129 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.0882166 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.0968443 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.273819 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-0.510959 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),-0.59462 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),-0.473312 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.573177 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),-0.510667 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.439408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),-0.157221 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),0.0665043 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),0.0193317 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),-0.0346269 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.211855 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),0.0469074 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),0.108199 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.104129 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.0882166 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.0968443 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.00739501 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.27734 # DEPENDENCYPART_GRANDPAR
(12,25),(25,8),-0.59462 # DEPENDENCYPART_GRANDPAR
(12,25),(25,9),-0.473312 # DEPENDENCYPART_GRANDPAR
(12,25),(25,10),-0.573177 # DEPENDENCYPART_GRANDPAR
(12,25),(25,11),-0.510667 # DEPENDENCYPART_GRANDPAR
(12,25),(25,12),-0.439408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,25),(25,13),-0.157221 # DEPENDENCYPART_GRANDPAR
(12,25),(25,14),0.0665043 # DEPENDENCYPART_GRANDPAR
(12,25),(25,15),0.0193317 # DEPENDENCYPART_GRANDPAR
(12,25),(25,16),-0.0346269 # DEPENDENCYPART_GRANDPAR
(12,25),(25,17),-0.211855 # DEPENDENCYPART_GRANDPAR
(12,25),(25,18),0.0469074 # DEPENDENCYPART_GRANDPAR
(12,25),(25,19),0.108199 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),0.104129 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),0.0882166 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),0.0968443 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),0.00739501 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.158116 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.477527 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.388903 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.251358 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.276249 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.0710101 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0797969 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0708546 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.585999 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.213834 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.14544 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0706433 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.014712 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.691392 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.678114 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.755221 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.869229 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-0.918346 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.95395 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.23992 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.262016 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0579756 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0490333 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.555251 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.202396 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.134002 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.21984 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0856945 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.110974 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.678114 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.755221 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.869229 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.918346 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-0.95395 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.154435 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.153932 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.50106 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.250947 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.122965 # DEPENDENCYPART_GRANDPAR
(15,1),(1,25),-0.711419 # DEPENDENCYPART_GRANDPAR
(15,1),(1,26),-0.80856 # DEPENDENCYPART_GRANDPAR
