# _root_ A Gazdasági_Minisztérium utasítja az ITD_Hungary vezérigazgatóját , hogy dolgozzanak ki olyan térségi programokat , amelyek lehetővé teszik a bányászok foglalkoztatását .
#goldHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
#predictedHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
(11,19),(19,11),-0.35187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,15),0.357388 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.258321 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.245378 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.850295 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.356569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,13),-0.112259 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.00518552 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.352689 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.253622 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.0140841 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.221883 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.0827712 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.483686 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.533416 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.537243 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.504797 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.732211 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.357592 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.255935 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.46543 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.313533 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.20397 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.415673 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.670538 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.579273 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.485188 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.440959 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.603407 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.83082 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.490939 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.307879 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.510802 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.262387 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.39114 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.654728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.165018 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.447682 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.177548 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.356158 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.452975 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.453769 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.484781 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.663069 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.533393 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.305897 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.46543 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.533393 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.436605 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.463809 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.305897 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.45148 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.357592 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.46543 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.20397 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.415673 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.523479 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.670538 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.60682 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.678467 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.619849 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.847262 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.501642 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.436966 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.221364 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.670171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.167609 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.41137 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.37143 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.456058 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.487102 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.660118 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.601869 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.821009 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.404379 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.291128 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.530056 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.122451 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.412259 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.410948 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.44196 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.665777 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.532138 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.532576 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.75999 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.381758 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.276313 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.460325 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.532172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0159788 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.294955 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.109122 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.23342 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.188666 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.300604 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.335488 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.625451 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.5898 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.679168 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.242315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.32452 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0750212 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.213363 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0859039 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.114727 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.963848 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.985425 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.960115 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.756954 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.998454 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.22587 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.736172 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.672583 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.888302 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.595326 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.676734 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.270216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.252695 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.192111 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.162965 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0297422 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.182347 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.045508 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.0141857 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.285313 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.418419 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.6374 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.148065 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0448341 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.2686 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.0351664 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0253548 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.082302 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.285673 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.0032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,17),-0.318469 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.660724 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.808671 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.328328 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.408712 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.202514 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.426279 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.163696 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.0080826 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.0613571 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.00452995 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.243891 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.438929 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.941388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.506167 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.093353 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.44951 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.333688 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.285591 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.567409 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.630926 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.64288 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.298781 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.082302 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.64288 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.348023 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.166782 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.298781 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.165776 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0351664 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.082302 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.0032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,17),-0.318469 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.628965 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.660724 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.402731 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.341792 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.218639 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.442404 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.190923 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0697672 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.043559 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.335815 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.946292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.47103 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.465769 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.349355 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.572052 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.632098 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.808671 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.328328 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.259987 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.480725 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.144235 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.368001 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.14674 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0176288 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.00452995 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.243891 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.438929 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.941388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.506167 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.093353 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.44951 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.333688 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.285591 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.567409 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.630926 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.231002 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.201423 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.425188 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.139167 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.132935 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.000635071 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.292919 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.456418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0701662 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.264131 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.0167698 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),0.288539 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),0.203505 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.0821858 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.319896 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.214249 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.153883 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.0300903 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.253856 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.00270237 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0505896 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0322625 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.439758 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.474524 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.470444 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.303865 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.115994 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.109987 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.168234 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.355552 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.15374 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.106655 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.493307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.139376 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.297274 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.254869 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.018353 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.16479 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.76538 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.586482 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.79862 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.581321 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.805086 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.444011 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.419193 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.356115 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.403096 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.127521 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.085538 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.553233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.221638 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.317169 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0725529 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.196674 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.14961 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.128611 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.285531 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.172086 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.287413 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0435002 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.174394 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.642766 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.172086 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.405267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.0973226 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.287413 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0435002 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.105849 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.183791 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.250243 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.264954 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.591262 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.0656417 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.29554 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.29277 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.671287 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.446468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,19),-0.608097 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.286474 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.0797338 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.404542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.224298 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0975244 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.650564 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.0797338 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.346134 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.685135 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.409241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.219599 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.78198 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.121018 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.509253 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.585073 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-1.08553 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.417508 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-1.10395 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-1.431 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.674764 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.215457 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.480535 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.706 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.814355 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.541197 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.949877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.343678 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.710917 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.750149 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.270965 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-1.01657 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-1.34362 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.554774 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.578519 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.239002 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.75433 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.898179 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.603446 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.822091 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.811868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.0762861 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.402905 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.559304 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.715481 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-1.09107 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.347419 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-1.10946 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-1.4365 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.575641 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.601319 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.522057 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.660606 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.597489 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.93616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.28865 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.889526 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.912888 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.200254 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.668342 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.933154 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.2602 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.481202 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.505169 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.168291 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.585651 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.665191 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.591632 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.833811 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.978183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.303293 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.594768 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.747295 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.760569 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.828708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,19),-0.422009 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.578408 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.0741 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.20346 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.530877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.219999 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-1.52097 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.0741 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.34895 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.94169 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.20346 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.530877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0822645 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.229396 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.063086 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.363448 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.48688 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.123282 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.204125 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.500216 # DEPENDENCYPART_GRANDPAR
