# _root_ A Kreml 234 szobáját egy 180_millió dolláros megrendelés keretében rekordidő , nyolc hónap alatt varázsolta újjá , s ezért magától Jelcintől vehetett át kitüntetést .
#goldHeads=2,4,4,15,8,7,8,9,15,14,14,13,14,15,18,15,18,0,22,22,22,18,22,22,18,
#predictedHeads=2,4,4,15,8,7,8,9,15,15,15,13,14,15,18,15,18,0,22,21,22,18,22,22,18,
(14,21),(21,24),-0.116079 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-0.739839 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.476365 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.777503 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.381744 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.689861 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.6406 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.644451 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.565081 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.486182 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.0165936 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.153277 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.445758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.0223737 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.13696 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.209636 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.10306 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.0839146 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0471281 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.156359 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0663666 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.10221 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.197847 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.0665424 # DEPENDENCYPART_GRANDPAR
(14,24),(24,15),-0.0249992 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.102308 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.117672 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.0878131 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.129954 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.158411 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.246146 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.286502 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0352065 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.140996 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.0141604 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0960531 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.0063253 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.562186 # DEPENDENCYPART_GRANDPAR
(15,2),(2,25),-1.12731 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.346301 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.134357 # DEPENDENCYPART_GRANDPAR
(15,3),(3,25),-1.02018 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.235447 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.0775732 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.286678 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.281761 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0063225 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.15472 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.140994 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),0.0141623 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.0960531 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.0063253 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.402449 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.309227 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.33051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.640229 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.669892 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.562186 # DEPENDENCYPART_GRANDPAR
(15,4),(4,25),-1.12731 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.0322959 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.0873408 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.0150034 # DEPENDENCYPART_GRANDPAR
(15,6),(6,25),-1.02018 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.388319 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.233511 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.29868 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.189108 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.133825 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.293939 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.235447 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.0775732 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.286678 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.0286459 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.105518 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.281937 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0113596 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.235063 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0783911 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.287062 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.0294639 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.105133 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.282321 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.011816 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.148979 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0128899 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),0.235447 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.0775732 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.286678 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.0286459 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.105518 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.281937 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0113596 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.148161 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.13189 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0960531 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.0063253 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.402449 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.309227 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.640229 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.562186 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-1.12731 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.206863 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.190586 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0379806 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.173595 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.521134 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.519928 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.443195 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.480325 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-1.02018 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.230197 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.0806807 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.293332 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.100114 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.288591 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0161763 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.151268 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.134997 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0176135 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.150329 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0118915 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),0.00847543 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.194892 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0381107 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.11104 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0947668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0578423 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0855402 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.096875 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.453841 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.522593 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.566466 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.540181 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.437413 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.500579 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.434733 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.418564 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.265851 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.4184 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),0.120169 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.120795 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.866604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.248364 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.222025 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.142729 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.629135 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.70878 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.582836 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.704038 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.550812 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.702351 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.68618 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.533469 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.593346 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.415113 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.147449 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.0624293 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.05315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.425934 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.235138 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.424126 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.505377 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.384523 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.842462 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.262413 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.908246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.220896 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.266125 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0995117 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.138398 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.00814529 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0770738 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0987954 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.64814 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.905546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,18),-0.27223 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0806871 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.0230287 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0816743 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.826537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,17),-0.137491 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.168079 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.035874 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.151768 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.0850379 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.242131 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.36582 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.195832 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-0.361079 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.238541 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.315347 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.300539 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.146465 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.357651 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.0721537 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),0.239543 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),0.318136 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.881778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.0119314 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.282988 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.265437 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0644585 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.250164 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.219099 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0947925 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.134917 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.716507 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),0.120741 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.870046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,20),-0.230562 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.146086 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.440431 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.826537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,18),-0.168079 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.035874 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.151768 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.131199 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.103438 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.142374 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.341512 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.240543 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.276526 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.0986358 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.249521 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.308579 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.142641 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.342133 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.24081 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.277147 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.0989035 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.249788 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.308883 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.239223 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.118004 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.142374 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.341512 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.240543 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.276526 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.0986358 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.249521 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.308579 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.238603 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.259796 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.107282 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0860615 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0116685 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.254689 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.515914 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.344124 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.787755 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.142657 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.338642 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.238263 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.0990692 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.247241 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.308607 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.235732 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.256925 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.254026 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.233149 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.141729 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.213934 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.209859 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.303391 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.176011 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.197203 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.194305 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.1575 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.11083 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0913933 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.493017 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.377525 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.433732 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.3192 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.579708 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.0942374 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.280228 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.205658 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.216437 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.112152 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.214635 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.309993 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.178513 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.200191 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.196807 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.205829 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.115338 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0980543 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.243894 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.858274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.562861 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.448744 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.370562 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.39044 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.492202 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.399711 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.528384 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.638177 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.796345 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.691474 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.564248 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.627684 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.573226 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.650507 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.58976 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.610683 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.608054 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.533674 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.473264 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.505704 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.612679 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.589176 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.144193 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0836666 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0850196 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0608371 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.230995 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.394292 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.490907 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.546936 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.0171123 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.0118896 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.032352 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0261279 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.145776 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.311818 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.140326 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),0.333676 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.209792 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.18948 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),0.122737 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),0.117742 # DEPENDENCYPART_GRANDPAR
(18,2),(2,22),-0.246197 # DEPENDENCYPART_GRANDPAR
(18,2),(2,25),-0.688822 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.258858 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),0.115401 # DEPENDENCYPART_GRANDPAR
(18,3),(3,25),-0.666444 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.319017 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.0548147 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.0388158 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),0.1286 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.125168 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.181262 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.209794 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),0.189482 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),0.122737 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),0.117742 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),0.0736205 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.051171 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.107552 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.12019 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.676318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,22),-0.246197 # DEPENDENCYPART_GRANDPAR
(18,4),(4,25),-0.688822 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),0.263356 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),0.157325 # DEPENDENCYPART_GRANDPAR
(18,6),(6,25),-0.666444 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.222182 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),0.108702 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.111972 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),0.254044 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.10765 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.100247 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.319017 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.0548147 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0388158 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.203965 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.16098 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.0270905 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.183452 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.319018 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.0547287 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.0388158 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),0.203879 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.160981 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.0270905 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.183489 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.0514635 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.189052 # DEPENDENCYPART_GRANDPAR
