# _root_ — Ha bármilyen módon tudomásunkra jutott , hogy egy elhunyt nem járul hozzá szervei átültetéséhez , eddig sem nyúltunk a tetemhez .
#goldHeads=19,19,4,6,6,19,6,6,10,12,12,6,12,15,12,19,19,19,0,21,19,19,
#predictedHeads=6,6,4,6,6,0,6,6,10,12,12,6,12,15,12,12,19,19,12,21,19,6,
(13,15),(15,7),-0.569977 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.495134 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.498027 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.583094 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.579301 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.591361 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.454203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.23018 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.124422 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.144327 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.122662 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.287673 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.502268 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.498027 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.02717 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0218528 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.178603 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.367468 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.626717 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.630562 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.411147 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.148794 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.339874 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.212618 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.32836 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.00046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,16),-0.542744 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.741433 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.674059 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-0.719761 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.506024 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.414125 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.155416 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.373698 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0845873 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.704576 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.314942 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.747205 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.527986 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.180609 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.365244 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.326507 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.944597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.57894 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.531033 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.689626 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.618196 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.710361 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.377654 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.46878 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.585278 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.628656 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.631341 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.505659 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.234954 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.338302 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.11095 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.219418 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.183294 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0523401 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.00868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.643021 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.582114 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.314315 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.419203 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.735322 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.923043 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.682277 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.720693 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.3096 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.465625 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.694709 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.505306 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.179429 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.377346 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.274012 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.246636 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.419277 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.941551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.575894 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.530874 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.615151 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.790932 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.13256 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.81344 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.524795 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.688302 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.505867 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.711904 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.488559 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.73005 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.450877 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.472302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.200276 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.002699 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.315622 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.266842 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.35472 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.781818 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.654084 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.698442 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.578673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.213016 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.184823 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.416181 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.308335 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.42414 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.725336 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.84042 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.07045 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.06832 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.82567 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.532605 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.739867 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.456572 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.650349 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.520894 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.745267 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.420941 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.629981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.264324 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.301799 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0309781 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0262358 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.566924 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.245302 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.371573 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.325532 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.71134 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.784878 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.0853241 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0970713 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.268108 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.330822 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.0410667 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.20241 # DEPENDENCYPART_GRANDPAR
(15,2),(2,16),-0.585653 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.749659 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.640439 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.726585 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.276101 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.415259 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.502566 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.691241 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.324843 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.426066 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.57564 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.693136 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.765514 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.199573 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.255833 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.391622 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.1251 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0412061 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.127317 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.263094 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.23421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.625023 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.445199 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.407467 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.743779 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.649803 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.727517 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.332577 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.454735 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.796187 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.86006 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.261125 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.227414 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.316786 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0320771 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.143463 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.188374 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.23771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.589886 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.759217 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.6533 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.728689 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.505773 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0883018 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.103694 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.301932 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.183187 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.29462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,1),-0.273006 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.831828 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.202163 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.128887 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.293478 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.444711 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.185543 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.16899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.573942 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.697852 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.584577 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.717185 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.335718 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.433571 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.585028 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.713279 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.785657 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.179836 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.183231 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.266536 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.378723 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.337621 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.221768 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.122547 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.261468 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.23307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.625023 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.445181 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.407448 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.743548 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.816355 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.648658 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.727516 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.267664 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.430416 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.779332 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.179483 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.127706 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.30558 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.392215 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.28511 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.131983 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.2072 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.16594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.573783 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.581531 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.409936 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.184172 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.365142 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.162706 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0382741 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.144494 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.29462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.49183 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.72833 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.455996 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.582317 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.411149 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.573017 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.803062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.227732 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.424407 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.274715 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.430964 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.6834 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.805211 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.15508 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-1.22263 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.499847 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.480882 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.668101 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.724346 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.768552 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.559368 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.457974 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.491148 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.640164 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.854371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.344708 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0998875 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0144815 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.460236 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.211683 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.378397 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.773641 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.138274 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0780642 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.447353 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.463814 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.159191 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.198778 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.149251 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.095883 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.255323 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.147349 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.0936712 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.0159401 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.0643814 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.0837088 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.0908528 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.0937822 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.345174 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.94033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.491261 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.720199 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.684067 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-0.752538 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.474269 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.247936 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.224975 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.162974 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.30048 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.289268 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0883924 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.0885951 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.0422959 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.0857006 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.08863 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.292991 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.70993 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.666538 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-0.736628 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.465847 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.157851 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.19932 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.156101 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.102732 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.174852 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.18836 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0786765 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.112284 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0901288 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0123284 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.0881222 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0886824 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0916118 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.346537 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.940286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.491217 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.719955 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.52355 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.68291 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.752525 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.277062 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.106938 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.160695 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.096333 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.104319 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.04312 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0122775 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.947223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.664368 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.277062 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.233713 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.21191 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.222293 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.250635 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.106938 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.160695 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.096333 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.104319 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.04312 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.152772 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.184961 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.947223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.664368 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.696429 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.743935 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.839268 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.629557 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.598144 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.539767 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.599069 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.57119 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.582739 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.490633 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.524589 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.437222 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.492133 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.317158 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.521908 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.524838 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.661041 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.556014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0714804 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.129247 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.245875 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.371731 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.499842 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.58101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.117989 # DEPENDENCYPART_GRANDPAR
