# _root_ Bár sokan emlegetik következő áldozatként a Hyundait , elemzők rámutatnak , hogy helyzete több szempontból sem hasonlítható a Daewooéhoz .
#goldHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,10,10,10,19,10,10,
#predictedHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,17,17,10,19,17,10,
(14,1),(1,4),-0.749924 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.355006 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.450044 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.349498 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.305794 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.306673 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.235717 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.456977 # DEPENDENCYPART_GRANDPAR
(14,1),(1,15),-0.433174 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.474185 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.839406 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.247131 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.34597 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.435912 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.743281 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.307899 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.390505 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.402937 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.347673 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.389036 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.419472 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.238329 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.473722 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.897696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.450308 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.642067 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.471756 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.602063 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.592288 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.849278 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.268436 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.390645 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.545564 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.769718 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.394771 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.489809 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.434583 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.470778 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.433299 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.391758 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.44277 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.919581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.44553 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.479605 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.587846 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.83969 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.421944 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.338506 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.276056 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.933792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.472578 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.502109 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.614894 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.843716 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.017057 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0792243 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.256939 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.70352 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.713821 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-1.04485 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.730826 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-1.1658 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.703317 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.504359 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.712113 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.413926 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.519433 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.32569 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.459624 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.239044 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.15048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.463405 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.777348 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.839842 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.712396 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-1.19352 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-1.19064 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.696265 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.98753 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.371327 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.559787 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.390389 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.228083 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.901397 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.653641 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.652049 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.427357 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-1.19136 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.696625 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.987895 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.669116 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.399412 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.386424 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.300171 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.228094 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.21191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.851342 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.90161 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.703331 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.712757 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.519043 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-1.2679 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.674171 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-1.15194 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.646662 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.482613 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.665639 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.515023 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.323816 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.459847 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.237181 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.15048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.463405 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.777348 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.475421 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.839842 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.712396 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.694177 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.742449 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.600655 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-1.27373 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.748389 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.72088 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.526704 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.734676 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.584116 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.541777 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.38472 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.214991 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.15479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.793778 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.844484 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.713568 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.98753 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.414146 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.363257 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.228318 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.2117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.851321 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.901397 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.742194 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.768912 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.556035 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.496654 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.462083 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.548638 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.78062 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.700972 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.614336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.281825 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.10642 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.0349498 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.103144 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.253405 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.401838 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.305991 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.134975 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.113231 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.116189 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.16162 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.0477733 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.0375391 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.0642512 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.658204 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.0353607 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.103192 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.253457 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.401963 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.250177 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.268938 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.230085 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.181233 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.12392 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0478031 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0375417 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.064281 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.343989 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.422081 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.0172598 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.128919 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.376305 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.470027 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.282931 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.26284 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.290142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.250416 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.308187 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.30082 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.133986 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0816044 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.144863 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.317969 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.391761 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.65096 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.263325 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.186332 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0952015 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0375391 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0628792 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.343967 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.421868 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.658204 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.25361 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.273483 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.230188 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.182294 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.217859 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.18486 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.192973 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.102568 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.143041 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0235684 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.421868 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.278674 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.394181 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.605413 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.61346 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.593369 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.500399 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.580939 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.537295 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.511078 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.387835 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.50675 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.411887 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.522642 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.44112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.0509016 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.359045 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.20624 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.383779 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.194754 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.25825 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.173205 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),0.0513583 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.296278 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),0.0421727 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),0.0182508 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.139889 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.0477561 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-0.668156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,20),-0.398495 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.205872 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.424371 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.20657 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.332219 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.247175 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0661076 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.336875 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),0.00678324 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.40536 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.137668 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.192855 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.20195 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.345207 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.369498 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.260163 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.172616 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.117743 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.393241 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.181801 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.051147 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.22886 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.0238974 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.133636 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),-0.0280801 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.659148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,19),-0.57511 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.402651 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.0963818 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.135507 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.362129 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.156046 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.326073 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.16364 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.0379955 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0267077 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.347549 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.130323 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.0060295 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.0405563 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.410121 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.156046 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.195253 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.219984 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0379955 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.0267077 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.347549 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.0060295 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.613808 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.095937 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.135516 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.362142 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.15613 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.195284 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.220012 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.11024 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.00161276 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0472015 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.130372 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.0060419 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0406056 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.70293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,19),-0.61402 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.139021 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.192855 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.425051 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.229358 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.242103 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.265117 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.157059 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.06509 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0241616 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.180528 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.0511358 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.230946 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0238974 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.135723 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0280787 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.659148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),0.0287785 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.57511 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.402651 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.204106 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.273751 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.57627 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.307893 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.363735 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.278691 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.182045 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.140666 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.488773 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.191231 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.127951 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0473581 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0325882 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.674591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.577431 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.3997 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.220536 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.00811495 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.052698 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0080135 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0431309 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.702908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.613808 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.410121 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.165035 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.364292 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.049828 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.00452554 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.201462 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.519093 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.393137 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.367985 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.236134 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.116013 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.00530266 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.0219184 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.279856 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0144882 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.0458585 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0826435 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.124683 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.613808 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.358344 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.135289 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0663313 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0411805 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.239821 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.149354 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.66134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,20),-0.406628 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.571858 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.254119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.351537 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.353751 # DEPENDENCYPART_GRANDPAR
