# _root_ A francia hadseregben ma már mindenütt szolgálnak nők , még a haditengerészetnél és a légierőnél is , csak az idegenlégióban nem .
#goldHeads=3,3,7,7,7,7,0,7,7,16,12,13,16,15,13,7,7,21,20,21,7,7,
#predictedHeads=3,3,7,7,7,7,0,7,7,7,12,13,7,15,13,7,7,21,20,21,7,7,
(15,13),(13,3),-0.913443 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.816579 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.651416 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.774499 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.518634 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.993253 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.672513 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.685872 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.789357 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.517297 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.570038 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.19721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.483739 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.658904 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.516431 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.961623 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.571786 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.758079 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.519062 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.469341 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.646589 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.751743 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.31566 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.835997 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.89269 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.840612 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.826696 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.763569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.045438 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.301249 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.588038 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.442446 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.13424 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.966246 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.859946 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.02527 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.660857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.112209 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.284419 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.177505 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.118044 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.242942 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.412 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.35158 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.473024 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.355745 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.283423 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.720852 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.407865 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.332023 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.413754 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.305824 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.287829 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.202738 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.198903 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.130014 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.876309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.421401 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.674226 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.709065 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.411888 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.340957 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.292012 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.313214 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.29224 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.206886 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.206126 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.25336 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.134372 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.876871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.421949 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.676291 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.709611 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.316204 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.456198 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.282818 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.280304 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.420536 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.415346 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.312183 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.467678 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.414964 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.398278 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.299025 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.334155 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.331115 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.349444 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.245022 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.258178 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.194814 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.20907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.74022 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.512267 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-1.07951 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.680025 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.965278 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.236217 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.401814 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.313273 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.314247 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.501428 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.404508 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.350948 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.150432 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.271475 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.196495 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.0418646 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.883751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),-0.283423 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.770526 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.720853 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.329819 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.273141 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.457143 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.354994 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.22373 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.162489 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.253739 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.130523 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.0991084 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.876522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.421622 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.23474 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.674747 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.709283 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0992824 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.319387 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.356841 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.219297 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.327949 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.120072 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0436469 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.384052 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.343815 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.492834 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.428773 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.38885 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.271454 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.323112 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.339311 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.18789 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.237856 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.10973 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0531659 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.920703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.460998 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.319376 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.757927 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.38443 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.740771 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.18769 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.860448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.40463 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.327949 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.120072 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.172744 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.117523 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0471356 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.283423 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.770525 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.942333 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.864568 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.656718 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.683804 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.818831 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.629622 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.6642 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.236813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0718267 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.00272645 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.303495 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.619005 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.912646 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.634641 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.546069 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.758015 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.404712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.077704 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.142142 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.213273 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.965315 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.865294 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.656362 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.819556 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.664926 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.0460722 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.277188 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0461297 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.311953 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.0946943 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.36451 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.0806015 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.0829398 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0156516 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0364327 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.0561523 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.179493 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.0825788 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),0.0298388 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),0.0266372 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.00947044 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.0452031 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.0572781 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.0541756 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.284863 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.734541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,20),-0.36068 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.304203 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-0.497978 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.0402094 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.378727 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.000779092 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.153805 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.115456 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0340883 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.151377 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.031758 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.0335051 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.0834242 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.114065 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.0260042 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.765164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,20),-0.374725 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),-0.489725 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.00126091 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.142718 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.0883671 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.170578 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0107726 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.169574 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.0237645 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.0510106 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.0544055 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.0233095 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.200482 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.721152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.285742 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.481905 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.154922 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.15287 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.186854 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.0838982 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.0354879 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.114887 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),0.0845474 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.14616 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.0751984 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.0222059 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.173126 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.078223 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.231762 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0641595 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.0428505 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0359562 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0262334 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.111924 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0792381 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.159511 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.771234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.335547 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.238825 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.4812 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0838982 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.0354879 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.0506842 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0393869 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.039554 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.765164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.374725 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),0.0155771 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.202194 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.134393 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.0803565 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.243338 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),0.00925358 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.252763 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.124081 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.0129175 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0330141 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0734488 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0621244 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.00237315 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.24824 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.771599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.335598 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.23898 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.481405 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.337257 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.43828 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.350537 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.412299 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.407639 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.392784 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.583124 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.416082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.191706 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.526984 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.623169 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.320205 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.532965 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.599968 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.487955 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.377508 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-1.07859 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.750985 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.621012 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.788844 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.46145 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-1.18502 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.700718 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.708654 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.727709 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.730751 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.630813 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.384544 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.271924 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.216098 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.428216 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.12923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.464813 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.622927 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.475645 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.298864 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.352216 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.599968 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.487955 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.702711 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.448583 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.501416 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.448836 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.1908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,3),-1.10221 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.776337 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.649032 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.816014 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.499112 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-1.20864 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.669533 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.737709 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.721567 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.754371 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.549089 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.735028 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.55011 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.308988 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.412444 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.12521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.461416 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.619529 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.427285 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-1.202 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.592525 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.710427 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.744541 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.491117 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.540279 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.347406 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.388436 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.06517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.609376 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.203847 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.467435 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.0658135 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),0.0469626 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.11171 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),0.0484927 # DEPENDENCYPART_GRANDPAR
(21,3),(3,22),-0.460528 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),0.209948 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.466136 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),0.126328 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.194744 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.114654 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.0884857 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.200261 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),0.132027 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),0.0189566 # DEPENDENCYPART_GRANDPAR
