# _root_ Olyanok is egyszerűen együtt élnek csak , akiknek semmi kifogásuk sincs sem az egyházi , sem a világi esküvő ellen — írja Trost .
#goldHeads=5,5,5,5,22,5,5,11,10,11,1,11,11,13,11,11,19,19,20,11,22,0,22,22,
#predictedHeads=5,5,5,5,22,5,5,11,10,11,22,11,14,11,22,22,19,19,20,22,22,0,22,22,
(3,4),(4,3),-0.36318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.101286 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),0.175078 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.545438 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.968748 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.702616 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.355316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.054282 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.00842362 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0859567 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.075209 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0084126 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0255637 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0202169 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.0244412 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.261642 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.196164 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.213269 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.0758038 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.208551 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.00220646 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.309222 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),0.248571 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.457698 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.439085 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.991389 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.306277 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0815116 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0571672 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0581026 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.00216356 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.00124524 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.968651 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.70255 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.350126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.0484898 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.354332 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0891856 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.2041 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0310481 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0441459 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0796844 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0100865 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.262006 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.196737 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.200726 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0614491 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.418378 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.209124 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.274929 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.00179235 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.300779 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.248621 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.461661 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.437951 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-0.968573 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-0.703013 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.355711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),0.0457104 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),-0.349765 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.0920655 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),-0.181933 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),0.0377084 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.0793903 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.0317772 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.0533969 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.295402 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.16739 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.309245 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.104759 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.52216 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.180162 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.375919 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.00529395 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.292261 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.454316 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.419188 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.26966 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.19105 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.85187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.49528 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.584937 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.505676 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.447968 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.612895 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.525069 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.534415 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.545569 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.923053 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.21349 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.300008 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.842348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.445896 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.474173 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.575709 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.3985 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.496153 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.922294 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.495865 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.419104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0503614 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.240373 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.232775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0990109 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.226729 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.198753 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.623167 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.556137 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.676361 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.512819 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.462983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),-0.0812939 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),-0.199599 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),-0.238563 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.0713668 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.190195 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.0313485 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.131466 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.340414 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.246709 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.224243 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.211463 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.430007 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.352372 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.298254 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.134831 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.203928 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.313658 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.539753 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.195514 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.103878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.222693 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.757463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.0796987 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.261434 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),0.219594 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.160676 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),0.070759 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),0.00619439 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.203669 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.382086 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.122216 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.23552 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.477869 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.238534 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.256934 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.383062 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.366766 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.368854 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.09493 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.266792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0132589 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.163473 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.36357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.282882 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.662516 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.594544 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.624671 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.568405 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.749607 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.97422 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.39635 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0298103 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.279767 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.326208 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.20897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,9),-0.430719 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.255387 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.43982 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.819552 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.31865 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.296973 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.169703 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.0182161 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.752262 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.23264 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.0337596 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.185365 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.842898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.346808 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0791198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.127198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.263634 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.517012 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-1.03472 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.19462 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.12123 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.324495 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.114673 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.473428 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.799297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-8.22785e-05 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.172667 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.340198 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0220298 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.262548 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.141756 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.398565 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),0.083131 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.32655 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.849112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.0269315 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.332908 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.235541 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.152167 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0930193 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.127698 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.17012 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.369778 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.129666 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.15955 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.293116 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.465983 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.16565 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.145377 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.312924 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.421664 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.29597 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.979104 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.465434 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.616835 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.224859 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.0417402 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.991729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.0554887 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.47438 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.0676094 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.304768 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0815081 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.222995 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.405324 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.635454 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.350801 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.407957 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.731603 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.456349 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.452872 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.347764 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.867476 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.586669 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-1.16324 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0412581 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.25655 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.000379948 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.352755 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.362413 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.220168 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0877423 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.137515 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.190321 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.171195 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.465434 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.616835 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.224859 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.0417402 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.991729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.0554887 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.47438 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.0815081 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.222995 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.296125 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.301897 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.571008 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.335162 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.533415 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.731603 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.456349 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.452872 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.347764 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.867476 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.586669 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-1.16324 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.22018 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.190321 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.391071 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.518395 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),-0.217026 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.193234 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.0455573 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.381721 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.0778078 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.0774088 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.344489 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.47425 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.116058 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.196287 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.22603 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.144216 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-0.402108 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),0.0804412 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),0.323997 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.858188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),-0.0495238 # DEPENDENCYPART_GRANDPAR
(5,22),(22,7),-0.320768 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),0.225091 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.0725393 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.0829958 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.0805949 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.253853 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.405582 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.18155 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.112446 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.465212 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.498129 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.236753 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.251337 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.323522 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.316449 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.991501 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.164554 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.375658 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.200573 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.196131 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.261785 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.157676 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.172558 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.219276 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.3074 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.421045 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.376592 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.548311 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.894641 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.177998 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.17592 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.808985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,22),-0.559183 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.895832 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.212075 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0429261 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.12825 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.31789 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.822746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.534099 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.301542 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.315145 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.464268 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.443315 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.589349 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.637924 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.597466 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.47434 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.646551 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.753753 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.429376 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.419279 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.615238 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.817559 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.911973 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.60298 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.646995 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.504032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0428445 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.057884 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0552234 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.184595 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.593703 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.526712 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.484269 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.649531 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.702671 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.460739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.202316 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0628072 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0376498 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0159366 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.11487 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.244181 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.240396 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0715418 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.172072 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.408154 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.396676 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.305421 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.0791223 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.0289321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.171427 # DEPENDENCYPART_GRANDPAR
