# _root_ A Realbank kárvallott , körülbelül 2600 részvényesének soraiban még nem tört ki a pereskedési láz , de várható .
#goldHeads=2,7,7,7,7,7,8,11,11,11,17,11,15,15,11,17,0,17,17,
#predictedHeads=2,7,7,7,7,7,11,11,11,11,17,11,15,15,11,17,0,17,17,
(18,2),(2,18),-0.863095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,2),-0.477012 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.517315 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.393809 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.211957 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.529263 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.626136 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.159705 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.22461 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.0871358 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.133091 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.1816 # DEPENDENCYPART_GRANDPAR
(18,5),(5,19),-0.44179 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.440845 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.349741 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.208595 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.55365 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.221075 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.0146506 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.808856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.429539 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.190147 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.323108 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.360008 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.298926 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.103329 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.113995 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.542344 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.190147 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.323108 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.360008 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.298926 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.103329 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.113995 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.380586 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.199989 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.00334412 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.159931 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.863095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,2),-0.505893 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.519728 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.278189 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.255689 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.566349 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.663222 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.226237 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.0930831 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.13501 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.183155 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.441808 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.391778 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.589421 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.686294 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.248708 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.0473418 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.131684 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.166047 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.442514 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.256138 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.376578 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.447843 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.375022 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.188674 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.180229 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.438718 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.535591 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.132172 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.213763 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.109188 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0577026 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0417085 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0978616 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.240382 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.191615 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.82063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.439601 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0363655 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.05961 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.82995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,9),-0.142196 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.117269 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.074679 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.821071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,1),-0.190023 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.359945 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.298926 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.103329 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.113995 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0817245 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.156734 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.152417 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.114038 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0148377 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.102967 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.159931 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.863095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.446552 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.48651 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.524096 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.507405 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.26681 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.251719 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.546996 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.643869 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.225176 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.309028 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.319452 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0359641 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.149311 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.10487 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.267118 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.83126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.436492 # DEPENDENCYPART_GRANDPAR
