# _root_ Aki elsőnek ér a tájékozódási pontokra , azé a tojás , és a legtöbb tojás tulajdonosa lesz a tojáskereső verseny győztese .
#goldHeads=3,3,8,6,6,3,8,12,10,8,12,0,15,15,16,17,12,20,20,21,17,12,
#predictedHeads=3,3,12,6,6,3,3,10,10,3,12,0,15,15,16,17,12,20,20,21,17,12,
(15,8),(8,10),-0.61131 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.394473 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.284722 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.211362 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.555252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.207289 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.501836 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.351028 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.19099 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.352975 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.60049 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.415604 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.550305 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.360763 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.768793 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.944187 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.571279 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.54269 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.715742 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.561885 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.365258 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.990871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.972748 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.626609 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.858317 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.501947 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-1.05116 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.59932 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.710443 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.83648 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.801639 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.613602 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.560017 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.584575 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.147427 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.929294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.580276 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-1.01421 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.692933 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.565032 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.727018 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.832279 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.29421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.53002 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.864385 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.704004 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.928815 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.667549 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.816836 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.762618 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.04829 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.916718 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.1633 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.14652 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.06257 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.766292 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.635094 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.03981 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.614874 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.394596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,20),-0.151246 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.312775 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.460615 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-1.1633 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.635094 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.03981 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.614874 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.392939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.0442273 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.547268 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.25343 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.182263 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.315783 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-1.04827 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-1.1633 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.06255 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.766292 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.635094 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.03981 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.614874 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.393634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.0449219 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.54759 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.253746 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.182857 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0312044 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.463539 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.613139 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.524942 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.19496 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.333754 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.5147 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.38016 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.671511 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.0282592 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.484635 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.278087 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.0807874 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.0936641 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.0461265 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.02487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-1.01247 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.428613 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-0.595361 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.687412 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.628804 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.439957 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.423803 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0174197 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.475886 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.261877 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.345295 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.159803 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.0463292 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.0972719 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.185466 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.08616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-1.00079 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.656917 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.717211 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.69226 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.490664 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.539442 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.516887 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.334775 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.488468 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.187317 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0791073 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.135105 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.0422939 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.652338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.530246 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.181788 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.055167 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.221915 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.459744 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.20842 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.439957 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.423803 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.0174067 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.475879 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.491276 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.281231 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.675262 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.149294 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.159803 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.185467 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-1.00079 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.490169 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.717211 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.570771 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.588667 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.528337 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.454728 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.804264 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0970666 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.498332 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.352655 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0115473 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0711743 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.181964 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.02458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-1.04226 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.523333 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.428593 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.595342 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.691173 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0900744 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.974325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,8),-0.832156 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.106874 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.956859 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.535871 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.675728 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.423803 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.0174067 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.475879 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.491276 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.281231 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.675262 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.149294 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.461271 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.179158 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0572402 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.148546 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0697782 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.08616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,20),-0.490169 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.656917 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.13355 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.43072 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.443495 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.53859 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.412105 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.489225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.576832 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.277706 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.00742791 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.179502 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.972871 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.13355 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.942866 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.562593 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.43072 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.443495 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.53859 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.412105 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.489919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.577154 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.278022 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.00802192 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.104875 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.31666 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.36076 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.217636 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.332788 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),0.0995811 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),0.147123 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.239753 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.367967 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.589093 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.29955 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.119295 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.371977 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.11854 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.181702 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.234387 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.132375 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),0.0268039 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.0318153 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.197982 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),0.242113 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.20982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,20),-0.112967 # DEPENDENCYPART_GRANDPAR
(17,3),(3,21),-0.178131 # DEPENDENCYPART_GRANDPAR
(17,3),(3,22),-0.714178 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.0547458 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.166379 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.14424 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.289283 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.270343 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.308056 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.32435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,22),-0.888833 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),0.127761 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.369303 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.171644 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.412515 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.152589 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.206092 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.109928 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.0335102 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),0.171589 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.119936 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.322441 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.370213 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.42506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,21),-0.59841 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-0.982258 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),0.193256 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.121392 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.19587 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.0183252 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.256449 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.313235 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.0238552 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.0826989 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.0394713 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.119134 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.166676 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.866019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,19),-0.104929 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.0379776 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.103141 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-0.664502 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.0732235 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.36923 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.171571 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.412429 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.15251 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.0129123 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.243534 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.0898979 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.00503817 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.0333747 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.322306 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.42506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,20),-0.533246 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.982258 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.589524 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.506219 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.21288 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.508191 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.205156 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.214822 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.32799 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.268589 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.230783 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0170013 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.14601 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.192926 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.50486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.541374 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.48161 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.546774 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.974145 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.232429 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.364986 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.0474357 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.459162 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.30571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,21),-0.381774 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.874774 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.171571 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.412429 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.15251 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),0.0129123 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.243534 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.0898979 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.00503817 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.102198 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.00393218 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.191512 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.369264 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.16266 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.370077 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.533246 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.59841 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.175368 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.00319149 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.245801 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.0835477 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0123131 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.118302 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.00619917 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.184827 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.361989 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.156106 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.314067 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.533264 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.598428 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.982258 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.0059718 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.00735112 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.115955 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.221033 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.146882 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.502716 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.320036 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.270297 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.329857 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.318348 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.27072 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.923244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.18042 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0234908 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0469378 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.63556 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.502716 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.750717 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.456515 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.320036 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.270297 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.329857 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.318348 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.27072 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.92336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.18031 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0232408 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0860041 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.543934 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.718323 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.713494 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.657853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,6),-0.989107 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.815066 # DEPENDENCYPART_GRANDPAR
