# _root_ " Előzőleg minden békés , tárgyalásos lehetőséggel megpróbálkoztunk , ám ezek kudarcot vallottak " — emlékeztetett .
#goldHeads=16,8,7,7,7,7,8,16,8,8,13,13,8,16,16,0,16,
#predictedHeads=16,8,7,7,7,7,8,10,10,16,13,13,16,16,16,0,16,
(16,10),(10,6),-0.414991 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.175044 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.223061 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0299089 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.016319 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0136764 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.13791 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.101905 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.00667783 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.51432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.561844 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.067707 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),0.167627 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.124335 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.0259948 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.230493 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.271021 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.248503 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.301954 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.042418 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.246308 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0329849 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0457702 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.911744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.262217 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),0.197058 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.00802069 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.251575 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.101936 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.109505 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.216081 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.269585 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.256883 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.375182 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.322309 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.223183 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.105887 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.46233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.579255 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.0548296 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.152942 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.0868829 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.0959289 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.178144 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.202005 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.0729936 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.193145 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.196154 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.255502 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.290398 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.20356 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0429298 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0141649 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.23732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.293687 # DEPENDENCYPART_GRANDPAR
