# _root_ 1998 márciusában az ÁPTF a Riverbank név használatát sem engedélyezte egy kft számára , mondván , nem végez pénzügyi szolgáltatási tevékenységet .
#goldHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,15,20,21,18,10,
#predictedHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,10,21,21,18,10,
(15,7),(7,15),-0.464995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,1),-0.0331854 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),0.0628093 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.136343 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.0541349 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.174997 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.0517022 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0403001 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.175608 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.200125 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.0282751 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.464995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,21),-0.191728 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),0.123816 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),0.11908 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.112708 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.101306 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.120906 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.187844 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0689663 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.15499 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.0632643 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.108427 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.118461 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.352867 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.250914 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.324687 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.405687 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.154578 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.171001 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.169663 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.0851025 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.336824 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.322355 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.21967 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.327091 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.169382 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.333462 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.344864 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.323907 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.199083 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.283575 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.224581 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.16713 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.315529 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.464355 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.0592762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0885829 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.38434 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.232218 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.182652 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.302004 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.0238883 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.351326 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.216873 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.156785 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.326259 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),0.00846582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.199575 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.433316 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.335356 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.155189 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.186821 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.351326 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.216873 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.156785 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.326259 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.398496 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),0.00851287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.199607 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.433363 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.28628 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.369165 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.237978 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.188988 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.346744 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.227741 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.233624 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.165073 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.334513 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.417243 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.0940495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.249975 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.378764 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.31514 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.268448 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.218422 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.190201 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.0555306 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),0.148279 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.116299 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),0.0832547 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),0.0987724 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.0239263 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.06922 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.129151 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.0233904 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.0580929 # DEPENDENCYPART_GRANDPAR
(17,2),(2,18),-0.377318 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),-0.339422 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.467454 # DEPENDENCYPART_GRANDPAR
(17,2),(2,22),-0.578908 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.0251065 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.0402797 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.00828283 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.0247617 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.00924399 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0883961 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0797321 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.244344 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.351843 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.291415 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.393586 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.566505 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.493217 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.427093 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.434167 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.486379 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.434284 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.596314 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.241013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0823804 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.00944819 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.108104 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.511567 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.41758 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.286384 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.460888 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.438472 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.486876 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.442966 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.495144 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.451085 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.43859 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.615697 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.335501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.0372257 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.101763 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0885989 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.379786 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.275377 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.336681 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.240004 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),0.150335 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.24631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,19),-0.287062 # DEPENDENCYPART_GRANDPAR
(18,1),(1,22),-0.823495 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.342918 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.00429938 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.328436 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.224 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.285304 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.188628 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.169361 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),0.0691739 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),0.128126 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.0614426 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),0.136822 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.36464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.452726 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.422574 # DEPENDENCYPART_GRANDPAR
(18,2),(2,22),-0.930621 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.238928 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.0402471 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.22302 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.284324 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.187648 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),0.171869 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),0.130634 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.422574 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.930621 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.0330018 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.341033 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.131834 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.344717 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.243174 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.0330018 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.341033 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.131834 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.227449 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.188628 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),0.0691739 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.136822 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.341954 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.238327 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0357633 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.336186 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.129072 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.222602 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.283906 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.16936 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.0691738 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),0.128126 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.136822 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.422574 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.357779 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.403359 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.308108 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.21108 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.284491 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.1981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,22),-0.751759 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.317371 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.286961 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.0303144 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.378684 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.141818 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.271069 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.332374 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.237123 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.101246 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.0194251 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.0895983 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.207149 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.0943232 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.28056 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.0309323 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.13901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.0953966 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.0893129 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),0.0217109 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.644547 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),0.102672 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.384162 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.0348043 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.276553 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.337857 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.242606 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.113318 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0683796 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.137105 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.210516 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.23098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,21),-0.199073 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.821823 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.226409 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.318295 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.210686 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.27199 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.176739 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0877364 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.117175 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.190586 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.23933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.291497 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.224185 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.824958 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.252935 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.298515 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.203264 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.148175 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.146695 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.254896 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.0386626 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.1988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.207034 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.200952 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.0991731 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.752465 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.449409 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.0365892 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.23966 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.31307 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.209437 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.104335 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.753798 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.674615 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.234306 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.331867 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.153152 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.114018 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.533696 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.256974 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.919362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0225408 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0272242 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.674615 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.234306 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.331867 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.153152 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.460286 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.114018 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.533696 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.256974 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),-0.00485587 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.783145 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.565007 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.73713 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.828744 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.334592 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.695837 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.425044 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.246215 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.564159 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.201691 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.637569 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.343994 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.863491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.127143 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.136694 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.462583 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.406052 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.404666 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.695137 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),-0.45969 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),-0.393721 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-0.860867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,22),-0.649501 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.520953 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.755449 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.840828 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.444209 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.809234 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.387673 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.386287 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.676758 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.349947 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.325273 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.40587 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.446208 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.269086 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.367788 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.296018 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.450863 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.871346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.362202 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-0.55323 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.659042 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.738635 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.427775 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.738086 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.371244 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.369858 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.66033 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.450684 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.843692 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.301593 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.223173 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.399531 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.494257 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.651894 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.709762 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.398606 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.342076 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.340689 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.631161 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.23867 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.325241 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.246821 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.414305 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.865217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.511588 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.650965 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.847209 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.478137 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.768608 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.477271 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.36532 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.266032 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.254807 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.394938 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.872046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.362903 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.504428 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.661751 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.9091 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.486306 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.357385 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.278965 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.873348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.508395 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.662474 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.520953 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.751881 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.840828 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.44064 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.809234 # DEPENDENCYPART_GRANDPAR
