# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,12,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,5,
(5,14),(14,13),-0.125135 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.396782 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.764052 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.687398 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.466747 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.316748 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.275487 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.0369202 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.668658 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.646445 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.603191 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.45102 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-0.625015 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-0.296024 # DEPENDENCYPART_GRANDPAR
(5,14),(14,29),-1.29478 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),0.0471401 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.0381575 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.0371919 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),0.261633 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.127798 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),0.163309 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),0.203114 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.235276 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.398793 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),0.0381575 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.0535499 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.163309 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.203114 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.235276 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.398793 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.394472 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.346959 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),0.0563215 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.216579 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),0.0820041 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),0.420716 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.753096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),-0.283011 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.0351692 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.0743338 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.124737 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.150107 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.158299 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),0.0793548 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.0386033 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.114117 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.308603 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.511735 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.466163 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.245512 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),0.00189618 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),0.254465 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.421308 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.394024 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.18261 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.195064 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.34677 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.372593 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.0366892 # DEPENDENCYPART_GRANDPAR
(5,19),(19,29),-1.16386 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.649052 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.316463 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.00775336 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.965376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),-0.388406 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.402289 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.110955 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.133557 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.249173 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.157747 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.772797 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.74384 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.523189 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.129139 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.28031 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.715909 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.729841 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.729492 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.534417 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.708411 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),-0.343275 # DEPENDENCYPART_GRANDPAR
(5,21),(21,29),-1.36017 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),0.0309708 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.182951 # DEPENDENCYPART_GRANDPAR
(5,23),(23,7),0.0381575 # DEPENDENCYPART_GRANDPAR
(5,23),(23,8),0.0371919 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),0.261633 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),0.163309 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.203114 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.235276 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.398793 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.394472 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.17382 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),0.131591 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),0.132171 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),0.263417 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.30572 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.151535 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.325529 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),0.0563215 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-0.216004 # DEPENDENCYPART_GRANDPAR
(5,24),(24,3),0.082186 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),0.420898 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.759894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,6),-0.296533 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.140946 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),0.135419 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),0.0725568 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),0.0178118 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),0.105756 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.315867 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),-0.526423 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.482372 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.261721 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),0.07635 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.0133256 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),0.187289 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.431934 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.441418 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.197879 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.347766 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.375408 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.0373405 # DEPENDENCYPART_GRANDPAR
(5,24),(24,29),-1.16882 # DEPENDENCYPART_GRANDPAR
(5,25),(25,15),-0.231953 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.301529 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.350195 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-0.152701 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.334654 # DEPENDENCYPART_GRANDPAR
(5,25),(25,27),-0.32553 # DEPENDENCYPART_GRANDPAR
(5,25),(25,28),0.0559713 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),-0.161351 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.408897 # DEPENDENCYPART_GRANDPAR
(5,28),(28,17),-0.477423 # DEPENDENCYPART_GRANDPAR
(5,28),(28,18),-0.256772 # DEPENDENCYPART_GRANDPAR
(5,28),(28,19),0.0871575 # DEPENDENCYPART_GRANDPAR
(5,28),(28,20),0.0689577 # DEPENDENCYPART_GRANDPAR
(5,28),(28,21),0.196222 # DEPENDENCYPART_GRANDPAR
(5,28),(28,22),-0.430057 # DEPENDENCYPART_GRANDPAR
(5,28),(28,23),-0.436469 # DEPENDENCYPART_GRANDPAR
(5,28),(28,24),-0.200458 # DEPENDENCYPART_GRANDPAR
(5,28),(28,25),-0.244061 # DEPENDENCYPART_GRANDPAR
(5,28),(28,26),-0.408385 # DEPENDENCYPART_GRANDPAR
(5,28),(28,27),-0.415039 # DEPENDENCYPART_GRANDPAR
(5,28),(28,29),-1.22157 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.681099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,2),-0.847167 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.627507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.637296 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.632071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.619201 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.681099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.149396 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.189538 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.360512 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-0.450921 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.88581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.520562 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.567519 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.332027 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0753564 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.295419 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0188878 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.534799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.104128 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.0381665 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.0311119 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.0925516 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.679175 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.274973 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.2433 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),0.0121492 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.0157518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.12525 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.511909 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-0.535393 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),0.0063899 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-0.369338 # DEPENDENCYPART_GRANDPAR
(9,4),(4,27),-0.335923 # DEPENDENCYPART_GRANDPAR
(9,4),(4,28),-0.429295 # DEPENDENCYPART_GRANDPAR
(9,4),(4,29),-0.77216 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.905197 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.506924 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.293685 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.144857 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.384346 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.348638 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.170862 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.975582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.267932 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.391342 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.612079 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.390751 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.508725 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.716386 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.684714 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.56195 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.375391 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.542536 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.883969 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.976806 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-0.567523 # DEPENDENCYPART_GRANDPAR
(9,5),(5,25),-0.810663 # DEPENDENCYPART_GRANDPAR
(9,5),(5,27),-0.777336 # DEPENDENCYPART_GRANDPAR
(9,5),(5,28),-0.802009 # DEPENDENCYPART_GRANDPAR
(9,5),(5,29),-1.02234 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0460447 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.30369 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.163861 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.389048 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.273987 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.680161 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0452262 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.211361 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.372688 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.506145 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.376301 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.172402 # DEPENDENCYPART_GRANDPAR
(10,3),(3,29),-0.843865 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.616051 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.242477 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0103401 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.22149 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.185261 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.373368 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.636151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.234817 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.300869 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.178519 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.393294 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.19571 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.278805 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.104973 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.334684 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.419323 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.465483 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.522987 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),0.0989263 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.421858 # DEPENDENCYPART_GRANDPAR
(10,4),(4,27),-0.511009 # DEPENDENCYPART_GRANDPAR
(10,4),(4,28),-0.501007 # DEPENDENCYPART_GRANDPAR
(10,4),(4,29),-0.798522 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.434927 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.585458 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.213015 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.575122 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.363954 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.162814 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.145325 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.388417 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.769915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.114296 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.541426 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.456858 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.364749 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.37248 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.455576 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.411767 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.490674 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.60643 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.599247 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.699757 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.207682 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-0.598541 # DEPENDENCYPART_GRANDPAR
(10,5),(5,27),-0.687779 # DEPENDENCYPART_GRANDPAR
(10,5),(5,28),-0.635432 # DEPENDENCYPART_GRANDPAR
(10,5),(5,29),-0.841156 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0694977 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.780531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,7),-0.0352823 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.392321 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.475022 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.107961 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.178763 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0149661 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.100623 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.819503 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.08558 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.566889 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.903478 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.388334 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.587163 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.442148 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.525154 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.782948 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.390087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.212707 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.109263 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.019919 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.18827 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.173375 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.127941 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.044846 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.0226452 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.143079 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.0884013 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.245565 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.199336 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),0.225235 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.09754 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.187358 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.271696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-0.461618 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0829946 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.153242 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.544263 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0558171 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.247929 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.217969 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.03781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,19),-0.147251 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-0.511351 # DEPENDENCYPART_GRANDPAR
(12,3),(3,29),-1.22941 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.523227 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.139948 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.128413 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.327424 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.268357 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.334732 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.0832521 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.452547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.0471564 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.0557199 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.335868 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.131805 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),0.0312091 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),0.438011 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),0.0956565 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),0.0442393 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.255316 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-0.154103 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),0.0739112 # DEPENDENCYPART_GRANDPAR
(12,4),(4,25),-0.100577 # DEPENDENCYPART_GRANDPAR
(12,4),(4,27),-0.347341 # DEPENDENCYPART_GRANDPAR
(12,4),(4,28),-0.0529416 # DEPENDENCYPART_GRANDPAR
(12,4),(4,29),-1.00014 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.0935313 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.535063 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.133172 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0629281 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.410455 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.157747 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.162683 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.190716 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.0224217 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.574337 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.979891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.310513 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.357168 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.338053 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.175039 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.089705 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.1677 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.272547 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.49709 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.360352 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.453433 # DEPENDENCYPART_GRANDPAR
(12,5),(5,25),-0.306649 # DEPENDENCYPART_GRANDPAR
(12,5),(5,27),-0.553589 # DEPENDENCYPART_GRANDPAR
(12,5),(5,28),-0.296045 # DEPENDENCYPART_GRANDPAR
(12,5),(5,29),-1.12262 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0644579 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.249563 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.155683 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.087218 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0132978 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0186871 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.292384 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.00455572 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0532768 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.646692 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.175225 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.0341852 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.130957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.292594 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.155683 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.148882 # DEPENDENCYPART_GRANDPAR
