# _root_ Szívet melengető érzés , hogy Európában még mindig mekkora kultusza van , és a mostani negyvenévesek milyen nosztalgiával emlegetik őt .
#goldHeads=2,3,5,5,0,11,11,11,10,11,13,13,5,16,16,19,18,19,13,19,5,
#predictedHeads=2,3,5,5,13,11,11,11,10,11,13,13,0,16,16,19,18,19,13,19,13,
(18,16),(16,13),-0.162532 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.736267 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.1865 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.884712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.678278 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.439625 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.516767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,2),-0.497117 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.590488 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.163192 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.410649 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.0412404 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.230418 # DEPENDENCYPART_GRANDPAR
(19,1),(1,13),-0.0955305 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-1.60875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,21),-0.789874 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.473416 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.494354 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.154906 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.406372 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.04371 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.227386 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.60875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,21),-0.789874 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.859156 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.896182 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.968782 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.547004 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.751968 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.203106 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.686847 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.509112 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.551272 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.449166 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.608358 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.753764 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.70371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),-0.181128 # DEPENDENCYPART_GRANDPAR
(19,5),(5,21),-0.806567 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.494708 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.57976 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.202929 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.376557 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.337384 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.235935 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.789874 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.603727 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.709161 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.291791 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.38066 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.530103 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.481375 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.269958 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.201386 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.44138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,21),-0.610839 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.557262 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.662697 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.275803 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.483639 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0509838 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.45487 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.473416 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.494354 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.582683 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.202463 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.37947 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.404362 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.0247794 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.0492355 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.0123388 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.137205 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.23645 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.380649 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.313955 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.60875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-0.789874 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.47166 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.556834 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.580223 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.235859 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.221688 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.401359 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),0.0487693 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.0127117 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.0183946 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.330712 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.287226 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.208484 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0745731 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.339751 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.491744 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.216163 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.261706 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.38094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),0.202956 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.497836 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.683439 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.825744 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.793036 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.457585 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.523935 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.613977 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.220909 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.253079 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.543525 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.631557 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.439633 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0485493 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.501935 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.647326 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.188439 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.68661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.781365 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0318155 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.136739 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.27972 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.330554 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.252591 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.122588 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.290653 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.510106 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.218495 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.405551 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.0792233 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.339935 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.272572 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.141234 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.221285 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.35246 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.188298 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.50846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,16),-0.431736 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.116789 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.2249 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.184511 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0710867 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0699026 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.257474 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.390111 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.470155 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.380181 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.198632 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.1807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.315147 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.653299 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.399834 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.667153 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.549788 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.843117 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.506457 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.444658 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.49089 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.5194 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.456607 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.474344 # DEPENDENCYPART_GRANDPAR
(20,5),(5,16),-0.472594 # DEPENDENCYPART_GRANDPAR
(20,5),(5,19),-0.50045 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-0.980647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,21),-0.756165 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.507136 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.304774 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.519663 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.454521 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.541099 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.746841 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.371244 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.368998 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.0333001 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.343083 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.405781 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.29812 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.328587 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.274761 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.279497 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.094129 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.229673 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.382263 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.00302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.798385 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.467303 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.47983 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.404254 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.522409 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.707008 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.348922 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.347946 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.30325 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.324734 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.386097 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.316724 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.317875 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.339703 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.346079 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.123367 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.242605 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.999364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.797449 # DEPENDENCYPART_GRANDPAR
