# _root_ Európában elsősorban az olaszok és a franciák híresek kávézóikról , ahol a fekete ital számos változatát készítik , fogyasztásuk pedig mindennapos szertartássá vált .
#goldHeads=9,9,4,5,9,7,5,9,0,9,17,14,14,16,16,17,9,17,23,23,22,23,17,9,
#predictedHeads=17,23,4,5,17,7,8,9,5,23,17,14,14,16,16,17,0,17,23,23,22,23,17,17,
(9,5),(5,9),-0.861308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.502387 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.390499 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.357617 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.409905 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.309858 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.550084 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.441394 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.313508 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.497288 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.510483 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-0.819504 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.320685 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.259682 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0236944 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.390403 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0242678 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.209227 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.278155 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.391606 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0839849 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.367763 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.763145 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.634483 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.691232 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.238969 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.221168 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.39164 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.194229 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.148774 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.743777 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.324953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.127902 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0455659 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.280054 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.151142 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.126579 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.13467 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.148566 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.196046 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.0602061 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.449771 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.394445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.0314635 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.210405 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.123089 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0569558 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0472506 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.260027 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.279281 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.20184 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.560061 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.238273 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0958512 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.178175 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.171875 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.183878 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.13366 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.216816 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.236168 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.0938467 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.171875 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.183878 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.13366 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.216816 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.214417 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.212838 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.199426 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.424002 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.376155 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.839999 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.617948 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.359918 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.532641 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.57129 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.442394 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.567306 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.59641 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.572751 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.538472 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.620253 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.459941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0176789 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0244206 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0212281 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.197783 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.374354 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.210024 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.161649 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.559766 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.617948 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.359918 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.532641 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.442394 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.567306 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.59641 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.572751 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.538472 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.620253 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.459941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0176789 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0244206 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0920875 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0194025 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.374354 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.161649 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.604436 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.372518 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.514188 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.557402 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.473799 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.547556 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.582913 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.544986 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.524974 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.667221 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.405896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.000582336 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0426559 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.011121 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.00621855 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.146568 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.212159 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.309491 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.101706 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.27533 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.37212 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.124685 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.472921 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.0176789 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.0244206 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.0920875 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.0194025 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.064204 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.050508 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.124723 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.209741 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.282272 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.436983 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-0.442394 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-0.567306 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.59641 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.572751 # DEPENDENCYPART_GRANDPAR
(11,22),(22,12),0.0176789 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),-0.0244206 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),0.0920875 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),0.0194025 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.064204 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),0.050508 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.124723 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.240775 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.0788799 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.237597 # DEPENDENCYPART_GRANDPAR
(11,23),(23,1),-0.608973 # DEPENDENCYPART_GRANDPAR
(11,23),(23,2),-0.376633 # DEPENDENCYPART_GRANDPAR
(11,23),(23,3),-0.514935 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.561938 # DEPENDENCYPART_GRANDPAR
(11,23),(23,5),-0.475176 # DEPENDENCYPART_GRANDPAR
(11,23),(23,7),-0.587449 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.545843 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.52951 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.669302 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-0.414574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,12),-0.00614855 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),-0.0520479 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),0.00344248 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),-0.0168808 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),-0.154246 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),0.0151998 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.28748 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.330818 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.0152147 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.260169 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.393446 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.466724 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.838944 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.626502 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.758781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,1),-0.913114 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.633874 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.710565 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.635181 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.524114 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.643575 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.568959 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.730205 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.582621 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.645866 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.764333 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.93362 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.782581 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.707503 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.02931 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.636508 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.558229 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.557982 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.610623 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.640563 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.617603 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.792513 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.628238 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.92886 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.919863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,4),-0.338023 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.0305417 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.268754 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.590622 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.612942 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-0.83224 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.675164 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.438755 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.3509 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.171744 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.131646 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.270628 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.331989 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.825912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,16),-0.473234 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.559007 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.395037 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.571595 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.496909 # DEPENDENCYPART_GRANDPAR
(14,2),(2,23),-0.581159 # DEPENDENCYPART_GRANDPAR
(14,2),(2,24),-0.792013 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.643973 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.522229 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.713013 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.671971 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.642464 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.951849 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.479097 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.76824 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.0697355 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.898977 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0296385 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.170337 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.412278 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.127191 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.892526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.179181 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.539847 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.631258 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.411843 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.516689 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.653669 # DEPENDENCYPART_GRANDPAR
(14,5),(5,24),-0.806201 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.719682 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.446858 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.355314 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.638843 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.50861 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.419003 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.762211 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.314934 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.247635 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.661483 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0462598 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.645869 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.5243 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.719682 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.446858 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.355314 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.638843 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.181269 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.922486 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.256108 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.954102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.213124 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.832238 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.492665 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.222013 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.183102 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.329843 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.825408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.47273 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.558988 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.394962 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.571092 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.452743 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.58114 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.792013 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.139062 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0227215 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.307318 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.352077 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.499579 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.727616 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.819002 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.519742 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.425665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,18),-0.145586 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.334256 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.298681 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.345027 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.546758 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.11883 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.901009 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.27934 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.72326 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.22348 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.660631 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.38523 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.620534 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.657143 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.764602 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.908947 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.609201 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.356173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.234716 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.222795 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.203393 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.908947 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.609201 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.356173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.234716 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.00349235 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.167414 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.037358 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.215163 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.192875 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.104446 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.886628 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.627232 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.231102 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.0914582 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.179241 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0141418 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.18982 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.287484 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.133919 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.361693 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.483659 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-1.06101 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.877055 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-1.2197 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.869708 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.718116 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-0.602827 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-1.31155 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.562729 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.666516 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.730074 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.846389 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.535519 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.531198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.203216 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.179914 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.208276 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.176173 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.278275 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.102109 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.0911599 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.159927 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.430865 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.480602 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.352398 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.301979 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.401067 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.256585 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.26815 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.402671 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.591726 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.340904 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.13276 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.905379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,24),-0.963577 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.436659 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.431523 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.465108 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.359383 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.209946 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.438146 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.551223 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.647409 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.585317 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.66517 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.504017 # DEPENDENCYPART_GRANDPAR
