# _root_ Önkéntesek hordták a vizet és az élelmet , a törmelék elszállítását — ha kellett , puszta kézzel — maguk szervezték meg .
#goldHeads=2,0,4,2,2,7,2,2,10,11,20,13,20,13,14,17,14,13,20,2,20,2,
#predictedHeads=2,0,4,2,2,7,2,2,10,11,2,13,2,2,14,17,20,20,20,2,20,2,
(13,20),(20,2),-1.04424 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.17726 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.836992 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-1.08432 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.775365 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-1.02534 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.9261 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.988107 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.412081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.148905 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.190894 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.296032 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0057799 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0985385 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.218233 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.355385 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.613098 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.686135 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.461541 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.627155 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.527917 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.651718 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.276872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,15),-0.0636431 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.176816 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.125067 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.00508695 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.0496913 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.568956 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.443981 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.314304 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.506567 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.554392 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-1.17045 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.355833 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.642808 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.400421 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.382706 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.329766 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.373187 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.344343 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.355913 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.258036 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.157594 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.264388 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.379739 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.11657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.485209 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.244784 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.00634943 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.417976 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.283432 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.0512649 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-0.841801 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.472362 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.458511 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.286861 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.584115 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.862317 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.644132 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.500636 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.317884 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.413245 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.35196 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.298208 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.197765 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.182185 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.54579 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.4668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.762098 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.456788 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.615129 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.634664 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-1.16368 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.459433 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.323648 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.284724 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.212842 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.196946 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.171093 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0706504 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.12833 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.38648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.766875 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.506567 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.554392 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-1.17045 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.459433 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.323647 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.284723 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.212841 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.295077 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.279293 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.172538 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.506567 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.406294 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.472849 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.459433 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.323647 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.284723 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.212841 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.295077 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.279293 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.172538 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.180068 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.12833 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.38648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.766875 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.506567 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.621753 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.554392 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-1.17045 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.669255 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.918075 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.585763 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.521334 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.558044 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.540646 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.443029 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.342586 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.302448 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.44608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.756506 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.604701 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.448103 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.609514 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.522782 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.613943 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.384675 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-1.15848 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.57109 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.470647 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.593694 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.7642 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.942903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.357972 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.156526 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.175483 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.94339 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.08011 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.882998 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.738225 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.79559 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.854616 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.70504 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.793215 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.739608 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.639165 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.695544 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.856866 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.886691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.261499 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0593204 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.149099 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0841228 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.380039 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.441186 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.949588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,18),-0.0976449 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.69922 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.465718 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.672428 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.382972 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.401989 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.354501 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.423374 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.239493 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.13905 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.491767 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.636812 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.955157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.406172 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.189655 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0184869 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.190591 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.140661 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0816957 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.723634 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.538729 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.531415 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.423721 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.323278 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.527409 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.688566 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),-0.379722 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.201622 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0507153 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0347849 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.111444 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.790836 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.29788 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.37197 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.180874 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.398861 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.363854 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0931405 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.267852 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.230355 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.49868 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.471552 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.29788 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.37197 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.180874 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.398861 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.363854 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.0931405 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.267852 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.281753 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.202974 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.335957 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.111312 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.230355 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.506069 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.525044 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.642075 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.639485 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.671431 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.511924 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.34102 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.504666 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.265657 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.422558 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.582223 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.217393 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.313254 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0733309 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.731421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.181912 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.49344 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.243293 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.557846 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.404967 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.630451 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.557771 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.520196 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.430238 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.299949 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.422945 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.150023 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.340844 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.500508 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.185601 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.044674 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.236207 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.721792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.196029 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.568604 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.22728 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.564389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.42478 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.634606 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.04551 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.967821 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.917982 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.694803 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.91068 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.511187 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.828579 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.988243 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.563742 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.494543 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.759749 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.489892 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.342493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.20555 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.203927 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.108692 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0184177 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.251172 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.920387 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.837139 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.644887 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.495586 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.985394 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.582714 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.348934 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.766369 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.291626 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.733652 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.206419 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.111991 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.153251 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.410893 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.157169 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-0.980681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.588725 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.449329 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.517602 # DEPENDENCYPART_GRANDPAR
(17,2),(2,22),-0.662672 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.0468907 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.659229 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.425185 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.969833 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.187255 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.898353 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.635352 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.944654 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.432175 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.13463 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.141192 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.583218 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.150306 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.138351 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),0.217224 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.196589 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.980709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.520116 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.47475 # DEPENDENCYPART_GRANDPAR
(17,5),(5,22),-0.66643 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.542 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.716051 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.659025 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.608597 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.465658 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.875882 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.220401 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.134156 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.576182 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.209142 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.176125 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.28236 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.04229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,20),-0.434105 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.692468 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.659025 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.608597 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.465658 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.875882 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.545719 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.247833 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.588255 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.04229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,1),-0.942219 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.0466857 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.659025 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.608597 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.465658 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.875882 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.545719 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.247833 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.588255 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.25474 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.209142 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.176125 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.28236 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.04229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.547284 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.434105 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.692468 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.976252 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.213724 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.641764 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.541028 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.579759 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.376615 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.288774 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.7308 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.260918 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.149306 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.307393 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0462126 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.972512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.515128 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.310192 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.455434 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.504089 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.661739 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.918578 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.105928 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.584119 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.558443 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.522078 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.298493 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.231099 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.673125 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.236775 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.18072 # DEPENDENCYPART_GRANDPAR
