# _root_ Mert csupán úgy adták elő a falhoz tapadó , földön vonagló vagy ölelkező " koreográfiákat " , amilyen szinten prózai színészektől kitelik .
#goldHeads=4,4,4,0,4,7,8,15,15,11,15,15,15,15,4,15,4,19,22,21,22,4,4,
#predictedHeads=4,4,4,0,4,7,8,15,4,11,15,15,15,15,4,15,4,22,20,21,22,4,4,
(11,10),(10,14),-0.628089 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.466443 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.654657 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.609218 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.82329 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.587306 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.611186 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.635359 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.574241 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.899783 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.731915 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.623118 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.572492 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.523072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.200857 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.330558 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0233694 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.38022 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.311152 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.579375 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.602463 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.626455 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.565599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.852048 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.613707 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.536367 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.724038 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.61403 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.558562 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.489434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0868108 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.282947 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0548098 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.309515 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.304124 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.410777 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.393192 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.0144587 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.27303 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.616222 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-0.670526 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),-0.62642 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-0.547043 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.903926 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-0.632228 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.559893 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.722301 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-0.662638 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),-0.582088 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.522177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),-0.130385 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),-0.110416 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),-0.324217 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.0328093 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.350786 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.392489 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.11051 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.388275 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.313736 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),0.0364591 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.512933 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.158767 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.289025 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.0427596 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.0879403 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.633927 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.627257 # DEPENDENCYPART_GRANDPAR
(12,1),(1,22),-0.65004 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-0.924462 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.321029 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.311293 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.97392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,22),-0.569294 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.894376 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.331152 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.241033 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.324908 # DEPENDENCYPART_GRANDPAR
(12,3),(3,23),-0.894373 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.397328 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.319351 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.407119 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0895804 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.164348 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.332821 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.187504 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.173223 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.0402618 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.0804706 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.32358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.539558 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.893234 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-1.00747 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.918256 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.90973 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.791601 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-1.30533 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.941046 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-1.38143 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.896879 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-1.15163 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.384195 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.235194 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.304469 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.382887 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.0322721 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.263773 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.118005 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0809526 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0337777 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.27664 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.572657 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.637647 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.563595 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.896091 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.36902 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0258314 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.263313 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.21429 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.134099 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0399877 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.320771 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.592554 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.697408 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.617575 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.608041 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.995272 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.574721 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.235194 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.304469 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.382887 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0322721 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.263773 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.180012 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.140106 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.03864 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.972661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.27664 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.563595 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.843251 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.712442 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.772385 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.934251 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.448779 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.894612 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.628547 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.572943 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.591971 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.521514 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.507339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.171441 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.00680803 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.196463 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.154612 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.306836 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.229593 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.380768 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.0142363 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.546997 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.853124 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.502892 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.954373 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.672678 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.593535 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.651732 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.565645 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.502257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.203699 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.124945 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.195457 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.148282 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.305994 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.262212 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.379987 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.016028 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.556797 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.502892 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.672678 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.565645 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.504173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.200568 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.126871 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0147989 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.151892 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.127717 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.132112 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.263453 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.381816 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-1.19345 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.992046 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-1.03322 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-1.26714 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.718628 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-1.26307 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.891459 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.895211 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.960429 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.784426 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.561331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.142597 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.196058 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.106789 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.221079 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.205997 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.211158 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.404678 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.258891 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.48075 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.55087 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.400228 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.552742 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.332414 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.208461 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.425709 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.479922 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.504621 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-0.754139 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.404929 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.586494 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.361153 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.475033 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-0.761027 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.4019 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.493637 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.584681 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.761006 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.286211 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.400578 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.369351 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.388219 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.369413 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.335781 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.478238 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.337044 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.245483 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.378698 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.37604 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.827995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.549395 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.173695 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.475433 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.520067 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.280663 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.58605 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.542224 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.150795 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.510383 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.758296 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.284647 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.230276 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.399566 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.443166 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.400721 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.664328 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.253865 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.3757 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.233827 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.161048 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.360794 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.82973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.493662 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.148814 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.458182 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.754582 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.312562 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.23953 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.205307 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.450058 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.191991 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.367116 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.871752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.513302 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.211037 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.43934 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.491555 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.623392 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.472825 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.443166 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.400721 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.664328 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.253865 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.3757 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.572533 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.272942 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.2773 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.349214 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.82973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,22),-0.458182 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.393142 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.510711 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.468978 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.701338 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.583519 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.364492 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.247303 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.483979 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.837607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.500233 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.162744 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.575099 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.505287 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.754648 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.71682 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.702086 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.787334 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.916665 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.578037 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.690227 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.817126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.70348 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.42293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.106126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.051823 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.101974 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0378317 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.114631 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.397424 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.013818 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.36564 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.702086 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.916665 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.817126 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.70348 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.423545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.106132 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.320507 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0321704 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.141482 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.066454 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.106327 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.402107 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.741338 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.725111 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.628004 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.775104 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.692941 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.415421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.0997951 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.31848 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0258334 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.147345 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.110622 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0938772 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.702086 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.787334 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.916665 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.578037 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.690227 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.817126 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.70348 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.42293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.106126 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.321206 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.0321639 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.141479 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.066454 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.0911492 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.137523 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.774554 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-0.778523 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.722781 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-1.01811 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.66073 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-0.748636 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.872906 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.60654 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.651529 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.773367 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.760875 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.448164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),-0.20943 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.222597 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.135469 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.274826 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.0492167 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.188378 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.162393 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.245497 # DEPENDENCYPART_GRANDPAR
