# _root_ Kouchnerhez hasonlóan a tanács többi tagja sem tudja még , miképpen lehetne szavatolni a szerb kisebbség biztonságát , s így a kérdés valószínűleg még többször napirendre kerül a testület ülésein .
#goldHeads=2,8,4,6,6,8,8,19,8,8,13,8,12,16,16,17,13,19,0,27,22,27,27,27,27,27,19,29,30,27,19,
#predictedHeads=2,8,4,6,6,8,8,19,8,8,12,8,12,16,16,17,13,19,0,27,22,27,27,26,26,27,19,29,30,27,19,
(8,22),(22,24),0.0530634 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.106524 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-0.647792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,16),-0.0216754 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),0.109695 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),0.091896 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.0294453 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.241004 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),0.0459695 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.104405 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.167177 # DEPENDENCYPART_GRANDPAR
(8,23),(23,30),0.0922373 # DEPENDENCYPART_GRANDPAR
(8,24),(24,16),-0.051868 # DEPENDENCYPART_GRANDPAR
(8,24),(24,17),0.0795023 # DEPENDENCYPART_GRANDPAR
(8,24),(24,18),0.0687832 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.0506619 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),-0.271196 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.0355759 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.133089 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.228998 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),0.142688 # DEPENDENCYPART_GRANDPAR
(8,24),(24,29),-0.220561 # DEPENDENCYPART_GRANDPAR
(8,24),(24,30),0.0304161 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),0.238985 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.170777 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),0.0532231 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),0.11636 # DEPENDENCYPART_GRANDPAR
(8,25),(25,29),-0.152151 # DEPENDENCYPART_GRANDPAR
(8,25),(25,30),0.0987022 # DEPENDENCYPART_GRANDPAR
(8,26),(26,14),-0.0234252 # DEPENDENCYPART_GRANDPAR
(8,26),(26,15),0.0450056 # DEPENDENCYPART_GRANDPAR
(8,26),(26,16),0.0962529 # DEPENDENCYPART_GRANDPAR
(8,26),(26,18),0.204923 # DEPENDENCYPART_GRANDPAR
(8,26),(26,19),0.123989 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-0.0242067 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),0.147048 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),-0.128028 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.00358133 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),0.0455102 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.0915452 # DEPENDENCYPART_GRANDPAR
(8,26),(26,29),-0.0922894 # DEPENDENCYPART_GRANDPAR
(8,26),(26,30),0.16108 # DEPENDENCYPART_GRANDPAR
(8,27),(27,1),-0.0238898 # DEPENDENCYPART_GRANDPAR
(8,27),(27,2),-0.247865 # DEPENDENCYPART_GRANDPAR
(8,27),(27,4),-0.20965 # DEPENDENCYPART_GRANDPAR
(8,27),(27,5),-0.146795 # DEPENDENCYPART_GRANDPAR
(8,27),(27,6),0.0327046 # DEPENDENCYPART_GRANDPAR
(8,27),(27,7),0.0596916 # DEPENDENCYPART_GRANDPAR
(8,27),(27,8),-0.657025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,27),(27,9),0.245898 # DEPENDENCYPART_GRANDPAR
(8,27),(27,10),0.0122347 # DEPENDENCYPART_GRANDPAR
(8,27),(27,12),0.194557 # DEPENDENCYPART_GRANDPAR
(8,27),(27,13),0.222275 # DEPENDENCYPART_GRANDPAR
(8,27),(27,15),-0.0665509 # DEPENDENCYPART_GRANDPAR
(8,27),(27,16),0.0337877 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),0.165818 # DEPENDENCYPART_GRANDPAR
(8,27),(27,18),0.0915937 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),0.0260589 # DEPENDENCYPART_GRANDPAR
(8,27),(27,20),-0.0572484 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),0.0648112 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),-0.200756 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),-0.0305925 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),0.0254643 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.147356 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.17092 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),0.080058 # DEPENDENCYPART_GRANDPAR
(8,27),(27,29),-0.10883 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),0.148878 # DEPENDENCYPART_GRANDPAR
(8,27),(27,31),-0.975827 # DEPENDENCYPART_GRANDPAR
(8,29),(29,21),0.150207 # DEPENDENCYPART_GRANDPAR
(8,29),(29,25),-0.0908851 # DEPENDENCYPART_GRANDPAR
(8,29),(29,28),0.0174178 # DEPENDENCYPART_GRANDPAR
(8,30),(30,23),-0.00356626 # DEPENDENCYPART_GRANDPAR
(8,30),(30,24),0.0455253 # DEPENDENCYPART_GRANDPAR
(8,30),(30,25),-0.0915302 # DEPENDENCYPART_GRANDPAR
(8,30),(30,26),-0.110932 # DEPENDENCYPART_GRANDPAR
(8,30),(30,28),0.0142737 # DEPENDENCYPART_GRANDPAR
(8,30),(30,29),-0.0888426 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.225453 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.112454 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.235566 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.463539 # DEPENDENCYPART_GRANDPAR
(9,1),(1,31),-1.04781 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.388998 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.332012 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.10763 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.351314 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.234575 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.341669 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.239659 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.224151 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.538742 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.464042 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.508056 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.801415 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.627172 # DEPENDENCYPART_GRANDPAR
(9,7),(7,31),-1.04038 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.320102 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.308463 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0390035 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.282839 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.193085 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.167639 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.334481 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.856049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.598007 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.434608 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.520455 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.564444 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.574134 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.720041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.829652 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.876373 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.701902 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.692869 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.673099 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.966817 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.686484 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-0.603751 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-0.694541 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-1.0139 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-0.716407 # DEPENDENCYPART_GRANDPAR
(9,8),(8,29),-1.05315 # DEPENDENCYPART_GRANDPAR
(9,8),(8,30),-1.0431 # DEPENDENCYPART_GRANDPAR
(9,8),(8,31),-1.0564 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.754951 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.639545 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.716077 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.52399 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.595895 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.672925 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.684698 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.479132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.296638 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0494619 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.130434 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.185393 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.387283 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.403024 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.452058 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.291953 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.308295 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.35383 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.535099 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.355678 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.3023 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.354572 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.591018 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.287666 # DEPENDENCYPART_GRANDPAR
(9,12),(12,29),-0.634416 # DEPENDENCYPART_GRANDPAR
(9,12),(12,30),-0.617517 # DEPENDENCYPART_GRANDPAR
(9,12),(12,31),-0.674267 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.752096 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.639545 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.426248 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.713222 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.52399 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.59304 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.672461 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.684432 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.475531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.290351 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0464818 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0983716 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.185088 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.387266 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.39339 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.442424 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.315006 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.307698 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.353464 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.334597 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.525466 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.355312 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.301017 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.35384 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.581384 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.295876 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-0.624783 # DEPENDENCYPART_GRANDPAR
(9,13),(13,30),-0.607884 # DEPENDENCYPART_GRANDPAR
(9,13),(13,31),-0.678064 # DEPENDENCYPART_GRANDPAR
(9,27),(27,1),-0.753481 # DEPENDENCYPART_GRANDPAR
(9,27),(27,2),-0.640254 # DEPENDENCYPART_GRANDPAR
(9,27),(27,4),-0.714608 # DEPENDENCYPART_GRANDPAR
(9,27),(27,5),-0.5247 # DEPENDENCYPART_GRANDPAR
(9,27),(27,6),-0.594425 # DEPENDENCYPART_GRANDPAR
(9,27),(27,7),-0.673183 # DEPENDENCYPART_GRANDPAR
(9,27),(27,8),-0.684468 # DEPENDENCYPART_GRANDPAR
(9,27),(27,9),-0.485596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,27),(27,10),-0.279907 # DEPENDENCYPART_GRANDPAR
(9,27),(27,12),-0.0962929 # DEPENDENCYPART_GRANDPAR
(9,27),(27,13),-0.137926 # DEPENDENCYPART_GRANDPAR
(9,27),(27,15),-0.348596 # DEPENDENCYPART_GRANDPAR
(9,27),(27,16),-0.41335 # DEPENDENCYPART_GRANDPAR
(9,27),(27,17),-0.459204 # DEPENDENCYPART_GRANDPAR
(9,27),(27,18),-0.383802 # DEPENDENCYPART_GRANDPAR
(9,27),(27,19),-0.274042 # DEPENDENCYPART_GRANDPAR
(9,27),(27,20),-0.295777 # DEPENDENCYPART_GRANDPAR
(9,27),(27,21),-0.38519 # DEPENDENCYPART_GRANDPAR
(9,27),(27,22),-0.564587 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),-0.296074 # DEPENDENCYPART_GRANDPAR
(9,27),(27,24),-0.233298 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.355863 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.594786 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-0.274886 # DEPENDENCYPART_GRANDPAR
(9,27),(27,29),-0.629035 # DEPENDENCYPART_GRANDPAR
(9,27),(27,30),-0.612136 # DEPENDENCYPART_GRANDPAR
(9,27),(27,31),-0.687625 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.178417 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.076889 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0250701 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0240696 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.208416 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.37054 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.443829 # DEPENDENCYPART_GRANDPAR
(11,9),(9,27),-0.456235 # DEPENDENCYPART_GRANDPAR
(11,9),(9,31),-0.875389 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.260962 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.172446 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.274512 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.06381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,31),-1.31683 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.149893 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.387487 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.206867 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.296792 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.0664565 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.33342 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.242521 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.963519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.370868 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),0.0167707 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.0765247 # DEPENDENCYPART_GRANDPAR
(12,2),(2,27),-0.406203 # DEPENDENCYPART_GRANDPAR
(12,2),(2,31),-1.22369 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.0126425 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.0762687 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.123281 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.172448 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.161278 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0137669 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.0847608 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.412238 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0669031 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0134062 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.0585094 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.138891 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.26638 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.115666 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.378229 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.230901 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.287196 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.288116 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.897277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.304625 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),0.171349 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),0.00544008 # DEPENDENCYPART_GRANDPAR
(12,7),(7,31),-1.13797 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.0560433 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.0279789 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.12978 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.3086 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.189782 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.224013 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.00637226 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.152508 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.276512 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.147835 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.820631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.227929 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),0.003685 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.0169216 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),0.0573113 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),0.323557 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.0685664 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),0.0728251 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),0.177865 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),0.0788709 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),0.137465 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),0.212357 # DEPENDENCYPART_GRANDPAR
(12,8),(8,25),-0.155939 # DEPENDENCYPART_GRANDPAR
(12,8),(8,26),0.197055 # DEPENDENCYPART_GRANDPAR
(12,8),(8,27),-0.264011 # DEPENDENCYPART_GRANDPAR
(12,8),(8,29),-0.105175 # DEPENDENCYPART_GRANDPAR
(12,8),(8,30),-0.0755904 # DEPENDENCYPART_GRANDPAR
(12,8),(8,31),-1.01051 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.130575 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.291359 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0681794 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.363045 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.271203 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.896449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.303797 # DEPENDENCYPART_GRANDPAR
(12,9),(9,27),-0.339126 # DEPENDENCYPART_GRANDPAR
(12,9),(9,31),-1.1378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.180583 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.255602 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.130318 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.115146 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.382521 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.380008 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.277985 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.279179 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),0.0207363 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.531447 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),0.289043 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.363662 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.229455 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.606238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.258817 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0736324 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.139378 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.39882 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.0219538 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.232715 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.155399 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.0755926 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.156048 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),0.125465 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),0.145682 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.0637564 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),0.272638 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.0307335 # DEPENDENCYPART_GRANDPAR
(12,13),(13,29),-0.0351951 # DEPENDENCYPART_GRANDPAR
(12,13),(13,30),0.00501452 # DEPENDENCYPART_GRANDPAR
(12,13),(13,31),-0.902487 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.177091 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.175903 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.726419 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.12456 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.0326967 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.191372 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.189657 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.32821 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.12456 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.633612 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.187669 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.185491 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.175006 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.08806 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.268068 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.00908585 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.55223 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.450874 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.801919 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.613423 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.705665 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.3414 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.847356 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.137702 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.628169 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.788372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.194358 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.0529611 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.146239 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0981787 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.170438 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.128366 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.124488 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.102976 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.15158 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.127669 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.345398 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),0.0211293 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.44934 # DEPENDENCYPART_GRANDPAR
(12,19),(19,29),-0.282296 # DEPENDENCYPART_GRANDPAR
(12,19),(19,30),-0.248917 # DEPENDENCYPART_GRANDPAR
(12,19),(19,31),-1.033 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.614382 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.612184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.0193194 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.0350603 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.0507767 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.319381 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.0558034 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.27605 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.0901962 # DEPENDENCYPART_GRANDPAR
