# _root_ Wrighték repülésének évében Henry_Ford autógyárat alapított , ahol 1924-ig 10_millió , 1927-ig 15_millió darab készült a legendás T-modellből .
#goldHeads=2,6,6,6,6,0,6,6,6,6,6,15,14,15,6,18,18,15,6,
#predictedHeads=2,6,6,5,6,0,6,15,10,12,12,15,14,15,6,18,18,15,6,
(14,12),(12,4),-0.861918 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.511364 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.483708 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.369666 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.595198 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.450065 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.146452 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.853637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.752412 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.594509 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.504286 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.719493 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.511364 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.483708 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.369666 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.595198 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.450065 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.300429 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.504286 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.719493 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.51327 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.74544 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.644268 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.867479 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.746394 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.575044 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.623256 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.373583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),-0.174357 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.114704 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.365212 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.214936 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.133924 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.116155 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.160486 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.0507354 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.41858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,19),-0.855139 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.00219048 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.133924 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.116155 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.0507354 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.000876013 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.202385 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.118668 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.162998 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.0531609 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.114965 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.0138938 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.41858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,18),-0.438014 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.00195575 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.199553 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.114425 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.160486 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.0507354 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.41858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,1),-0.00775044 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.209259 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.124131 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.126098 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.112212 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.0604752 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0200272 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.0296987 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.209467 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.268383 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.423916 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.41858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,18),-0.438013 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.855139 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.0727981 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.274307 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.186085 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.179302 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.223074 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.257842 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.00901773 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.00507556 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0455631 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.115931 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.143872 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.202789 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.319183 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.19423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.162036 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),0.00660381 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.569246 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.274438 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.190394 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.22106 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.227848 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0958391 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.286537 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.25054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,18),-0.112052 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.675333 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.179288 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.172004 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.214098 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0755815 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.181895 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.0489566 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0269886 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.0797958 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.216424 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.27534 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.361476 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.29902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,18),-0.220626 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.747448 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.0657074 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.171744 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.213838 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0753218 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.181636 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0492163 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0767812 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0796263 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.216614 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.27553 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.361646 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.29902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.352955 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.220626 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.747448 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.0657074 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.171744 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.181636 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.0492163 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0767812 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.0355067 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0397249 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.27553 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.361646 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.29902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.352955 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.220626 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.747448 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.181636 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.0492163 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.0767812 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0355067 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0397249 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.225476 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.220626 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.747448 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.00537726 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.206886 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.121758 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.11757 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.0342823 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.146405 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.0210347 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.0635849 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0217762 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.00449415 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.21228 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.271196 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.438014 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.063768 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.279263 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.130572 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.0716555 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.027424 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.119319 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.822203 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.556533 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.388357 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.429102 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.477177 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.239666 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.18075 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.197111 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.136915 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0709739 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.414953 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.715333 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.670844 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.64224 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.736068 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.655825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,3),-1.07769 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.874891 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.857203 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.727701 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.647554 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.426039 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.514641 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.537985 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.689546 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.435349 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.573212 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.60693 # DEPENDENCYPART_GRANDPAR
(17,9),(9,18),-0.361671 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.613557 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.901628 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.874891 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.647554 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.426039 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.845807 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.586461 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.524911 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.435339 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.573212 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.60693 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.865603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.361671 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.613557 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.647554 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.426039 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.845807 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.586461 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.524911 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.764233 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.361671 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.613557 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.788016 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.787698 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.965022 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.764357 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.638789 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.604954 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.345358 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.727895 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.465681 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.482311 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.646321 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.392124 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.456426 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.886697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,1),-0.81946 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.510854 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.740995 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.317756 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.778754 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.867211 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.58898 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.821462 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.735681 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.662428 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.455309 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.174106 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.437438 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.437729 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.268982 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.29785 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.533728 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.147887 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.022993 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.20149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.569363 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.739426 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.968991 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.882371 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.472011 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.636105 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.650276 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.398082 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.31838 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.229627 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.258495 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.436567 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.122188 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.14199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.55768 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.926517 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.968991 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.882371 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.472011 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.636105 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.650276 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.337304 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.31838 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.229616 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.258485 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.436567 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.122188 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.0315246 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.14199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.55768 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.926517 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.968991 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.636105 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.650276 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.337304 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.602621 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.411405 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.258485 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.436567 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.122188 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0315246 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.14199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.55768 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.636105 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.650276 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.337304 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.602621 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.411405 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.431833 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.14199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.55768 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.802021 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.890477 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.614729 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.847573 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.315187 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.541284 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.506202 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.101072 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.368722 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.316584 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.195601 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.224469 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.26304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,17),-0.100974 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.0860156 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.180545 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.209413 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.353635 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.286861 # DEPENDENCYPART_GRANDPAR
