# _root_ A jogszabályok nem voltak ilyen szabadok , de utasításba adtam , hogy minden kétes esetben a kutató javára kell dönteni .
#goldHeads=2,4,4,8,6,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
#predictedHeads=2,4,4,8,4,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
(8,19),(19,9),0.232811 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.110386 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.223491 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.116994 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.157348 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.123406 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.115991 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.596013 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.45247 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0661476 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.0353925 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.449653 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.938721 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.712994 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.876756 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.589689 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.595592 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.956231 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.369635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.316737 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.123932 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.195935 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.127515 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.0938594 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.0991036 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.0294271 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.573877 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.368545 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.0177778 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.0371298 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.45855 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.894628 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.110769 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.115784 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.710632 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.960256 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.781779 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.426402 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.142561 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.353352 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.38108 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.172331 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.681277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.469884 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.435096 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.343336 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.361564 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.565848 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.397574 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.26427 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.361521 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.159844 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.161583 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.721037 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.847075 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.287989 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.400004 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.265823 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.167971 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.621509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.428853 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.120424 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.120531 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.813709 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.670311 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.360181 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.180236 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.114339 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.294875 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.192267 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.67883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.439981 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.403378 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.276845 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.390704 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.586784 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.395057 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.261806 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.359075 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.127268 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.131658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.73762 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.866743 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.488608 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.330044 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.213741 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.588356 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.445708 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.673993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.486351 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.398428 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.273183 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.577835 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.390222 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.256969 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.354237 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.174291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.178028 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.722174 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.3757 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.2835 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.597653 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.945266 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.653861 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.575596 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.143786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.031428 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0272368 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.104015 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.020403 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0733152 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0471131 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.151201 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0507149 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.356046 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.23376 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.772692 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.619383 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.480295 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.872375 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.667755 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.611607 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.320093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.021257 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.104806 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0929098 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.00822568 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.0343541 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0406866 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.120017 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.0980996 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.00193056 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.21582 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.349536 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-1.21922 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.767316 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.613384 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.475213 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.871296 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.66167 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.609736 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.299808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),-0.0524893 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.155651 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.0705905 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.0140426 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.040896 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.0177639 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.128711 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.118384 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.0222151 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.263364 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.37188 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.00201391 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.335815 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),0.0280851 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),0.0267185 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.993063 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.0100955 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.157267 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0807423 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.134804 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.276516 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0666187 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0840137 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.202446 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.883563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.339176 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.181451 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.251732 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.413163 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.115938 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.287872 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.135869 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),0.0796912 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),0.0847726 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.887598 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.192551 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.204303 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.23827 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0622116 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.126688 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.168074 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.938258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,19),0.0290323 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),0.0301199 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.149646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.283761 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.272175 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.252742 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0699021 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0496736 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.14701 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.159482 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.0051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.472651 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.256576 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.470353 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.621935 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.38548 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.557379 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.405409 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.0355252 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.0367253 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.07675 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.445649 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.387754 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.567043 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.326733 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0138423 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.330163 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.00706408 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.17271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.565949 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.351362 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.719288 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.493365 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.665259 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.51329 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.204378 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.204333 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.15741 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.00179098 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.115387 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.137838 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.066577 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.372147 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.00459709 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0462687 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.554064 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.135594 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.137011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.16989 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.725009 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.615457 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.741889 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.475049 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.198402 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.471446 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.566465 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.308532 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.862137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.48631 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.589196 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.320724 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.498941 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.345408 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.193511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.208415 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.950439 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.338978 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.151286 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.660113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.175029 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.07057 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.201958 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.279776 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.126242 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.612406 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.736326 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.645161 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.208224 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.451171 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.535251 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.319849 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.607863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0819165 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.144588 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0963783 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.192153 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.191239 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.10945 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.0408309 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.733552 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.088454 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.179851 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0465669 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.267981 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.0378872 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),-0.0728369 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.15203 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.0854404 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.177831 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.049458 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.269277 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.117224 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.346982 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.395078 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.46451 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.123539 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),0.114354 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.253404 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.370971 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),0.0700703 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.636225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.187513 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.0856672 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.26056 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.299461 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0585781 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.349866 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.21734 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0681829 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.366809 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.77406 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.28562 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.350778 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.419544 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.0798291 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),0.14999 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.209146 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.333723 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),0.131433 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.654482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.218854 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.07721 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.22385 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.301849 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.0359428 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.348555 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.197982 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0488242 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.33283 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.758594 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.226402 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.169248 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.406515 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.256004 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.899237 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.20951 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.214414 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.021712 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.363477 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.0699819 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.218561 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.0227491 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.148498 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.248217 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.296395 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.02133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.564365 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.523878 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.528939 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-1.00797 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.904753 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.74346 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.58968 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-1.16166 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.195551 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.373537 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0693673 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.217435 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.00740751 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.13629 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.151422 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.406577 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.253612 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.209099 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.321656 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.129389 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.4586 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.160943 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.226462 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0383283 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0983196 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.191483 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.304296 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.636349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.298313 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.255078 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.149601 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.628683 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.525485 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.399004 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.24823 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.899177 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.295462 # DEPENDENCYPART_GRANDPAR
