# _root_ És van egy elvem , ami lehet , hogy sokak szemében nem lesz szimpatikus : nem szeretnék semminek a mártírja lenni .
#goldHeads=0,1,4,2,2,7,2,7,7,11,13,13,7,13,1,17,1,17,20,21,17,1,
#predictedHeads=2,0,4,2,2,7,2,7,7,11,13,13,9,13,13,17,13,21,20,21,17,2,
(9,11),(11,10),0.319336 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.00744 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.4183 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.945689 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.1181 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.890096 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.925892 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.35319 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.14963 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.241026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.346422 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.520272 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.126986 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.160847 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.277664 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.18339 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.262937 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.120317 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.478561 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.0908644 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.262578 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.565319 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.65306 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.07426 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.734312 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.557056 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.655627 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.81659 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.360724 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.537417 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.242474 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.380328 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.203481 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0113744 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.184084 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.12839 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.174 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.181634 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.619721 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-1.0029 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.41318 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.11108 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.885819 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.921865 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.34807 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.14535 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.207138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.351107 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.504077 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.126667 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.32672 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.113649 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.110191 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.059074 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.110808 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.475387 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.102228 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),0.284877 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.534579 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-1.00004 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-1.41318 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-1.10912 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.885819 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.917833 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-1.34806 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-1.14535 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.220106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.353298 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),0.509246 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),0.138563 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.329153 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),0.11761 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),0.0937938 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.0471784 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.202752 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.255464 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.704869 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.154002 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.559893 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.470265 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.772098 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.444978 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.59696 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.747136 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.566859 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.566979 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.509504 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.606272 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.940333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.570913 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.56299 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.668559 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.700883 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.593645 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.750294 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.958675 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.492272 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-1.18326 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.315799 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.395262 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.208951 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.238508 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.0309014 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.31861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.371561 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-1.06052 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.528151 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.439604 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.363675 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.678023 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.44838 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.755584 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.515287 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-1.2275 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.447469 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.601923 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.417875 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.340621 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.234519 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.0461132 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.31689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.421557 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-1.05309 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.520015 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.487871 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.413672 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.6749 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.445519 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.7569 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.459014 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.481485 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0312601 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.304363 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.643923 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.38819 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0387021 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-1.03879 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.657058 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.786591 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.957097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,20),-0.338274 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.490436 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.568603 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.173132 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.19911 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.423565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.689395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.315321 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.206497 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0414036 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.33163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.4232 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.05284 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.520079 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.487667 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.415314 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.674387 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.445006 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.756908 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.507653 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.650351 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.25331 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.459784 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.750976 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.601411 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.352936 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0205308 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.33318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-1.07082 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.535787 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.443265 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.687944 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.4583 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.757965 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.770487 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.356997 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.745125 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0399077 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.1933 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.170749 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0767852 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.160958 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0976662 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.202037 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.00458391 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0903228 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.126377 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.932655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.519573 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.398709 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.633626 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.615212 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.596263 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.53033 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.793531 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.11287 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.306975 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.102484 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.240707 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.187475 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.259678 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.222206 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0819408 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0772914 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.512853 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.400981 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.572924 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.585371 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.519177 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.778787 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.165545 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.262072 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.177822 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.143222 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.219589 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.203443 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.191094 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.201088 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.11184 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.124755 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.421777 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.576984 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.478427 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.465988 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.48515 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.447486 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.426155 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.478263 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.35517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.00675742 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.292452 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.26506 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.235695 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.191226 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.299389 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.169234 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.502879 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.499368 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.642959 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.52184 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.531537 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.495556 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.56911 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.513036 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.438533 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.411342 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.521676 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.488736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.10771 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0308559 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.373762 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.171293 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.135763 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0938352 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.187698 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.0855703 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.39238 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.496514 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.642955 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.51988 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.531537 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.491524 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.569105 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.513036 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.435679 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.411342 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.519716 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.483031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.105187 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.028084 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.385613 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.165588 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.181366 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.147602 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.164057 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.204391 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.408693 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.48356 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.630804 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.363232 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.37047 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.459647 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.355785 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.0109659 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.058657 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.113573 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.48048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.459813 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.845944 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.542359 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.755798 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.66075 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-1.25353 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0520997 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.431161 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.22879 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.0659353 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.247989 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.325205 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.220495 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0788486 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.261064 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.029231 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.20646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.175717 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.661782 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.333633 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.490867 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.396343 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.995323 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.0888384 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.268869 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.28065 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0591859 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.00252159 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.174829 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.14665 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,17),-0.700601 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-1.26948 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.12778 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.170164 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0714994 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.304063 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.388055 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.44487 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.208357 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0283891 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.329674 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.224698 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0359627 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.147141 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0627148 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.22398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.193123 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.678832 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.353064 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.507856 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.413333 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-1.01223 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.371037 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.845934 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.735732 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.450062 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.343381 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.791391 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.546477 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0893048 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0431987 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.52163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.502477 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.880771 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.796506 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.701458 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-1.28673 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0206169 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.154778 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-1.162 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0873997 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.267429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.275705 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.331645 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0950551 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.00222382 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.187325 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.19147 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.208654 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.15471 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.332331 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.310008 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.214231 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.141875 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.262013 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.67937 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.530688 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.435398 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.446891 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.682189 # DEPENDENCYPART_GRANDPAR
