# _root_ — Azt a határtalan boldogságot nem lehet leírni , amikor a bagi fiúk a második vonalba jutottak — mondja Lajtos_István , a RO-LA_Kft. egyik társtulajdonosa .
#goldHeads=19,5,5,5,8,7,19,7,7,17,13,13,17,16,16,17,2,19,0,19,19,23,25,25,19,19,
#predictedHeads=19,8,5,5,8,7,19,7,19,17,13,13,17,16,16,17,19,19,0,19,19,23,25,25,19,19,
(6,7),(7,10),-0.196971 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.160816 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.290373 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.294171 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.167739 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.330231 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.0864157 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.392461 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.126139 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.547112 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.295601 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.540654 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.535598 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.623733 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.571147 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.328852 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.317262 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.438378 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.408661 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.504886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.103531 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.262698 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.191061 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.15574 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.278147 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.273035 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.162663 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.309096 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.101796 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.388916 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.141514 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.29139 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.519519 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.514463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.620973 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.492799 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.358396 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.337702 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.466892 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.422821 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.471542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.0622725 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.170787 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.116845 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.197743 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.174538 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.214413 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.243408 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.395797 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.15718 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.428545 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.184094 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.612678 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.353479 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.60622 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.726876 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.571147 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.328852 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.317262 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.438134 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.408671 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.504061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.103529 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.221415 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.329227 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.200343 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.226534 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.261083 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.303615 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.233457 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.291679 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.339676 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.388905 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.141514 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.525977 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.291369 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.259849 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.519519 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.25133 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.514463 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-0.620955 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.571289 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.329559 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.317263 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.438155 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.410792 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.515869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.100121 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.219205 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.311553 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.212108 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.227333 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.25426 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.312531 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.234256 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.293185 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.348592 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.116711 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.320427 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.538846 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.274039 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.259997 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.532388 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.249871 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.527332 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.599504 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.189646 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.206719 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.11781 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.251723 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.355372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.282975 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.217068 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),0.284238 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.0379979 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),0.30377 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),0.297277 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),0.411275 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.277099 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.0838154 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),0.131132 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.0999767 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),0.0536654 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-0.0969049 # DEPENDENCYPART_GRANDPAR
(7,2),(2,25),0.128852 # DEPENDENCYPART_GRANDPAR
(7,2),(2,26),-0.993972 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.124342 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.132334 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.212079 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.170225 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0688531 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.204271 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.162363 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.140205 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0394141 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.14354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,13),-0.361352 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-1.41805 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.209328 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.175983 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.143142 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.980014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.331721 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.564842 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.0430888 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.203351 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.699256 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-1.24103 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.447088 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),0.187489 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.246376 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.0881687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.359752 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.221129 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.70795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.404781 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.339845 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.144361 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.220105 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.147535 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.184538 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.141041 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.09039 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.342673 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.418471 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.287689 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.10257 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.0273504 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-1.02095 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),0.101063 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.353665 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.154769 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.148276 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.0704507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.202849 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.425674 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.229387 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.0201162 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-1.02019 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0928737 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.15927 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.177485 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.0525757 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.726467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.072575 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.352138 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.195735 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.192938 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.693933 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.290344 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.660463 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.548169 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.221823 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.533146 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.698895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.0450218 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.288701 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.149432 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.211403 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.102484 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.216054 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.181568 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.100858 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.268162 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.395043 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.0154227 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.192818 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.0620435 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-1.02035 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.144581 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.290344 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.533146 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.698895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.0450218 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.288701 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.149432 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.211403 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.102484 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.176413 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.251579 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.273355 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.268162 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.395043 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.0154227 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.0620435 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.447098 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),0.18748 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.246386 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.087934 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),0.359724 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.221139 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.700432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.0622727 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.381477 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.188551 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.254038 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.186033 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.166754 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.294214 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.301944 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.160261 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.342663 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.418471 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.025104 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.287667 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.456822 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.10257 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.0806263 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.0273504 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-1.02093 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.454366 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),0.179079 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.253371 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.0949603 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),0.3485 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.23096 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.716095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.0791339 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.390958 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.162207 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.272839 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.197326 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.133182 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.313016 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.321452 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),0.126689 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.0492368 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.308722 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.0617266 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.281358 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.470435 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.139193 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.0884381 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.063973 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-1.01297 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.251579 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.273355 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),0.0833489 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.230919 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.192818 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.0620435 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.00727306 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),0.0131707 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-1.02035 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.523863 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.00727306 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),0.0131707 # DEPENDENCYPART_GRANDPAR
(7,25),(25,14),-0.251579 # DEPENDENCYPART_GRANDPAR
(7,25),(25,15),-0.273355 # DEPENDENCYPART_GRANDPAR
(7,25),(25,17),0.0833489 # DEPENDENCYPART_GRANDPAR
(7,25),(25,18),-0.230919 # DEPENDENCYPART_GRANDPAR
(7,25),(25,20),0.00377107 # DEPENDENCYPART_GRANDPAR
(7,25),(25,21),-0.17161 # DEPENDENCYPART_GRANDPAR
(7,25),(25,22),-0.523863 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),-0.0736951 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),-0.11039 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.269603 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.104543 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.324501 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.289707 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.352881 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.135535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.0948649 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),0.254215 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.0462898 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),0.255839 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),0.276008 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),0.498365 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.122551 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),0.14687 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.0422104 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),0.0799783 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-0.0874301 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),0.0832116 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),0.145578 # DEPENDENCYPART_GRANDPAR
(8,2),(2,26),-0.970862 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.208357 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.228393 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.296357 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0225093 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.107437 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.259503 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.00379117 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.046244 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.115325 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.240181 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.394765 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-1.37942 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.311771 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0691028 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.299036 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.271622 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.724779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.421512 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.0765236 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.0908084 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.443118 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-1.2026 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.359562 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.060624 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0687148 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0101963 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.176505 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.128725 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.677608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.372877 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),0.0920414 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.126433 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.300111 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),0.033381 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.166961 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),0.0535501 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.0436391 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.436383 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.39647 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.264668 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.198034 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.309888 # DEPENDENCYPART_GRANDPAR
(8,7),(7,25),-0.0769118 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-1.10421 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.374918 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.223861 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.149263 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.169432 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.183625 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.0644219 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.168904 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.0451639 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),0.0390348 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.987954 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0637282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.19257 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.394787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.529099 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.637512 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.444317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.198908 # DEPENDENCYPART_GRANDPAR
