# _root_ E párt a gyakorlatban szigorúan hierarchikus rendet szab , még akkor is , ha hivatalos ideológiája — mint a kommunistáké — egalitárius .
#goldHeads=2,8,4,8,6,7,8,0,8,14,14,14,14,8,16,22,18,22,20,18,18,14,8,
#predictedHeads=2,8,4,8,6,7,8,0,8,18,8,8,8,8,16,18,18,8,20,22,22,18,8,
(7,11),(11,13),0.00854238 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.477359 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.299476 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0362219 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.223438 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.174956 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.531443 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.933619 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-0.312441 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.408401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,8),-0.142806 # DEPENDENCYPART_GRANDPAR
(7,22),(22,9),-0.186974 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.0297233 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),-0.0207649 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.0900255 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),0.0147512 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.0485239 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.286963 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.216189 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.0199909 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.0366227 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.417816 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.140151 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.158725 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.427927 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.223785 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0713473 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0524105 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.0392678 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.160806 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.598862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.122177 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),0.03002 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),0.158229 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.0796809 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),0.0122435 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),0.0844443 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.3791 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),0.0153125 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.0206132 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),0.0910333 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-0.0982064 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.172764 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.38155 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-0.828032 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.178062 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0871641 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.123839 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.248352 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.23521 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.355992 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.15762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.548305 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.482726 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.864281 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-1.14695 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.164779 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0122849 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.00411795 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.0439411 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.180567 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.151774 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0305809 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.103162 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.05381 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.0448409 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.178515 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.155396 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0285287 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.145335 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.163294 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0137705 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.00167776 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.131308 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.246217 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.232114 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.199534 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.86415 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.0802614 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.7123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.178312 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.162149 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0484021 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.106404 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.00335991 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0879414 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.139482 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.110159 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.0642094 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.800591 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.0794591 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.705656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.175906 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0410099 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.142775 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0274105 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.407843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0273159 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.112049 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.0862031 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.0401016 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.75344 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.280865 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.184015 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.914375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.364529 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.122855 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0406941 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.261042 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.119087 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.646665 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.205489 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0277861 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0777596 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.319008 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.179937 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.645722 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.90913 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.471946 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.568599 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.416055 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.282173 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.296286 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.181961 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.83767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.341298 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0601531 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0296993 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.164975 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.206877 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.616216 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.163304 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.00561369 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0437792 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.276822 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.157764 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.615273 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.914005 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.00175013 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.110649 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0460117 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0129648 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.108076 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.129841 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.154057 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.474671 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.606654 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.477553 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.331939 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.346052 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.243599 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.653642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.0455647 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0247983 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0967524 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.036582 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0888558 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.199272 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.272726 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0965883 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.0153038 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.0555624 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.285674 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.479064 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.573484 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.420941 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.288199 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.302312 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.186846 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.784994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.345838 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.0851051 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.0050179 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.163326 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.211417 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0230575 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.556398 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.101725 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.084905 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.209682 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.0391455 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.571934 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.868111 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.199272 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.272726 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.122264 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.158511 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.187891 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.438146 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.0555624 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.285674 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.461714 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.309017 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.0750407 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.71234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),-0.146765 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.00126825 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.111131 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.0455398 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.0123447 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),0.108548 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.413952 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.0033944 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),0.141981 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.101592 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.452969 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.116913 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.0101698 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.788011 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.313371 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.321619 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.193942 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.30854 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.319899 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.355645 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.380566 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.850133 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.299796 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.242162 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.124871 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.225523 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.293272 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.328398 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.118374 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.420077 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.863175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.36349 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.501764 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.473211 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.41743 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.643669 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.566061 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.586209 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.608719 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.641928 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.5924 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.822346 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.785466 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.623805 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.52529 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.661079 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.671566 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.51741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0460205 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.182845 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0351757 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.340633 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.171196 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.19698 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.23902 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.247062 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.203171 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.521525 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.422105 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.647755 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.646507 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.633651 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.623643 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.65939 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.522123 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.660521 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.670507 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.497924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0219909 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.115314 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.112624 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.331252 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.15661 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.191246 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.224103 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.232476 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.197437 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.512144 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.446055 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.650232 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.53369 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.675222 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.655285 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.691032 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.563834 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.622562 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.680785 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.523817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0202751 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0792816 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.00270016 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0567576 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.272438 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.230444 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.288027 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.236634 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.514746 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.649692 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.647439 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.634583 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.624646 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.660392 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.523055 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.661661 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.670575 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.536014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.058946 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.139786 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.12058 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0164373 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.375842 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.167634 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.195845 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.19682 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.139377 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.499271 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.42949 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0567576 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.272438 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.0781193 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.198316 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.163012 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.401836 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.236634 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.514746 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.286328 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.25108 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.176792 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.21784 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.226387 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.232925 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.946151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,22),-0.842498 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.258387 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.159123 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0856476 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.122323 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.188008 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.193926 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0743149 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.380133 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0811973 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.929465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.500911 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.631931 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.434404 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.6546 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.715615 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.693882 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.661141 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.818659 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.708869 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.814991 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.89439 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.158178 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0752499 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.315105 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.437454 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.572325 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.343431 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.640333 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.605678 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.578977 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.743377 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.620664 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.878021 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.545619 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.511546 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.429039 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.629313 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.477397 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.608779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.340856 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0445112 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.349194 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.31718 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.3157 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.287852 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.420224 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.330687 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.5118 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.531433 # DEPENDENCYPART_GRANDPAR
