# _root_ — A kérdés provokatív , ám — bár ezt senki nem mondta ki — a le nem fektetett etikai normákból kiolvasható , hogy egy MÁV-vezérnek nem illik lecövekelni egyetlen párt mellé sem .
#goldHeads=6,3,4,6,6,0,23,23,12,12,12,23,12,23,20,18,18,20,20,23,23,23,6,25,28,27,23,27,30,31,28,27,6,
#predictedHeads=8,3,8,8,8,8,12,0,12,12,12,8,12,12,20,18,18,20,20,21,23,23,8,25,27,27,23,27,30,31,28,12,8,
(2,4),(4,3),-0.196942 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.334469 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.33658 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.387289 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.384043 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.396247 # DEPENDENCYPART_GRANDPAR
(2,4),(4,33),-0.578362 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.684462 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.217252 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.377416 # DEPENDENCYPART_GRANDPAR
(3,31),(31,21),-0.562861 # DEPENDENCYPART_GRANDPAR
(3,31),(31,25),-0.278874 # DEPENDENCYPART_GRANDPAR
(3,31),(31,29),-0.522033 # DEPENDENCYPART_GRANDPAR
(3,31),(31,30),-0.389722 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0915765 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.850905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.448893 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.074107 # DEPENDENCYPART_GRANDPAR
(4,3),(3,31),-0.441174 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.415493 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.472552 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.355745 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.465265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0338495 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.182979 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.111305 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.344468 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.132342 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0227596 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.24472 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.303786 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.480315 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.381842 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.210074 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.23437 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-0.241276 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-0.354478 # DEPENDENCYPART_GRANDPAR
(4,6),(6,29),-0.570171 # DEPENDENCYPART_GRANDPAR
(4,6),(6,32),-0.354268 # DEPENDENCYPART_GRANDPAR
(4,6),(6,33),-0.590953 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.490586 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.490773 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.370319 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.45976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.235628 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.0407728 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.108419 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0695356 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.302528 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0516752 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.10286 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0821493 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.190581 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.321351 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.191748 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.20917 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.346779 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.347033 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),0.0380144 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.418256 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.242728 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.0927803 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.263127 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.139753 # DEPENDENCYPART_GRANDPAR
(4,12),(12,27),-0.115272 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),-0.228337 # DEPENDENCYPART_GRANDPAR
(4,12),(12,29),-0.495734 # DEPENDENCYPART_GRANDPAR
(4,12),(12,30),-0.34384 # DEPENDENCYPART_GRANDPAR
(4,12),(12,31),-0.0746098 # DEPENDENCYPART_GRANDPAR
(4,12),(12,32),-0.283997 # DEPENDENCYPART_GRANDPAR
(4,12),(12,33),-0.567451 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.149499 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0522372 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.130959 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0985737 # DEPENDENCYPART_GRANDPAR
(6,3),(3,31),-0.671246 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.12109 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0234034 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.00984185 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.129841 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.573219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.16796 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.174954 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.102837 # DEPENDENCYPART_GRANDPAR
(6,4),(4,33),-0.926933 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.549589 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.639359 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.481504 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.657362 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.135843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.32237 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.402513 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0946249 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0426505 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.0675681 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.105847 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),0.0833552 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),0.206814 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),0.0267837 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-0.0772152 # DEPENDENCYPART_GRANDPAR
(6,8),(8,33),-0.539565 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.585121 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.429817 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.626321 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.127119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.368328 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.182668 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.260105 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.385328 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0517491 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0286803 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.0201495 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.181324 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.260031 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.34766 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.139079 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),0.110781 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),0.102137 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.377991 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.123032 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),0.0123645 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.0925537 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-0.325318 # DEPENDENCYPART_GRANDPAR
(6,9),(9,30),-0.589308 # DEPENDENCYPART_GRANDPAR
(6,9),(9,31),-0.294538 # DEPENDENCYPART_GRANDPAR
(6,9),(9,32),0.429165 # DEPENDENCYPART_GRANDPAR
(6,9),(9,33),-0.611198 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.520267 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.565858 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.279301 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.450653 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.265558 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.865606 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.753953 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.977013 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.708328 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.946433 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.0886564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.317879 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.429135 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.155844 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.213153 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.242787 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.182513 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0780233 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.27872 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.146862 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.119443 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.0684872 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.147194 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.331487 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.0262424 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),0.213276 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),0.29999 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.361817 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),0.0165603 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),0.131756 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),0.0284139 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),-0.243202 # DEPENDENCYPART_GRANDPAR
(6,12),(12,30),-0.571064 # DEPENDENCYPART_GRANDPAR
(6,12),(12,31),-0.178828 # DEPENDENCYPART_GRANDPAR
(6,12),(12,32),0.54052 # DEPENDENCYPART_GRANDPAR
(6,12),(12,33),-0.496096 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0417205 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.120427 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.237876 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),0.311656 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),0.147249 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.600859 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.0831493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),0.319978 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.416566 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.224647 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),0.381194 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.525672 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),0.120853 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.307618 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),0.100939 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.0499581 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.128665 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.259693 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.153475 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.377272 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.104737 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),0.059151 # DEPENDENCYPART_GRANDPAR
(6,21),(21,29),-0.29114 # DEPENDENCYPART_GRANDPAR
(6,21),(21,30),-0.589152 # DEPENDENCYPART_GRANDPAR
(6,21),(21,33),-0.589904 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.559742 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.660159 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.494789 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.668937 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.0644252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,7),0.369204 # DEPENDENCYPART_GRANDPAR
(6,23),(23,8),0.435661 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),0.30735 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),0.406951 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),0.595028 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.170079 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),0.126696 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),0.017647 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.0610599 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.262835 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),0.0598919 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),0.270729 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.37181 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),0.0900331 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-0.01379 # DEPENDENCYPART_GRANDPAR
(6,23),(23,30),-0.583202 # DEPENDENCYPART_GRANDPAR
(6,23),(23,33),-0.464525 # DEPENDENCYPART_GRANDPAR
(6,26),(26,20),-0.273831 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),-0.0181579 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),0.277552 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.304161 # DEPENDENCYPART_GRANDPAR
(6,26),(26,30),-0.479821 # DEPENDENCYPART_GRANDPAR
(6,27),(27,1),-0.864284 # DEPENDENCYPART_GRANDPAR
(6,27),(27,5),-0.945043 # DEPENDENCYPART_GRANDPAR
(6,27),(27,6),-0.127003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,27),(27,7),0.262351 # DEPENDENCYPART_GRANDPAR
(6,27),(27,8),0.390787 # DEPENDENCYPART_GRANDPAR
(6,27),(27,9),0.120937 # DEPENDENCYPART_GRANDPAR
(6,27),(27,11),0.216098 # DEPENDENCYPART_GRANDPAR
(6,27),(27,12),0.440387 # DEPENDENCYPART_GRANDPAR
(6,27),(27,14),0.0632264 # DEPENDENCYPART_GRANDPAR
(6,27),(27,15),-0.461481 # DEPENDENCYPART_GRANDPAR
(6,27),(27,17),-0.0641564 # DEPENDENCYPART_GRANDPAR
(6,27),(27,18),-0.125816 # DEPENDENCYPART_GRANDPAR
(6,27),(27,19),-0.204523 # DEPENDENCYPART_GRANDPAR
(6,27),(27,20),-0.408277 # DEPENDENCYPART_GRANDPAR
(6,27),(27,21),-0.083571 # DEPENDENCYPART_GRANDPAR
(6,27),(27,22),0.12359 # DEPENDENCYPART_GRANDPAR
(6,27),(27,23),0.158485 # DEPENDENCYPART_GRANDPAR
(6,27),(27,24),-0.553626 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.438607 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-0.167039 # DEPENDENCYPART_GRANDPAR
(6,27),(27,28),0.0115403 # DEPENDENCYPART_GRANDPAR
(6,27),(27,29),-0.269658 # DEPENDENCYPART_GRANDPAR
(6,27),(27,30),-0.574992 # DEPENDENCYPART_GRANDPAR
(6,27),(27,31),-0.201859 # DEPENDENCYPART_GRANDPAR
(6,27),(27,32),0.51537 # DEPENDENCYPART_GRANDPAR
(6,27),(27,33),-0.541003 # DEPENDENCYPART_GRANDPAR
(6,28),(28,1),-0.864282 # DEPENDENCYPART_GRANDPAR
(6,28),(28,4),-0.707101 # DEPENDENCYPART_GRANDPAR
(6,28),(28,5),-0.945042 # DEPENDENCYPART_GRANDPAR
(6,28),(28,6),-0.115108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,28),(28,7),0.267327 # DEPENDENCYPART_GRANDPAR
(6,28),(28,8),0.402683 # DEPENDENCYPART_GRANDPAR
(6,28),(28,9),0.126396 # DEPENDENCYPART_GRANDPAR
(6,28),(28,11),0.221842 # DEPENDENCYPART_GRANDPAR
(6,28),(28,12),0.450135 # DEPENDENCYPART_GRANDPAR
(6,28),(28,14),0.0682026 # DEPENDENCYPART_GRANDPAR
(6,28),(28,15),-0.456021 # DEPENDENCYPART_GRANDPAR
(6,28),(28,17),-0.0584124 # DEPENDENCYPART_GRANDPAR
(6,28),(28,18),-0.115735 # DEPENDENCYPART_GRANDPAR
(6,28),(28,19),-0.194442 # DEPENDENCYPART_GRANDPAR
(6,28),(28,20),-0.402614 # DEPENDENCYPART_GRANDPAR
(6,28),(28,21),-0.07349 # DEPENDENCYPART_GRANDPAR
(6,28),(28,22),0.128083 # DEPENDENCYPART_GRANDPAR
(6,28),(28,23),0.171536 # DEPENDENCYPART_GRANDPAR
(6,28),(28,24),-0.548167 # DEPENDENCYPART_GRANDPAR
(6,28),(28,25),-0.432944 # DEPENDENCYPART_GRANDPAR
(6,28),(28,26),-0.161295 # DEPENDENCYPART_GRANDPAR
(6,28),(28,27),0.0815629 # DEPENDENCYPART_GRANDPAR
(6,28),(28,29),-0.26649 # DEPENDENCYPART_GRANDPAR
(6,28),(28,30),-0.570498 # DEPENDENCYPART_GRANDPAR
(6,28),(28,31),-0.198692 # DEPENDENCYPART_GRANDPAR
(6,28),(28,32),0.522656 # DEPENDENCYPART_GRANDPAR
(6,28),(28,33),-0.53721 # DEPENDENCYPART_GRANDPAR
(6,29),(29,28),0.0341788 # DEPENDENCYPART_GRANDPAR
(6,32),(32,14),0.0803703 # DEPENDENCYPART_GRANDPAR
(6,32),(32,20),-0.303751 # DEPENDENCYPART_GRANDPAR
(6,32),(32,25),-0.334081 # DEPENDENCYPART_GRANDPAR
(6,32),(32,26),-0.0269592 # DEPENDENCYPART_GRANDPAR
(6,32),(32,28),0.0678071 # DEPENDENCYPART_GRANDPAR
(6,32),(32,30),-0.546587 # DEPENDENCYPART_GRANDPAR
(6,32),(32,31),-0.172165 # DEPENDENCYPART_GRANDPAR
(6,32),(32,33),-0.535413 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.144027 # DEPENDENCYPART_GRANDPAR
(8,3),(3,31),-0.819831 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0564226 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0519414 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.137063 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0720124 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0535117 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.210121 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.381546 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.437456 # DEPENDENCYPART_GRANDPAR
(8,4),(4,33),-1.06644 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0883476 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.165934 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.159013 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0352771 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.18433 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.210037 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.716533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.270946 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.27166 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.522445 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.662212 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.568001 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.502534 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.521698 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.660648 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-0.664472 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-0.697819 # DEPENDENCYPART_GRANDPAR
(8,6),(6,28),-0.693799 # DEPENDENCYPART_GRANDPAR
(8,6),(6,29),-0.792329 # DEPENDENCYPART_GRANDPAR
(8,6),(6,32),-0.326138 # DEPENDENCYPART_GRANDPAR
(8,6),(6,33),-1.09281 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.78446 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.78863 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.13766 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.636379 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.831109 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.849891 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.988321 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.189396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.138144 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.00467474 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.158939 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0564703 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.203955 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.401547 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0251091 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0169824 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.022897 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.129219 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.179621 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.0230296 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.020753 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.0624164 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.115589 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.0794885 # DEPENDENCYPART_GRANDPAR
(8,12),(12,27),-0.0031065 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),0.00319297 # DEPENDENCYPART_GRANDPAR
(8,12),(12,29),-0.343435 # DEPENDENCYPART_GRANDPAR
(8,12),(12,30),-0.367381 # DEPENDENCYPART_GRANDPAR
(8,12),(12,31),-0.344242 # DEPENDENCYPART_GRANDPAR
(8,12),(12,32),0.211468 # DEPENDENCYPART_GRANDPAR
(8,12),(12,33),-0.635669 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.448674 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.73957 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.369731 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.518346 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.51206 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.652534 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.160782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,11),0.26914 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.183874 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.1029 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.77159 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.511094 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.647229 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.208067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.195873 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.262285 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.148022 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.190776 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.454052 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.0340554 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0356047 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.141927 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.185842 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.0552835 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.137672 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.180207 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.0759037 # DEPENDENCYPART_GRANDPAR
(8,21),(21,29),-0.380191 # DEPENDENCYPART_GRANDPAR
(8,21),(21,30),-0.392096 # DEPENDENCYPART_GRANDPAR
(8,21),(21,33),-0.724093 # DEPENDENCYPART_GRANDPAR
(8,23),(23,1),-0.487491 # DEPENDENCYPART_GRANDPAR
(8,23),(23,3),-0.830515 # DEPENDENCYPART_GRANDPAR
(8,23),(23,4),-0.430776 # DEPENDENCYPART_GRANDPAR
(8,23),(23,5),-0.563474 # DEPENDENCYPART_GRANDPAR
(8,23),(23,6),-0.561941 # DEPENDENCYPART_GRANDPAR
(8,23),(23,7),-0.691352 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-0.179224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
