# _root_ Azt azonban elárulja , hogy az áremelés lehetetlen helyzetbe hozná a csapat költségvetését , hiszen a teljes kézilabdapénz egynegyedét a két kubai játékosra kellene fordítani .
#goldHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,1,1,18,18,19,25,23,23,23,25,1,24,3,
#predictedHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,15,0,18,18,19,24,23,23,23,25,1,24,15,
(2,24),(24,5),-0.313787 # DEPENDENCYPART_GRANDPAR
(2,24),(24,7),-0.635921 # DEPENDENCYPART_GRANDPAR
(2,24),(24,8),-0.446235 # DEPENDENCYPART_GRANDPAR
(2,24),(24,9),-0.727587 # DEPENDENCYPART_GRANDPAR
(2,24),(24,10),-0.231109 # DEPENDENCYPART_GRANDPAR
(2,24),(24,12),-0.755622 # DEPENDENCYPART_GRANDPAR
(2,24),(24,13),-0.578775 # DEPENDENCYPART_GRANDPAR
(2,24),(24,14),-0.396863 # DEPENDENCYPART_GRANDPAR
(2,24),(24,15),-0.47026 # DEPENDENCYPART_GRANDPAR
(2,24),(24,16),-0.592736 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.657827 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),-0.820386 # DEPENDENCYPART_GRANDPAR
(2,24),(24,19),-0.523972 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.529169 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.508719 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.679058 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.696055 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.259045 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),-0.868674 # DEPENDENCYPART_GRANDPAR
(2,25),(25,1),-0.594339 # DEPENDENCYPART_GRANDPAR
(2,25),(25,2),-0.69096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,25),(25,3),-0.173088 # DEPENDENCYPART_GRANDPAR
(2,25),(25,4),-0.354511 # DEPENDENCYPART_GRANDPAR
(2,25),(25,5),-0.30346 # DEPENDENCYPART_GRANDPAR
(2,25),(25,7),-0.594688 # DEPENDENCYPART_GRANDPAR
(2,25),(25,8),-0.427855 # DEPENDENCYPART_GRANDPAR
(2,25),(25,9),-0.686355 # DEPENDENCYPART_GRANDPAR
(2,25),(25,10),-0.225258 # DEPENDENCYPART_GRANDPAR
(2,25),(25,12),-0.71439 # DEPENDENCYPART_GRANDPAR
(2,25),(25,13),-0.537542 # DEPENDENCYPART_GRANDPAR
(2,25),(25,14),-0.383404 # DEPENDENCYPART_GRANDPAR
(2,25),(25,15),-0.461143 # DEPENDENCYPART_GRANDPAR
(2,25),(25,16),-0.580827 # DEPENDENCYPART_GRANDPAR
(2,25),(25,17),-0.639447 # DEPENDENCYPART_GRANDPAR
(2,25),(25,18),-0.779154 # DEPENDENCYPART_GRANDPAR
(2,25),(25,19),-0.510678 # DEPENDENCYPART_GRANDPAR
(2,25),(25,20),-0.51726 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),-0.495426 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.660678 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.654822 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.45031 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-0.909695 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.233325 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.45592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.0427358 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.12799 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),0.0284248 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.0569094 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),0.147117 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),0.389268 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.0843708 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),0.129207 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),0.118559 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.155146 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.472292 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.0852589 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.244317 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.189511 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.0330926 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),0.389929 # DEPENDENCYPART_GRANDPAR
(3,1),(1,25),0.268643 # DEPENDENCYPART_GRANDPAR
(3,1),(1,26),-1.121 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0518334 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.26009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.527954 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.356686 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.433855 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.411321 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.36666 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.639607 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.126416 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.639029 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-0.614095 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-0.427415 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-0.531947 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-1.50998 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.322196 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.679289 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.969119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.455448 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.391468 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.487658 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.272974 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.431269 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.478921 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.453305 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-0.551895 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-1.30898 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.121757 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.107883 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.155284 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.555306 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.766592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.139881 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0595755 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.149718 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.140226 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.267383 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.64801 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.709086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.0433746 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.138988 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.122054 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0152407 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0632193 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0900891 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),0.106148 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.450076 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.759173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.184205 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.0691988 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.196578 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0982972 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.188041 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0262788 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.180868 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.161021 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0478643 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.0170342 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.215052 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.188902 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.590398 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.168874 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.190122 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.314707 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.116707 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),0.0967855 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.00493524 # DEPENDENCYPART_GRANDPAR
(3,10),(10,26),-1.11991 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.121218 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.242102 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),0.284024 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.121757 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0149389 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.062132 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.103981 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.241373 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.121682 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.0673054 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.124294 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),0.286074 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.0721275 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),0.123898 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),0.021148 # DEPENDENCYPART_GRANDPAR
(3,13),(13,26),-1.10053 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.266256 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.644892 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.889709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.261124 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.0657605 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.268766 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.351211 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.14973 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.036307 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.348643 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.37551 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.168257 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.0998298 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.377858 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.804325 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.406123 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),0.0672984 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.426791 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.527022 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.353956 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.30207 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.400833 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-1.1852 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.267235 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.249957 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.180951 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.0569892 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.267411 # DEPENDENCYPART_GRANDPAR
(3,23),(23,10),0.142216 # DEPENDENCYPART_GRANDPAR
(3,23),(23,11),-0.241373 # DEPENDENCYPART_GRANDPAR
(3,23),(23,12),-0.121682 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),0.0855701 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.143747 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.249407 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),-0.505526 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.128623 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.151504 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.206236 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.198563 # DEPENDENCYPART_GRANDPAR
(3,24),(24,1),0.0960748 # DEPENDENCYPART_GRANDPAR
(3,24),(24,2),-0.455852 # DEPENDENCYPART_GRANDPAR
(3,24),(24,3),-0.760181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,24),(24,4),-0.193299 # DEPENDENCYPART_GRANDPAR
(3,24),(24,5),0.0571341 # DEPENDENCYPART_GRANDPAR
(3,24),(24,7),-0.146569 # DEPENDENCYPART_GRANDPAR
(3,24),(24,8),-0.208305 # DEPENDENCYPART_GRANDPAR
(3,24),(24,9),-0.0233484 # DEPENDENCYPART_GRANDPAR
(3,24),(24,10),0.0906009 # DEPENDENCYPART_GRANDPAR
(3,24),(24,12),-0.253284 # DEPENDENCYPART_GRANDPAR
(3,24),(24,13),-0.0486269 # DEPENDENCYPART_GRANDPAR
(3,24),(24,14),-0.0320043 # DEPENDENCYPART_GRANDPAR
(3,24),(24,15),-0.203772 # DEPENDENCYPART_GRANDPAR
(3,24),(24,16),-0.33815 # DEPENDENCYPART_GRANDPAR
(3,24),(24,17),-0.634996 # DEPENDENCYPART_GRANDPAR
(3,24),(24,18),-0.260253 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),0.215294 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.240247 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.290744 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.340693 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.208087 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),0.00890606 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-1.10796 # DEPENDENCYPART_GRANDPAR
(3,25),(25,1),0.108799 # DEPENDENCYPART_GRANDPAR
(3,25),(25,2),-0.44743 # DEPENDENCYPART_GRANDPAR
(3,25),(25,3),-0.758479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,25),(25,4),-0.183504 # DEPENDENCYPART_GRANDPAR
(3,25),(25,5),0.0699106 # DEPENDENCYPART_GRANDPAR
(3,25),(25,7),-0.0947443 # DEPENDENCYPART_GRANDPAR
(3,25),(25,8),-0.186937 # DEPENDENCYPART_GRANDPAR
(3,25),(25,9),0.0284766 # DEPENDENCYPART_GRANDPAR
(3,25),(25,10),0.0923038 # DEPENDENCYPART_GRANDPAR
(3,25),(25,12),-0.201459 # DEPENDENCYPART_GRANDPAR
(3,25),(25,13),0.00319811 # DEPENDENCYPART_GRANDPAR
(3,25),(25,14),-0.0222098 # DEPENDENCYPART_GRANDPAR
(3,25),(25,15),-0.192326 # DEPENDENCYPART_GRANDPAR
(3,25),(25,16),-0.324553 # DEPENDENCYPART_GRANDPAR
(3,25),(25,17),-0.613628 # DEPENDENCYPART_GRANDPAR
(3,25),(25,18),-0.208428 # DEPENDENCYPART_GRANDPAR
(3,25),(25,19),0.231032 # DEPENDENCYPART_GRANDPAR
(3,25),(25,20),-0.22665 # DEPENDENCYPART_GRANDPAR
(3,25),(25,21),-0.275007 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),-0.319325 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.156262 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),0.0618191 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),-1.11849 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0122878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.312484 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.339905 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.754549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.568376 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.388334 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.242561 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.394329 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.985935 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.78155 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.51696 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.442803 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.831883 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.937312 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.676324 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.794188 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.834242 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.38097 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-0.549428 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-1.2971 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.119747 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.205704 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.285247 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.752143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,9),-0.289223 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.495296 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.495565 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.440073 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.49061 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.603195 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.880919 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.490933 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.650394 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.22133 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0934773 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.00374225 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.338861 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.08446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.712958 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.950186 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.64635 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.624418 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.747442 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.36566 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.16336 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.783608 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.748877 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.08757 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.805964 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.21605 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.745201 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-0.90254 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-1.45324 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.234641 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.460888 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.497628 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.453101 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.882253 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.821409 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.24034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0518093 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.113592 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.516837 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.462149 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.892236 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.841618 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.336074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.234659 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0329404 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0253635 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0792307 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.742099 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.807476 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.22152 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.1502 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.278722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.14938 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0595 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0775743 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.394682 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.329496 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.281475 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.078063 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0991953 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.0277833 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.325298 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.345944 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.236116 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.17293 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.316662 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.133046 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),0.271309 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),0.0904277 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.813767 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.545109 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.498753 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.978483 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.865451 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.299974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),0.0219074 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0535421 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.349061 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.247668 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.491751 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.392184 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.191348 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.10434 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.413884 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.420165 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.308385 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.111005 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.227783 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.388045 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.205315 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),0.162311 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.0059571 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.740717 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-0.744541 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-0.807776 # DEPENDENCYPART_GRANDPAR
(5,24),(24,3),-1.22323 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),-1.15073 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.287541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,7),0.0179874 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),0.0615198 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),0.350459 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),0.173347 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),-0.394959 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),-0.197642 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),0.0178162 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),0.0242973 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),-0.565603 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.391648 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.350948 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.0624029 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.589829 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.180232 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.350137 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.247879 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),0.161058 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.764566 # DEPENDENCYPART_GRANDPAR
(5,25),(25,1),-0.742063 # DEPENDENCYPART_GRANDPAR
(5,25),(25,2),-0.80745 # DEPENDENCYPART_GRANDPAR
(5,25),(25,3),-1.2215 # DEPENDENCYPART_GRANDPAR
(5,25),(25,4),-1.15017 # DEPENDENCYPART_GRANDPAR
(5,25),(25,5),-0.279641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,25),(25,7),0.0593451 # DEPENDENCYPART_GRANDPAR
