# _root_ Drága mulatság a washoku , de a legfinomabb alapanyagokból készítik , és elképesztő dúskálást lehet vele csapni .
#goldHeads=2,12,4,2,12,12,9,9,10,12,12,0,14,17,12,17,15,12,
#predictedHeads=2,10,4,10,12,12,9,9,10,12,12,0,14,17,12,17,15,12,
(15,12),(12,1),-0.599208 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.388338 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.187506 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.247661 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.245987 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.372358 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.781636 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.054215 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.523341 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.325423 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.125001 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.400482 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.23998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.106877 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.586987 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.700679 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.026363 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0110226 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.22013 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.140541 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0676372 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.408404 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.615615 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.303733 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.195214 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.404941 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.00107875 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.00138975 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.0578813 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.235148 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.485415 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.138909 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.134696 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0763728 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.104162 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0907352 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.16085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.509386 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.709442 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.436192 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.328995 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.164364 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.175052 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.289376 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.713614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0728351 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.312674 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.350651 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.16304 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.511386 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.0580936 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.0980311 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.192164 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.341592 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.535302 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),0.171083 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.286833 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.175794 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),0.0426263 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),0.0383085 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.546146 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.725254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.230673 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.312317 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.32384 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.266707 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.203265 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.292234 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.353358 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.290576 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.164593 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.266328 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.269341 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.380623 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.131579 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0895717 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.249787 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.23459 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.00664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.670513 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.72766 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.336403 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.238477 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.252355 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.42853 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.292509 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.202926 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.27991 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.241111 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.288815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.387229 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.144757 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.16361 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.194916 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.00766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.664578 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.710894 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0908548 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.354183 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.290141 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.339488 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.143519 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.604015 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.710341 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.320555 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.325316 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.250278 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.298416 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.379134 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.317491 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.211606 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.267778 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.32795 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.273154 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.337833 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.172008 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.121596 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.214681 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.61488 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.719024 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.336047 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.287779 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.208278 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.295579 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.357527 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.269694 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.169606 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.278536 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.290413 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.225211 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.316226 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.120834 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.133199 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.266745 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.01068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.67252 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.727675 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.669888 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.704012 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.599279 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.623305 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.735509 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.685905 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.560607 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.609674 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.706646 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.668248 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.694207 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.518855 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.464336 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.682978 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.672256 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.603962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.347671 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.186061 # DEPENDENCYPART_GRANDPAR
(17,1),(1,18),-0.530238 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0839851 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.245151 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.0842343 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.00516308 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.0543039 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.0161558 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.232397 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.0418566 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),0.000617953 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.0374623 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.127215 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.03599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.623376 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.0800343 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.0345913 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.143379 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.115532 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.154903 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.0933923 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.0808185 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.126321 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.0967107 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.268853 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.117512 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.0791317 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.0430926 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.439576 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.420167 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.403022 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.340203 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.386896 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.112208 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.258694 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.294232 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.423738 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.30169 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.269652 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.0482953 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.240614 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.316236 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.10331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.610899 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.0289052 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.143379 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.258278 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.0175003 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.193788 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.233332 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.0839851 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.09672 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.170908 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.0840112 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.0541065 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.0574474 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.0799238 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.0319762 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.0374623 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.127215 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.03599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,1),-0.191479 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.146599 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.184021 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.163604 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.136435 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.119179 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.0668109 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.0737878 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0585816 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.188248 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.115957 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.125209 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0512665 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.167226 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.052291 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.810358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.337296 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.412514 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.303856 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.291356 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.307114 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.271157 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.104609 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.297299 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.215838 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.633178 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.343807 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0132995 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0875272 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.247231 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.0266981 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.11385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.614867 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.233331 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.174811 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.346888 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.177849 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0495041 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.935704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.530236 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.0839851 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.09672 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.170908 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.0840112 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.0541065 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.0574474 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.0799238 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.0319762 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.00870223 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.231526 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.0908 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0202598 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.244925 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.127215 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.03599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.623376 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.21231 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.187114 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.193648 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.172354 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.15063 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.080718 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),0.057184 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0946183 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.0990964 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.237804 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.187323 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.00561992 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.116638 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0454783 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0216137 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.825089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.34816 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.298909 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.159999 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.00526497 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.130521 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0200956 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.202686 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.868585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.444387 # DEPENDENCYPART_GRANDPAR
