# _root_ Elébb egy , majd két téesz alakult a falu földjein : a Dózsa és a Petőfi , majd ezek egyesültek a nagy Egyetértésben .
#goldHeads=2,4,4,18,6,7,4,9,10,7,4,13,14,4,16,14,18,0,20,18,23,23,20,18,
#predictedHeads=4,4,4,0,6,7,4,9,10,7,7,13,14,7,16,14,18,7,20,18,23,23,20,4,
(4,20),(20,3),-0.896207 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.301615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.335618 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.248779 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),0.395961 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),-0.300493 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),-0.0681585 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),0.145404 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.00459364 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.368627 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.0112196 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.137477 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.403414 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.09464 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.0704782 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.208504 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.147901 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.186313 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.404783 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),0.229884 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.380707 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.257962 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.0272374 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.284911 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),0.105014 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.362849 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),0.00586804 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.16781 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.0697797 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.389798 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.502357 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.369525 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.470119 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.291513 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.9439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.498335 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.670591 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.743631 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.707471 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.694901 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.742869 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.701507 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.810205 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.485098 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.17933 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.31753 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.467812 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.293772 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.950174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.50849 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.656823 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.753779 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.717626 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.689875 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.895116 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.06027 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.695013 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.47133 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.17858 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.31952 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.39399 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.505747 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.949796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.544959 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.704873 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.790247 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.754095 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.69368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.931584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.747342 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.09674 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.702456 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.814811 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.51938 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.714684 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.03246 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.17788 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.633556 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.70701 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.833221 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.716163 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.583047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.176473 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.22729 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.326603 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.30114 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.253237 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.394605 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.478629 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.371508 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.463199 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.644066 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.322319 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.421706 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.524299 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.0793726 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.353883 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.579507 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.786788 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.571347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,8),-0.268863 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.634961 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.741377 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.791413 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.655392 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.571347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0992463 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.270668 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.2719 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.343583 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.401946 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.526087 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.370136 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.691241 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.367915 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.479137 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.0914556 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.341943 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.862425 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.2719 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.439215 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.691241 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.511287 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.41753 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.296935 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.1893 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.254549 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.838946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.752637 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.408552 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.46658 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.545505 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.437841 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.426041 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.388277 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.432074 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-0.923255 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.439237 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.275177 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.178075 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.209117 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.847095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.741544 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.416687 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.474729 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.541134 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.558304 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.642155 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.420246 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.420981 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.922451 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.393387 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.483996 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.446519 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.24004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.897142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.804536 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.466733 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.524775 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.554785 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.60835 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.45288 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.692202 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.437494 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.403462 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.483973 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.893153 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.872774 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.932594 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.435402 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.57639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.40388 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.352833 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.740877 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.416329 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.474371 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.540767 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.557945 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.922085 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.687675 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.139841 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.661752 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.847924 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.686537 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.593922 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.687675 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.371485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.363045 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.142112 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.059383 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.266261 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.202772 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.10494 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.286624 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.095456 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0629129 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.0592531 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.486305 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.567722 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.645654 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.808325 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.654548 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.574133 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.648947 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.46708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.361061 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.0368341 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.0944286 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.191312 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.178004 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.142673 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.287245 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.261855 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0449188 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.27952 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.207168 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.576465 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.514277 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.577895 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0482152 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0754717 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0646838 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.289761 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.243177 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.12151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.144894 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.186476 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.281104 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),0.0109773 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.202046 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.320916 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.368373 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-1.09895 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0419068 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0623191 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.10408 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.380179 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.303923 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.17046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.25318 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.294772 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.344298 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.147702 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.306972 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.263134 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.417322 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-1.1709 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.171565 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0745027 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.251409 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.270559 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.160567 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.34204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.405214 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.446806 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.442946 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.299736 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.159424 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.459006 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.366841 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.491132 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.588899 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.983948 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.493423 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.2619 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0433162 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.144487 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0347278 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0948399 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.17053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.253204 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.294796 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.344306 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.147725 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.17091 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0613216 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.170389 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0218927 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0863465 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.474473 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.469452 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.511043 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.495805 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.0866653 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.274771 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.305625 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.322504 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.457808 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.374745 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.0866653 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.243989 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.791087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.26332 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.131227 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0384046 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.272753 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.367419 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.11335 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.101424 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.0341573 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.0112713 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.399018 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.833823 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.26332 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0565899 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.11335 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.186109 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.319654 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.298538 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.451356 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.377936 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.0634172 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.191921 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.897644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.0140099 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0249461 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.106174 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0871127 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.122124 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.141312 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.114919 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.173105 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.231324 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.149764 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.432777 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.7751 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.149276 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-1.00753 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.351793 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.438914 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0565899 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.237053 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.326779 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.032059 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.101424 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.186109 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.0112713 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),0.0784914 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.312007 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.290466 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.442407 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.370072 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.0553465 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.179263 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.912766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,9),-0.0679817 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.106938 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.135387 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.0401329 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.119127 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.101915 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.118081 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0945579 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.154766 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.433678 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.745905 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.214863 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.992174 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.868152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,10),-0.107709 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.0781373 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.0393614 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.225379 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.118853 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.00233147 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.0768563 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.0257888 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.479539 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),0.0706942 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.804967 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),0.0443098 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),0.0423713 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.216985 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.159794 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),0.281202 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),0.200446 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.856038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
