# _root_ Akkoriban a cég — átmeneti sikerrel — megszerezte a Magyar_Nemzet , az Esti_Hírlap és az Expressz kiadói jogát , 1997 végén pedig megindította a Napi_Magyarország című napilapot .
#goldHeads=8,3,8,8,6,8,8,0,10,18,18,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
#predictedHeads=8,3,8,8,6,8,8,0,10,8,8,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
(8,16),(16,12),-0.115326 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.137297 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.0747276 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.135136 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.145422 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.0970677 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.294483 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.0251302 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.343859 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.92431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),0.120382 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.0690895 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.132946 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.0283488 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0312656 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.154916 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.149946 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.317703 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.0935082 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.250456 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.463048 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.311601 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.193688 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.870718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.211101 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.238046 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.0270059 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.116826 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.146013 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0611541 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.138797 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0322817 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.139126 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.0201221 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.279586 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.0747276 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),0.0384483 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.135136 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.218199 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.145422 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.0756748 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.0202986 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.0794964 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.0166599 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),0.103676 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.27652 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-0.204075 # DEPENDENCYPART_GRANDPAR
(8,20),(20,28),-1.02155 # DEPENDENCYPART_GRANDPAR
(8,21),(21,9),0.203444 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.234406 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.124324 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.142373 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.05548 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.146294 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.0359209 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.132096 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.0194553 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),0.0160064 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.306513 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),0.032334 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.234712 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.161935 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.189221 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.293532 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.129341 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.427663 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.990638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,10),0.0792822 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.150357 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.0127506 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.136889 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.191045 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.0972237 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.135669 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.153605 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.385597 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.100074 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.517726 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.41445 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.342004 # DEPENDENCYPART_GRANDPAR
(8,22),(22,28),-1.17386 # DEPENDENCYPART_GRANDPAR
(8,23),(23,1),0.165473 # DEPENDENCYPART_GRANDPAR
(8,23),(23,3),-0.0272497 # DEPENDENCYPART_GRANDPAR
(8,23),(23,4),-0.149371 # DEPENDENCYPART_GRANDPAR
(8,23),(23,5),0.00794923 # DEPENDENCYPART_GRANDPAR
(8,23),(23,6),0.250101 # DEPENDENCYPART_GRANDPAR
(8,23),(23,7),-0.283502 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-0.920859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,9),0.142821 # DEPENDENCYPART_GRANDPAR
(8,23),(23,10),0.15813 # DEPENDENCYPART_GRANDPAR
(8,23),(23,11),-0.113392 # DEPENDENCYPART_GRANDPAR
(8,23),(23,12),-0.18771 # DEPENDENCYPART_GRANDPAR
(8,23),(23,13),0.0660968 # DEPENDENCYPART_GRANDPAR
(8,23),(23,14),-0.0503679 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),-0.20968 # DEPENDENCYPART_GRANDPAR
(8,23),(23,16),-0.112198 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),0.0181219 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.0568385 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.116639 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.35453 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.0293688 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),0.257479 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.131524 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.267717 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.1084 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.195272 # DEPENDENCYPART_GRANDPAR
(8,23),(23,28),-1.04658 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.210632 # DEPENDENCYPART_GRANDPAR
(8,25),(25,27),-0.145422 # DEPENDENCYPART_GRANDPAR
(8,26),(26,7),-0.344041 # DEPENDENCYPART_GRANDPAR
(8,26),(26,13),0.0146222 # DEPENDENCYPART_GRANDPAR
(8,26),(26,14),-0.0404686 # DEPENDENCYPART_GRANDPAR
(8,26),(26,16),-0.163672 # DEPENDENCYPART_GRANDPAR
(8,26),(26,18),-0.108296 # DEPENDENCYPART_GRANDPAR
(8,26),(26,19),-0.0801602 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-0.386804 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),-0.0787656 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),0.0826499 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),-0.221467 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.363786 # DEPENDENCYPART_GRANDPAR
(8,27),(27,3),-0.463048 # DEPENDENCYPART_GRANDPAR
(8,27),(27,10),0.242434 # DEPENDENCYPART_GRANDPAR
(8,27),(27,12),-0.115326 # DEPENDENCYPART_GRANDPAR
(8,27),(27,13),0.150401 # DEPENDENCYPART_GRANDPAR
(8,27),(27,14),0.062654 # DEPENDENCYPART_GRANDPAR
(8,27),(27,15),-0.137297 # DEPENDENCYPART_GRANDPAR
(8,27),(27,16),-0.027893 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),0.140737 # DEPENDENCYPART_GRANDPAR
(8,27),(27,18),0.0274831 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),0.0252578 # DEPENDENCYPART_GRANDPAR
(8,27),(27,20),-0.296278 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),0.0597917 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),0.165016 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.210631 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.226237 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),0.0337749 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-1.02823 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.72327 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0664995 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.294142 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-1.23441 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.788329 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.976717 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.719254 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.72327 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.64197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.276341 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.0664995 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.0862115 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.276769 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.266322 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.140812 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0168757 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.204521 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.0805906 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.297184 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.391551 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.285038 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.437046 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.18854 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.208561 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.242394 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.189199 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.403685 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.469323 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.543873 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.295828 # DEPENDENCYPART_GRANDPAR
(10,20),(20,28),-0.696801 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-1.04596 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-1.17717 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.829768 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-1.02823 # DEPENDENCYPART_GRANDPAR
(10,23),(23,6),-0.915446 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.826506 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-0.734472 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.660549 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.798205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,11),-0.40487 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),-0.0836121 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),-0.242447 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.325131 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.283434 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.297047 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),0.0124546 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.330888 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.306044 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.107227 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.333804 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.260832 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.527637 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.415044 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.306576 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.167 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-0.60608 # DEPENDENCYPART_GRANDPAR
(10,27),(27,3),-1.23441 # DEPENDENCYPART_GRANDPAR
(10,27),(27,10),-0.640525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,27),(27,12),-0.0664995 # DEPENDENCYPART_GRANDPAR
(10,27),(27,13),-0.084767 # DEPENDENCYPART_GRANDPAR
(10,27),(27,14),-0.276769 # DEPENDENCYPART_GRANDPAR
(10,27),(27,15),-0.266322 # DEPENDENCYPART_GRANDPAR
(10,27),(27,16),-0.139367 # DEPENDENCYPART_GRANDPAR
(10,27),(27,17),-0.0168199 # DEPENDENCYPART_GRANDPAR
(10,27),(27,18),-0.1732 # DEPENDENCYPART_GRANDPAR
(10,27),(27,19),-0.177515 # DEPENDENCYPART_GRANDPAR
(10,27),(27,20),-0.102248 # DEPENDENCYPART_GRANDPAR
(10,27),(27,21),-0.1736 # DEPENDENCYPART_GRANDPAR
(10,27),(27,22),-0.328024 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),-0.514755 # DEPENDENCYPART_GRANDPAR
(10,27),(27,25),-0.309348 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.106498 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-0.589228 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.466559 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.24358 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.755898 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.04496 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.665445 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.905387 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.970455 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.788451 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.631691 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.713406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.305858 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.319142 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.26936 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.18791 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.284382 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.198221 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.423709 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.494177 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.398852 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.637757 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.402205 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.187033 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.132326 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.0884864 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.25136 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.119647 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.0645935 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.0563358 # DEPENDENCYPART_GRANDPAR
(14,1),(1,28),-0.765167 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.167765 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0376431 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.249573 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.231396 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.236894 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.165889 # DEPENDENCYPART_GRANDPAR
(14,3),(3,28),-0.783024 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.162881 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0623126 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.243361 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.299748 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0317097 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.241715 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.168462 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.158391 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.092029 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),-0.765882 # DEPENDENCYPART_GRANDPAR
(14,6),(6,23),-0.548054 # DEPENDENCYPART_GRANDPAR
(14,6),(6,28),-0.783024 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.0599523 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0250599 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.197278 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.244784 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.0462649 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.259479 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.232105 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.178246 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.250032 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.148021 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0689263 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.0981649 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.33119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.26661 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-1.25714 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.608922 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-1.01151 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.896529 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.772098 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-1.15561 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-1.15386 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.912468 # DEPENDENCYPART_GRANDPAR
(14,8),(8,25),-1.63189 # DEPENDENCYPART_GRANDPAR
(14,8),(8,26),-1.19662 # DEPENDENCYPART_GRANDPAR
(14,8),(8,27),-1.28334 # DEPENDENCYPART_GRANDPAR
(14,8),(8,28),-1.06641 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.071243 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0909669 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.005044 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.649694 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.554063 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.532461 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.548054 # DEPENDENCYPART_GRANDPAR
(14,10),(10,27),-0.921544 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.152645 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.071243 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.136326 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.649694 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.504787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,9),-0.555037 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.298357 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.393371 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0549641 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.0460538 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.186292 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.6188 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.896399 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.961846 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.578308 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.758726 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.885946 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.540478 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.240153 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.734079 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.52931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.447657 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.149831 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0892555 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.00501385 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.04306 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.965057 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.616387 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.0305 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.774242 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.555037 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.954599 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.566532 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.298357 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.802733 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.520146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.393371 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0991003 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.156096 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.110753 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.144679 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0549641 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.38266 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.0460538 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.535106 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.186292 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.095288 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.150363 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0424075 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.01599 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.31456 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.496366 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.147817 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.413153 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.555039 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.954607 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.298359 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.802741 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.521559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.390935 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.0964614 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.153635 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.149189 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0824821 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0611555 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.38318 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.541626 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.192812 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.659764 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.630472 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-1.00826 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.617794 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.850902 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.932357 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.583699 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.78049 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.577918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,16),-0.157671 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.136821 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0879801 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.0813365 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0755953 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0381766 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0212684 # DEPENDENCYPART_GRANDPAR
