# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,11,15,15,1,18,18,19,15,22,22,15,2,
(10,1),(1,7),-0.393476 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.0372921 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.234699 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.521382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.0812421 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.315858 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.0712432 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.0949964 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.253763 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.48238 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.152971 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.260789 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.506674 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.326145 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-0.625121 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.313544 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.280294 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.294421 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.865505 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.140154 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.252405 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.0163034 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.244675 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.930671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.594484 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.669661 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.353951 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.458174 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.555621 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.82507 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.563688 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.671506 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.736863 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-0.867955 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.360936 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.383477 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.307143 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.067062 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.355483 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.172431 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.9353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.610153 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.634524 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.421973 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.869127 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.371072 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.230562 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.335232 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.756275 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.154975 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.191139 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.108709 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.231333 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.794385 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0426251 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.17847 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.929677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,15),-0.585543 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.884612 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.253001 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.183457 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.297034 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.832235 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0628841 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.378229 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.187232 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.857572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.508674 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.600396 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.386304 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.490603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.598421 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.663777 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.231697 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.20931 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.180103 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.335777 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.757375 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.105886 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.38719 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0238442 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.992214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,6),-0.580698 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.408999 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.686068 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),-0.157099 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.261861 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.0269895 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0511831 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.239744 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.381196 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.33436 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0280678 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.184198 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.460811 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.322298 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.502284 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.294693 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.146131 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.360497 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.179185 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.044122 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.142471 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0325839 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.0860218 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.43905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.174729 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),0.236609 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),0.0514239 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.00960732 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.187121 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.326099 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.0563043 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.119124 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.051735 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.821884 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.132872 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.182654 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.352941 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0727968 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0684943 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.0317418 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.15646 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.143546 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.194441 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.816216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.383702 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),0.149175 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.150127 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.0564974 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.334046 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.418815 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.14902 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.144451 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-0.882585 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.21995 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.787735 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.428527 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.329963 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.214632 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.118194 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0517307 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.13681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.645119 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.409301 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-1.18536 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.21583 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.174394 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.374215 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.193011 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.112246 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.328758 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.173149 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.399284 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.249685 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.133489 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.101944 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.15538 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.319078 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-1.07552 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.27273 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.13965 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.319374 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.250052 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0322185 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.11883 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.15062 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.204058 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.908193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.499415 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.262471 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.639671 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.369877 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.365308 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.172125 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.214483 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0878359 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.375301 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.191739 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0241217 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.153182 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.249459 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.283019 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.173988 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.21529 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.091732 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.376109 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.195588 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0211022 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.151228 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.248652 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.233639 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.593557 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.166114 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.125951 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.3818 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.0483239 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),0.0882135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.120689 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.17051 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.620245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.232555 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0389596 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.039751 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.159963 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.254588 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.0162469 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.0920433 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),0.0208161 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.701849 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.772552 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.798605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.441068 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.00821034 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.358336 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.473185 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.586981 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.316146 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.311577 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.930843 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.359505 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.260608 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.0480738 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.00334494 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.234044 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.257238 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.116968 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.219169 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.31036 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0395252 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.0349559 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.770735 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.109532 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.0416139 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.209464 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0477185 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0789081 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.142823 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.408344 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.429553 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.248247 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.537873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.122105 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.332755 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.130041 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0648807 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.064049 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.104504 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),0.0227342 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.585582 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.248247 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.373048 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.537873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.122104 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.332755 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.130041 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0648802 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0640479 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.104503 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.25819 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0192862 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.0445784 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.0227349 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.739477 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.209504 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.0788713 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.383848 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.114052 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.108353 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.248247 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.537873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,13),0.332755 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),0.130041 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.0648802 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.0640479 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.104503 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.25819 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),0.0116069 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.0935295 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.0362448 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.739477 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0392757 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.296534 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.409875 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.405407 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.574807 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.0396264 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.187852 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.359108 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.515144 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.213786 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.555826 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.01694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.859481 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.853522 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.808412 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.671655 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.415265 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.493355 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-1.00308 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.203451 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-1.057 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.48258 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.747382 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.258427 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.533957 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.680994 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.383122 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.719356 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.779208 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.961799 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0862747 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.930371 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.338122 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.501983 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.384194 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.688736 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.514308 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.667838 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.816334 # DEPENDENCYPART_GRANDPAR
(13,7),(7,23),-0.959479 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.911341 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.323118 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.477436 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.383432 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.664861 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.137139 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.447803 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.60133 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.299461 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.57357 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.761095 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.566885 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.310494 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.388585 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0826909 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.890226 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.316523 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.523658 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.420712 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.658123 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.155983 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.259233 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.541748 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.0817483 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.890071 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.319321 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.523503 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.416159 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.65915 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.155518 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.259078 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.446767 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.392814 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0392757 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.855059 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.344637 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.420458 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.420218 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.614521 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.139272 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.262601 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.402464 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.556053 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.555826 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.01694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.859481 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.853522 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.613966 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.808412 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.671655 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.415265 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.871165 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.493355 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.00308 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.33458 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.731601 # DEPENDENCYPART_GRANDPAR
