# _root_ Szép_Tibor egyelőre nem kívánt nyilatkozni lapunknak , de annyit elmondott , hogy a munkakör betöltésének napjáig a munkavállaló visszaléphet .
#goldHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
#predictedHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
(9,10),(10,5),-0.691109 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.684585 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.967332 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.807564 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.152792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.302852 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0791991 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0354628 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.15499 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0586449 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.191037 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0630766 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.00644553 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.0608882 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.426654 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.856129 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.636862 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.614859 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.880333 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.654263 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.637493 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.887364 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.714392 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.382872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.478597 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.411026 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.344987 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.131352 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0010405 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.195669 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.277415 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.486343 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.168508 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0099645 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.00624053 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.138633 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.705262 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.241355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),-0.168508 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.0601429 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0099645 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.148826 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.138633 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0586388 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.241355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),-0.168508 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0601429 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0099645 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.148826 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0648089 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0778688 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0586388 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.49994 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.00888055 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.148953 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0646823 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.197074 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0187333 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.902655 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.64567 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.702925 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.917169 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.691109 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.684585 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.967332 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.807564 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.152761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.29625 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.214935 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.0538121 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.00162711 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.0993455 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.11429 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.246682 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0259867 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.0542043 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.426654 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.14868 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.211697 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.359016 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.265088 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.29994 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.190724 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.00538187 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.32942 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.152142 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.225416 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.02233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,19),-0.0977344 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.939025 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.448652 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.439254 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.00107898 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.317667 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.153872 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.226211 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.02595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.227907 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.101358 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.941412 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.286599 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.312571 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.13509 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0274137 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.298174 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.171754 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.211905 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.257226 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.964233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.218027 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.22477 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.306139 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.225239 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.217499 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.195752 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.0396404 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.832278 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.279855 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.30624 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.128501 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.177078 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.300343 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.174884 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.215912 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.253228 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.96157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.215424 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.222396 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.298573 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.217673 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.209932 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.0369767 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.829675 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.255355 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.299913 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.157627 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.157485 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0305951 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0255167 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.18968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,1),-0.55917 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.549972 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.420465 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.57852 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.39064 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.527206 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.407243 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0841348 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.25703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.448468 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.401126 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.689661 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.608761 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.60102 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.579274 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.33241 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.10576 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.276496 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.104634 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0786182 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.200655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.109567 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.151125 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.603868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0298843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.00885799 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.246865 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.165966 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.158225 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.136596 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),0.320725 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.791197 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.83925 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.666308 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.648774 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.747019 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.561334 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.805281 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.548526 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.657934 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.18919 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.946447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.368789 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.520346 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.439446 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.431705 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.410345 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.33458 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.898788 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.0436876 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.143062 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.056566 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0488252 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.626717 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.140672 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.0436876 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.101272 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.143062 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.145359 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0488252 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0282566 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.140672 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.0436876 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.101272 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.143062 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.145359 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0644592 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0584156 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0282566 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.689049 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.145748 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.14618 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0652807 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0575398 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.135348 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.406203 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.242781 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.380702 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.426424 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.24076 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.373365 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.287108 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.426074 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),0.192455 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.740987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.101804 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.0251487 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.223649 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.233254 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.152354 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.144613 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.21325 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.126299 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.707437 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.483408 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.318229 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.279653 # DEPENDENCYPART_GRANDPAR
(12,1),(1,19),-0.416373 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.178204 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.323919 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0711119 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.237811 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.171213 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0914479 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.264176 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.413711 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.884659 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.199584 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0822249 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.0580651 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.232939 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.187465 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0968863 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.277221 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.706369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,19),-0.414155 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.88456 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.290666 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.115545 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.000177276 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0765616 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.294019 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.199033 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.1476 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.274104 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.405204 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.348962 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.07845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.976611 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.852868 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.772231 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-1.14645 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.745637 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-1.14479 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.284518 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.107107 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.0087603 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.395645 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.290083 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.196074 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.14438 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.270499 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.39789 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.346003 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.07856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.97413 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.850387 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.76975 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.745607 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-1.14479 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.27808 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.139007 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0572073 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.378112 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0232172 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.258002 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.423674 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.325802 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.139682 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.0399412 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.434113 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0341526 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.269414 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.372982 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.165379 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.292279 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.253332 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.754681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.649948 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.526205 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.445568 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.819791 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.511753 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.919511 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.202185 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.491315 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0961838 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.268466 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.315551 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.242211 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.401337 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.341719 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.745121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.623559 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.499815 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.419179 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.793519 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.429539 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.981871 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.283406 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.103588 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.012294 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.392467 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0123327 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.227118 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.323503 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.187635 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.144601 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.345088 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.07845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.719476 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.976592 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.852848 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.772212 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.990624 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.14643 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.745605 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.14479 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.848658 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.271923 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.233153 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.31379 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.609255 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.595821 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.848658 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.329843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.271923 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.006543 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.31379 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0614906 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.595821 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.848658 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.329843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.271923 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.006543 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.130286 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.244229 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0614906 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.518849 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),-0.27288 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.00654274 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.130286 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.210923 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.544027 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-1.3556 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.866556 # DEPENDENCYPART_GRANDPAR
