# _root_ Mint mondja , ősszel ők ketten lőtték a csapat góljainak felét , és ők vittek látványosságot a játékba .
#goldHeads=2,0,2,7,7,7,2,9,10,7,7,2,2,15,2,15,18,15,2,
#predictedHeads=2,13,2,7,7,7,13,9,10,7,7,13,0,15,13,15,18,15,13,
(15,2),(2,12),-0.324968 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.376594 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.16168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),0.07406 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.108443 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.604841 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.360059 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.532955 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.337524 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.411308 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.186585 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.454455 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.492031 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.412632 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.294365 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.344441 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.21003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.0343055 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.216809 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.704668 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.424477 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.304811 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.223572 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.52443 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.562006 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.482597 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.838021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),0.129981 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.0525218 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.570134 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.312143 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.50349 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.303092 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.319803 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.160376 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.385115 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.422691 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.343282 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.285856 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.25867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.142792 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.325295 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.776803 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.324195 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.511129 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.357114 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.31248 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.295269 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.295816 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.824307 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.421594 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.459199 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.378764 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.322996 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.364155 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.0641297 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.15203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),0.0853088 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.0971942 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.59785 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.317625 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.28573 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.332883 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.675075 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.473788 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.277418 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.316211 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.284317 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.330833 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.143349 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.67504 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.328832 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.294175 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.179408 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.249443 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.472814 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.276445 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.315238 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.282542 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.32986 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.67407 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.326713 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.364877 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.180226 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.250261 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.37766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.359051 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.541554 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.869506 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.527794 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.523555 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.535648 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.544569 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.855473 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.533336 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.5715 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.493055 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.47945 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.45553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.306957 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.48946 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.875421 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.424477 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0960852 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.256467 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.217401 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),0.129981 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.0525218 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.570134 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.662774 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.772825 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.27812 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.939074 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.97591 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.897086 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.734874 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.484059 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.875596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.216157 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0673591 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.457373 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.734874 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.484059 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.243274 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.145571 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.573958 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.44181 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.502017 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.311536 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.203405 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.507303 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.805352 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.369906 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.281657 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.119261 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.0590428 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.791779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,18),-0.420416 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.569219 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.603808 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.477004 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.539633 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.57113 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.222508 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.473821 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.771869 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.336419 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.281894 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.078146 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.799289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),-0.427926 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.567975 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.42824 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.5518 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.290465 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-1.00289 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.342262 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.461925 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.42824 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.5518 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.290147 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.245834 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-1.00358 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.525564 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.267221 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.270215 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.111057 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.342262 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.461925 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.42824 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.551399 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.290147 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.00359 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.524991 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.82304 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.270215 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.111057 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0827548 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.920334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.548971 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.476167 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.629678 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.547193 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.408827 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.386874 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-1.24334 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.553605 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.851654 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.416203 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.464974 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0407621 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.858758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.487395 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.583419 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.401889 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.306024 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.349948 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.229324 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.486355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.114992 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.3518 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.520548 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.445802 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.546112 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.489984 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.611166 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.364427 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.33904 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-1.16937 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.5037 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.802073 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.366623 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.381408 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.219335 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.361261 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.858779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.261386 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.487416 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.579658 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.497014 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.733277 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.322403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.107616 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.456212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.81666 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.842191 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.71188 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.454897 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-1.21068 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.870571 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-1.25849 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.997968 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.593949 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.124259 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.607794 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.913279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.581322 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.381935 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.374047 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.478922 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.57484 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.739841 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.540876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.349703 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.723237 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.5932 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.970921 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.84253 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-1.23045 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.969928 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.474585 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.87219 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.184968 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.470715 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.974856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.60736 # DEPENDENCYPART_GRANDPAR
