# _root_ A képmutató terminus technicus jelentése , hogy az egyik etnikum fegyveres alakulatai tömegesen elüldözik a másik népcsoport civil lakosságát , hogy egy adott területet a sajátjai számára " megtisztítson " .
#goldHeads=4,4,4,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
#predictedHeads=3,3,5,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
(7,14),(14,31),-0.808229 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-0.531823 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.926185 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.720618 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-0.886823 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.247054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,9),0.0123981 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.142784 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.0998893 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),0.122156 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),0.0976639 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),0.293223 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.193689 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.182842 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.144559 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.0859752 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.0964461 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.265928 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.144962 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.496649 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-0.592142 # DEPENDENCYPART_GRANDPAR
(7,21),(21,29),-0.283869 # DEPENDENCYPART_GRANDPAR
(7,21),(21,30),-0.512013 # DEPENDENCYPART_GRANDPAR
(7,21),(21,31),-0.737555 # DEPENDENCYPART_GRANDPAR
(7,29),(29,2),-0.745021 # DEPENDENCYPART_GRANDPAR
(7,29),(29,3),-1.24016 # DEPENDENCYPART_GRANDPAR
(7,29),(29,5),-1.0352 # DEPENDENCYPART_GRANDPAR
(7,29),(29,6),-1.16236 # DEPENDENCYPART_GRANDPAR
(7,29),(29,7),-0.255672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,29),(29,8),-0.0807735 # DEPENDENCYPART_GRANDPAR
(7,29),(29,9),-0.135949 # DEPENDENCYPART_GRANDPAR
(7,29),(29,10),0.131917 # DEPENDENCYPART_GRANDPAR
(7,29),(29,11),0.0544544 # DEPENDENCYPART_GRANDPAR
(7,29),(29,12),0.111289 # DEPENDENCYPART_GRANDPAR
(7,29),(29,13),0.0527152 # DEPENDENCYPART_GRANDPAR
(7,29),(29,14),0.174884 # DEPENDENCYPART_GRANDPAR
(7,29),(29,15),-0.517159 # DEPENDENCYPART_GRANDPAR
(7,29),(29,16),-0.343441 # DEPENDENCYPART_GRANDPAR
(7,29),(29,17),-0.193709 # DEPENDENCYPART_GRANDPAR
(7,29),(29,18),-0.19386 # DEPENDENCYPART_GRANDPAR
(7,29),(29,19),-0.0968423 # DEPENDENCYPART_GRANDPAR
(7,29),(29,20),0.0317763 # DEPENDENCYPART_GRANDPAR
(7,29),(29,21),-0.185815 # DEPENDENCYPART_GRANDPAR
(7,29),(29,22),-0.477513 # DEPENDENCYPART_GRANDPAR
(7,29),(29,23),-0.254302 # DEPENDENCYPART_GRANDPAR
(7,29),(29,24),-0.174344 # DEPENDENCYPART_GRANDPAR
(7,29),(29,25),-0.619149 # DEPENDENCYPART_GRANDPAR
(7,29),(29,26),-0.526418 # DEPENDENCYPART_GRANDPAR
(7,29),(29,27),-0.0678386 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),-0.528935 # DEPENDENCYPART_GRANDPAR
(7,29),(29,30),-0.491966 # DEPENDENCYPART_GRANDPAR
(7,29),(29,31),-0.808687 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.830579 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.592162 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.801026 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.663159 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.611555 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.452944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.196345 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0908653 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.830579 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.592162 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.801026 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.663159 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.611555 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.452932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.0907988 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0272343 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0529939 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.150727 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.185882 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.0859948 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-0.218707 # DEPENDENCYPART_GRANDPAR
(8,13),(13,31),-0.22044 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.724632 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.635354 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.704449 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.656421 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.730099 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.612648 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.6818 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.706372 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.968542 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.673608 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.664545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.399736 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.263399 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.372653 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.174856 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.248194 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.194464 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.397442 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.372409 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.385018 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.398574 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.345155 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.446844 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.543417 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.657452 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.198554 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.473005 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.359203 # DEPENDENCYPART_GRANDPAR
(9,14),(14,30),-0.551498 # DEPENDENCYPART_GRANDPAR
(9,14),(14,31),-1.15797 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.14833 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.500661 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.488237 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.448085 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.648139 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.76067 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-0.577783 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.485621 # DEPENDENCYPART_GRANDPAR
(9,16),(16,30),-0.656275 # DEPENDENCYPART_GRANDPAR
(9,16),(16,31),-1.2466 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.659691 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.683839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.374765 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.264574 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.347681 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.177303 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.613381 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.180593 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.198773 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.347192 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.304418 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.375973 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.592452 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.284778 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.458654 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-0.404312 # DEPENDENCYPART_GRANDPAR
(9,19),(19,30),-0.537147 # DEPENDENCYPART_GRANDPAR
(9,29),(29,2),-0.656421 # DEPENDENCYPART_GRANDPAR
(9,29),(29,3),-0.730097 # DEPENDENCYPART_GRANDPAR
(9,29),(29,5),-0.681799 # DEPENDENCYPART_GRANDPAR
(9,29),(29,6),-0.706372 # DEPENDENCYPART_GRANDPAR
(9,29),(29,7),-0.968542 # DEPENDENCYPART_GRANDPAR
(9,29),(29,8),-0.673608 # DEPENDENCYPART_GRANDPAR
(9,29),(29,9),-0.664909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,29),(29,10),-0.400122 # DEPENDENCYPART_GRANDPAR
(9,29),(29,11),-0.263335 # DEPENDENCYPART_GRANDPAR
(9,29),(29,12),-0.373039 # DEPENDENCYPART_GRANDPAR
(9,29),(29,13),-0.174792 # DEPENDENCYPART_GRANDPAR
(9,29),(29,14),-0.612999 # DEPENDENCYPART_GRANDPAR
(9,29),(29,15),-0.238582 # DEPENDENCYPART_GRANDPAR
(9,29),(29,16),-0.175943 # DEPENDENCYPART_GRANDPAR
(9,29),(29,17),-0.37255 # DEPENDENCYPART_GRANDPAR
(9,29),(29,18),-0.297837 # DEPENDENCYPART_GRANDPAR
(9,29),(29,19),-0.360125 # DEPENDENCYPART_GRANDPAR
(9,29),(29,20),-0.392541 # DEPENDENCYPART_GRANDPAR
(9,29),(29,21),-0.354297 # DEPENDENCYPART_GRANDPAR
(9,29),(29,22),-0.347178 # DEPENDENCYPART_GRANDPAR
(9,29),(29,23),-0.380628 # DEPENDENCYPART_GRANDPAR
(9,29),(29,24),-0.520627 # DEPENDENCYPART_GRANDPAR
(9,29),(29,25),-0.324268 # DEPENDENCYPART_GRANDPAR
(9,29),(29,26),-0.632559 # DEPENDENCYPART_GRANDPAR
(9,29),(29,27),-0.181258 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),-0.467572 # DEPENDENCYPART_GRANDPAR
(9,29),(29,30),-0.551498 # DEPENDENCYPART_GRANDPAR
(9,29),(29,31),-1.15785 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.608669 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.662882 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.640242 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.619911 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.159622 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.531105 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.617726 # DEPENDENCYPART_GRANDPAR
(10,3),(3,27),-0.572378 # DEPENDENCYPART_GRANDPAR
(10,3),(3,31),-1.00886 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.729612 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.610703 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.440378 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.630448 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.304669 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.186205 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.804876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.445483 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.463441 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.640574 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.616375 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.478798 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.137705 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.283776 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.617726 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.598401 # DEPENDENCYPART_GRANDPAR
(10,5),(5,27),-0.572378 # DEPENDENCYPART_GRANDPAR
(10,5),(5,29),-0.574528 # DEPENDENCYPART_GRANDPAR
(10,5),(5,30),-0.859713 # DEPENDENCYPART_GRANDPAR
(10,5),(5,31),-1.00886 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.710588 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.534546 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.203491 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.704922 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.438029 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.882603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.324406 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.52321 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.422639 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.648612 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.35773 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.401842 # DEPENDENCYPART_GRANDPAR
(10,7),(7,28),-0.771109 # DEPENDENCYPART_GRANDPAR
(10,7),(7,29),-0.605414 # DEPENDENCYPART_GRANDPAR
(10,7),(7,30),-0.829961 # DEPENDENCYPART_GRANDPAR
(10,7),(7,31),-0.980238 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.30883 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.407063 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.671155 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.166851 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.2458 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.323926 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.0640805 # DEPENDENCYPART_GRANDPAR
(10,9),(9,29),-0.123653 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.896137 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.556822 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.06645 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.659854 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.528603 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.932175 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.581124 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.428669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,1),-1.22487 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.08266 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.958673 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.570541 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.12898 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.683688 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.540681 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.992446 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.600158 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.341585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.195285 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0174352 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.169481 # DEPENDENCYPART_GRANDPAR
(10,27),(27,17),-0.0774501 # DEPENDENCYPART_GRANDPAR
(10,27),(27,18),-0.229695 # DEPENDENCYPART_GRANDPAR
(10,27),(27,19),-0.216783 # DEPENDENCYPART_GRANDPAR
(10,27),(27,20),-0.00651657 # DEPENDENCYPART_GRANDPAR
(10,27),(27,23),-0.501849 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),-0.0777699 # DEPENDENCYPART_GRANDPAR
(10,27),(27,25),-0.232827 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.319602 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-0.441893 # DEPENDENCYPART_GRANDPAR
(10,27),(27,30),-0.500745 # DEPENDENCYPART_GRANDPAR
(10,27),(27,31),-0.690794 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.190926 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0920054 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.157544 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.492633 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.538652 # DEPENDENCYPART_GRANDPAR
(11,3),(3,27),-0.410033 # DEPENDENCYPART_GRANDPAR
(11,3),(3,31),-0.992536 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.174636 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.102115 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.305812 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.517592 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.172743 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0971568 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0650871 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.386343 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.659886 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.183386 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0769134 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.262261 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0749417 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.18407 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.538652 # DEPENDENCYPART_GRANDPAR
(11,5),(5,24),-0.84356 # DEPENDENCYPART_GRANDPAR
(11,5),(5,27),-0.410033 # DEPENDENCYPART_GRANDPAR
(11,5),(5,29),-0.38398 # DEPENDENCYPART_GRANDPAR
(11,5),(5,30),-0.71266 # DEPENDENCYPART_GRANDPAR
(11,5),(5,31),-0.992536 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.2456 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.443883 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.186769 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.607565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.328084 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0377118 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.875923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.447609 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.478973 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.579038 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.591018 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.569978 # DEPENDENCYPART_GRANDPAR
(11,7),(7,28),-0.721982 # DEPENDENCYPART_GRANDPAR
(11,7),(7,29),-0.424366 # DEPENDENCYPART_GRANDPAR
(11,7),(7,30),-0.702214 # DEPENDENCYPART_GRANDPAR
(11,7),(7,31),-0.982116 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.864013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.467063 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.18342 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.350048 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.440011 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.531157 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.48668 # DEPENDENCYPART_GRANDPAR
(11,9),(9,29),-0.195376 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.190926 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.0920054 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.275514 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0820843 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.439521 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.14453 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0431994 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0485157 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0659165 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.90424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.483987 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-0.410033 # DEPENDENCYPART_GRANDPAR
(11,10),(10,31),-0.992536 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0275257 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.302783 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.325424 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.0162834 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.06064 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.694761 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-1.05805 # DEPENDENCYPART_GRANDPAR
(12,3),(3,27),-0.570843 # DEPENDENCYPART_GRANDPAR
(12,3),(3,31),-0.997146 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.236053 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.0254912 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.197293 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.794104 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.136218 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.246071 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.172469 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.10782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,17),-0.606187 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.325091 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.019819 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.235712 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0387229 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.115326 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-1.05805 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.992641 # DEPENDENCYPART_GRANDPAR
(12,5),(5,27),-0.570843 # DEPENDENCYPART_GRANDPAR
(12,5),(5,29),-1.0266 # DEPENDENCYPART_GRANDPAR
(12,5),(5,30),-0.786373 # DEPENDENCYPART_GRANDPAR
(12,5),(5,31),-0.997146 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0743932 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.29146 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.104509 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.868579 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.269579 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.187272 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.464774 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.18555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.123657 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.08893 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.368967 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.562948 # DEPENDENCYPART_GRANDPAR
(12,7),(7,28),-0.742697 # DEPENDENCYPART_GRANDPAR
(12,7),(7,29),-1.05748 # DEPENDENCYPART_GRANDPAR
(12,7),(7,30),-0.756621 # DEPENDENCYPART_GRANDPAR
(12,7),(7,31),-0.96852 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.449184 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.108082 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.234681 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.607174 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.577164 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.675803 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.0753174 # DEPENDENCYPART_GRANDPAR
(12,9),(9,29),-0.575724 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.325424 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.0162834 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.238596 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.0378694 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.816029 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.141209 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.281505 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.473043 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.153013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.542229 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.24246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,27),-0.570843 # DEPENDENCYPART_GRANDPAR
(12,10),(10,31),-0.997146 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.105878 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.00993254 # DEPENDENCYPART_GRANDPAR
