# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,14,14,
(14,17),(17,14),-0.90703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.056197 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.500854 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.190746 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.163538 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.908517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.167641 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0573081 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0288469 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.000967334 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.0109529 # DEPENDENCYPART_GRANDPAR
(14,18),(18,31),-0.195132 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.183723 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.0696276 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.0336251 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),-0.21528 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0398931 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0351748 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.135563 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.139315 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0407209 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0969722 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.0252366 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.0358928 # DEPENDENCYPART_GRANDPAR
(14,19),(19,31),-0.218039 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.431274 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.622678 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.312479 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.157423 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.0951309 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-1.0856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.426014 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.168448 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.278577 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.104512 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.128841 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.286643 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.350339 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.51103 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.578115 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.278618 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.288603 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.276068 # DEPENDENCYPART_GRANDPAR
(14,20),(20,29),-0.418542 # DEPENDENCYPART_GRANDPAR
(14,20),(20,30),-0.472417 # DEPENDENCYPART_GRANDPAR
(14,20),(20,31),-0.47142 # DEPENDENCYPART_GRANDPAR
(14,20),(20,32),-1.04814 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.0601018 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),0.157246 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.975231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.309932 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.167066 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.00700747 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.00813628 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.0410689 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.192523 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.350937 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.418022 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.120803 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.130799 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.0881507 # DEPENDENCYPART_GRANDPAR
(14,21),(21,29),-0.257361 # DEPENDENCYPART_GRANDPAR
(14,21),(21,31),-0.313606 # DEPENDENCYPART_GRANDPAR
(14,21),(21,32),-0.939801 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.195573 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.0577675 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.12335 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.0285441 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.139111 # DEPENDENCYPART_GRANDPAR
(14,23),(23,31),-0.196643 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-0.331122 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),-0.223485 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.522531 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.332294 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.212326 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-0.0822151 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),0.00502152 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.968996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),-0.270892 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.154224 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),0.019829 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.00646052 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.0559483 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.00794692 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.157026 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.210746 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.367834 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.0826662 # DEPENDENCYPART_GRANDPAR
(14,24),(24,29),-0.228373 # DEPENDENCYPART_GRANDPAR
(14,24),(24,31),-0.360317 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-0.968996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,17),-0.154224 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),0.0198287 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.00646084 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),0.055948 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.00794787 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.157026 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.210747 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.323502 # DEPENDENCYPART_GRANDPAR
(14,25),(25,29),-0.232341 # DEPENDENCYPART_GRANDPAR
(14,26),(26,9),-0.500853 # DEPENDENCYPART_GRANDPAR
(14,26),(26,14),-0.908248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,26),(26,15),-0.16764 # DEPENDENCYPART_GRANDPAR
(14,26),(26,16),-0.0573068 # DEPENDENCYPART_GRANDPAR
(14,26),(26,17),-0.0286716 # DEPENDENCYPART_GRANDPAR
(14,26),(26,18),0.146755 # DEPENDENCYPART_GRANDPAR
(14,26),(26,19),0.0316451 # DEPENDENCYPART_GRANDPAR
(14,26),(26,20),0.123369 # DEPENDENCYPART_GRANDPAR
(14,26),(26,21),-0.0285257 # DEPENDENCYPART_GRANDPAR
(14,26),(26,22),-0.13865 # DEPENDENCYPART_GRANDPAR
(14,26),(26,23),-0.0821608 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),-0.181969 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),-0.249075 # DEPENDENCYPART_GRANDPAR
(14,26),(26,29),-0.181713 # DEPENDENCYPART_GRANDPAR
(14,26),(26,31),-0.195571 # DEPENDENCYPART_GRANDPAR
(14,27),(27,15),-0.165402 # DEPENDENCYPART_GRANDPAR
(14,27),(27,16),-0.0552313 # DEPENDENCYPART_GRANDPAR
(14,27),(27,17),-0.0219204 # DEPENDENCYPART_GRANDPAR
(14,27),(27,18),0.153506 # DEPENDENCYPART_GRANDPAR
(14,27),(27,19),0.0338829 # DEPENDENCYPART_GRANDPAR
(14,27),(27,20),0.125606 # DEPENDENCYPART_GRANDPAR
(14,27),(27,22),-0.136575 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),-0.0754095 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),-0.179731 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),-0.246837 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.00358831 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),0.0110816 # DEPENDENCYPART_GRANDPAR
(14,27),(27,29),-0.180024 # DEPENDENCYPART_GRANDPAR
(14,27),(27,30),-0.237994 # DEPENDENCYPART_GRANDPAR
(14,27),(27,31),-0.195925 # DEPENDENCYPART_GRANDPAR
(14,27),(27,32),-0.866201 # DEPENDENCYPART_GRANDPAR
(14,29),(29,21),0.0246616 # DEPENDENCYPART_GRANDPAR
(14,29),(29,23),-0.136469 # DEPENDENCYPART_GRANDPAR
(14,29),(29,26),-0.065078 # DEPENDENCYPART_GRANDPAR
(14,29),(29,27),-0.0748823 # DEPENDENCYPART_GRANDPAR
(14,29),(29,28),-0.0551425 # DEPENDENCYPART_GRANDPAR
(14,29),(29,31),-0.257461 # DEPENDENCYPART_GRANDPAR
(14,29),(29,32),-0.866269 # DEPENDENCYPART_GRANDPAR
(14,31),(31,17),-0.0286945 # DEPENDENCYPART_GRANDPAR
(14,31),(31,18),0.146732 # DEPENDENCYPART_GRANDPAR
(14,31),(31,20),0.123346 # DEPENDENCYPART_GRANDPAR
(14,31),(31,21),-0.0285479 # DEPENDENCYPART_GRANDPAR
(14,31),(31,22),-0.138678 # DEPENDENCYPART_GRANDPAR
(14,31),(31,23),-0.0821837 # DEPENDENCYPART_GRANDPAR
(14,31),(31,24),-0.181993 # DEPENDENCYPART_GRANDPAR
(14,31),(31,25),-0.249099 # DEPENDENCYPART_GRANDPAR
(14,31),(31,26),-0.0103624 # DEPENDENCYPART_GRANDPAR
(14,31),(31,27),-0.0201667 # DEPENDENCYPART_GRANDPAR
(14,31),(31,28),0.0552389 # DEPENDENCYPART_GRANDPAR
(14,31),(31,29),-0.19339 # DEPENDENCYPART_GRANDPAR
(14,31),(31,30),-0.242534 # DEPENDENCYPART_GRANDPAR
(14,31),(31,32),-0.8636 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-1.76131 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-1.56882 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.812213 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-1.50789 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-1.395 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.976032 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-1.02139 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-1.30806 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.741092 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.838622 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.817475 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.736461 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.648309 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.785405 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.685477 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.01504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.579156 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.483795 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.459918 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.534386 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.649441 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.691065 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.623424 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.662438 # DEPENDENCYPART_GRANDPAR
(17,14),(14,26),-0.79376 # DEPENDENCYPART_GRANDPAR
(17,14),(14,27),-0.779524 # DEPENDENCYPART_GRANDPAR
(17,14),(14,28),-0.549396 # DEPENDENCYPART_GRANDPAR
(17,14),(14,29),-0.75187 # DEPENDENCYPART_GRANDPAR
(17,14),(14,31),-0.725712 # DEPENDENCYPART_GRANDPAR
(17,14),(14,32),-0.874612 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.822847 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.545416 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.813765 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.473695 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-1.06484 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.362788 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.585451 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-1.17133 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.623879 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.376769 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-1.0826 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.420371 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.112644 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.258186 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.2681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,24),-0.8455 # DEPENDENCYPART_GRANDPAR
(18,11),(11,29),-0.870595 # DEPENDENCYPART_GRANDPAR
(18,11),(11,32),-1.04708 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.822015 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.535538 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.542653 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.813626 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.474467 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-1.06561 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.361957 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.269906 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.976805 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.47434 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.469054 # DEPENDENCYPART_GRANDPAR
(18,13),(13,27),-1.06074 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-1.00363 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-1.01703 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.511192 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.709048 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.884206 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.454921 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-1.05412 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.543571 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.2462 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.951935 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.553737 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.546733 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.452843 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.375021 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0623724 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0331863 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.32807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.572479 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.876455 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.695878 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-1.01948 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.900618 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.861078 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.922056 # DEPENDENCYPART_GRANDPAR
(18,14),(14,26),-1.05022 # DEPENDENCYPART_GRANDPAR
(18,14),(14,27),-0.997242 # DEPENDENCYPART_GRANDPAR
(18,14),(14,28),-0.74273 # DEPENDENCYPART_GRANDPAR
(18,14),(14,29),-0.85101 # DEPENDENCYPART_GRANDPAR
(18,14),(14,31),-0.872673 # DEPENDENCYPART_GRANDPAR
(18,14),(14,32),-1.05876 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.139364 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.224421 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-0.746697 # DEPENDENCYPART_GRANDPAR
(18,26),(26,14),-0.540434 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-0.647525 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.343725 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.409883 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.792261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),-0.246143 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.449978 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.404251 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.650474 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.363986 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.365517 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.426516 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.447116 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.460018 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-0.647525 # DEPENDENCYPART_GRANDPAR
(18,27),(27,16),-0.343725 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-0.409883 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.790013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),-0.246143 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),-0.449978 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.650582 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.361738 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.365517 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.426516 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.511124 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.36101 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.447116 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.504241 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.462195 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.692905 # DEPENDENCYPART_GRANDPAR
(18,31),(31,17),-0.409883 # DEPENDENCYPART_GRANDPAR
(18,31),(31,18),-0.792261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,31),(31,20),-0.449978 # DEPENDENCYPART_GRANDPAR
(18,31),(31,21),-0.404251 # DEPENDENCYPART_GRANDPAR
(18,31),(31,22),-0.650479 # DEPENDENCYPART_GRANDPAR
(18,31),(31,23),-0.363987 # DEPENDENCYPART_GRANDPAR
(18,31),(31,24),-0.365519 # DEPENDENCYPART_GRANDPAR
(18,31),(31,25),-0.426518 # DEPENDENCYPART_GRANDPAR
(18,31),(31,26),-0.513372 # DEPENDENCYPART_GRANDPAR
(18,31),(31,27),-0.462809 # DEPENDENCYPART_GRANDPAR
(18,31),(31,28),-0.333888 # DEPENDENCYPART_GRANDPAR
(18,31),(31,29),-0.478696 # DEPENDENCYPART_GRANDPAR
(18,31),(31,30),-0.521118 # DEPENDENCYPART_GRANDPAR
(18,31),(31,32),-0.694053 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.599546 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.447412 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.810615 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.619706 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.381324 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.435625 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.376942 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.331369 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.293051 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.271207 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.356631 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.772053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,27),-0.441601 # DEPENDENCYPART_GRANDPAR
(19,10),(10,32),-0.536513 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.451341 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.496362 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.427353 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.393246 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.465446 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.316282 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.151507 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.185658 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.0770756 # DEPENDENCYPART_GRANDPAR
(19,11),(11,24),-0.275009 # DEPENDENCYPART_GRANDPAR
(19,11),(11,29),-0.489198 # DEPENDENCYPART_GRANDPAR
(19,11),(11,32),-0.525641 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.597636 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.447412 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.806796 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.618493 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.381324 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.435625 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.375032 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.331369 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.404637 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.216876 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.195466 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-0.441601 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.105107 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.256743 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.329586 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.220028 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.299148 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.101244 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.156384 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.244105 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.182113 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.446391 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.441601 # DEPENDENCYPART_GRANDPAR
(19,18),(18,31),-0.461514 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.88421 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.872589 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.841648 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.610518 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.736769 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.559026 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.520905 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.657468 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.272871 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.343408 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.431352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.124147 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.114352 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.0234739 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.00373134 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.0504777 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.0456891 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.2588 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.187949 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.183976 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.0656 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-0.194512 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.795167 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.690288 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.52129 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.517386 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.226391 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.296927 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.365706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.136292 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0792192 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.0298386 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.0100959 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.0153459 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.010563 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.143846 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.154466 # DEPENDENCYPART_GRANDPAR
