# _root_ Ugyanaz év júniusában a felügyelet felszólította a Bank_Austria_Creditanstalt_Hungary_Rt.-t , hogy tudatosítsa hirdetményeiben : a Nonstopbank nem különálló vállalkozása , hanem csak egy szolgáltatása .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,11,11,15,11,18,18,15,11,11,11,23,21,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,11,6,15,18,17,18,11,20,6,20,23,21,6,
(6,16),(16,17),-0.435644 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.231982 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.129931 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.038497 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.269166 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-1.06702 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.32415 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.470037 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.180728 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.847424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),0.148791 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.05533 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0410327 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.108347 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0253592 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.335949 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0189521 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0353373 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.220439 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.424524 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.350042 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.78875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.218536 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.275166 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0442911 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.12043 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.0180281 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.00602883 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.320609 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.107423 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.00684728 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.234113 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.00338509 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.000442256 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.0661993 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.0571043 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.418371 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.427692 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.573464 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.284155 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.999723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,8),-0.018643 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.255791 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.142153 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.016216 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.27578 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.212439 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.186386 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.175155 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.550051 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.320392 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.254753 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.295874 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.35691 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-1.09156 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.831039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,10),0.0872758 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),0.152468 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.104842 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.0482962 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.0154476 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.0478348 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.390558 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.149453 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.0817639 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),0.00617979 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.164177 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-1.00335 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.32113 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),0.105274 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.00644225 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.239402 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.0290098 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),0.0410823 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),0.0499167 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.0386994 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.277628 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.953332 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.804695 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.22885 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.730865 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.03464 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.719528 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.689121 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.761596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.303093 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.169243 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.404931 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.31713 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.355381 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.179637 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.253269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.384528 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.306406 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.24847 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.278056 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.195633 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.404849 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.572692 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.85043 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.1493 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.09657 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.70431 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.751842 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.603917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.174563 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.135806 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.282565 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.376346 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.201177 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.304088 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.328219 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.164283 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.227558 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.170084 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.426267 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.555839 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.48175 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.356848 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.245929 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.361994 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.0229691 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.317692 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.821493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.536942 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.400996 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.346231 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.790625 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.715491 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.731229 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.753505 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.520297 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.443279 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.831046 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-0.875262 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-1.15851 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.000161606 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.35815 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.247291 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.00704682 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.348564 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.500491 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.232736 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.384333 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.00971631 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.38389 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.515108 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.790781 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.769513 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-1.07129 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.00761619 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.347406 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.241489 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.203117 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.00970163 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0645662 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.377846 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.245782 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.199349 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.134154 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.383143 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0175174 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.319741 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.15635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.844341 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.754804 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.608667 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-1.14811 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-1.14443 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.00319 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.976445 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-1.10731 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.798366 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.760105 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.00506 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-1.23049 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-1.32145 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.201644 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.154848 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.383887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.515108 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.438272 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.774282 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.4451 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.32404 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.21579 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.28056 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.901243 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.992836 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.13317 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.351529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.321678 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.218682 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.403874 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0679505 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.10733 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.245665 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.0320428 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.114546 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.0157738 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.229337 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.154126 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.681906 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.529805 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.726838 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.899664 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.951323 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.680042 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.676333 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.824615 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.407745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0518875 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.11009 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0584022 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.229186 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0230411 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.0268573 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.0390925 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.323774 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.144456 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.695508 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.0689 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.951195 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.840293 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.941331 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.617339 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.804411 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.315534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.305978 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.170541 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.5205 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.083651 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.187747 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.225002 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.556328 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.115 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.997178 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.886276 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.03471 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.663322 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.849562 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.399798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.17896 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.216868 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.153252 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.17276 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.266271 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.274099 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.135757 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.0813495 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.309406 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.193818 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.623777 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.949943 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.223286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.219564 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),0.320471 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.168142 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.0691578 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.141238 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.213059 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.0321543 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.0594862 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.139881 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.0569295 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.631956 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.636025 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.707878 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.629048 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.420716 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.565712 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.433074 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.527799 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.674182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),0.227555 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.186777 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.220871 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.0440804 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),0.0947264 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.145486 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),0.0955201 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.0056979 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),0.120516 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.264737 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-0.808186 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.08147 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.51673 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.438018 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0617131 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.400486 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.356962 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.431636 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.341178 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.368182 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.324688 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.23905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,18),-0.646938 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.240277 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-1.13176 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0592439 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.394562 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.502512 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.280787 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.368097 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0934003 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.481154 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.554805 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.296506 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.476137 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.476206 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.458036 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.471295 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.522386 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.01344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.170385 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.380079 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.133777 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.278041 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.201692 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.0331344 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.202656 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.0903248 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.231293 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),0.181796 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.324741 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-0.84571 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.282649 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.320891 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.324619 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.23905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.273897 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.446378 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.799003 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.886032 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.807632 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.913517 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.601213 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.74442 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.715989 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.33401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.262585 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.612157 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.380623 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.351717 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.463884 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.291628 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.14846 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.621866 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.891291 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.03749 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.845515 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.929533 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.973084 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.827357 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.945121 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.735072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.195152 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.110777 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.179077 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0356651 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.122355 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.00639251 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.00198502 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.158981 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.702576 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0800627 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0356651 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.158981 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.727083 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.793805 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.773882 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.770702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.224675 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.175361 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.223751 # DEPENDENCYPART_GRANDPAR
