# _root_ Egy hétre 14 1/4 százalékon hangzottak el ajánlatok , hosszabb távra viszont drágábban , 14 1/2-3/8 százalékon lehetett pénzhez jutni .
#goldHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,18,17,17,20,6,20,18,6,
#predictedHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,6,17,17,20,6,20,18,6,
(13,11),(11,16),-0.370429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.5729 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.00148714 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.604352 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0963463 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.171 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.465091 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.951956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.398865 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.316751 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.348811 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.522862 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.512505 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.586052 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.533464 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.637479 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.280701 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.820928 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.541044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0775366 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.10168 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.106269 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.16487 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.127815 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.310145 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.820927 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.0775356 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0742896 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.164867 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.695645 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-1.05494 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.306666 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.505693 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.915678 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.441279 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.537824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0604216 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.024609 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.00602139 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0505293 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.647642 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.1529 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.62206 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.07958 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.29332 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-1.01731 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.336548 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.462387 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.878051 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.497463 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.563348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.209176 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0116903 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0203544 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.148031 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.105928 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0826874 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.251325 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.505693 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.441279 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.537822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0604197 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.0246323 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0407104 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0943771 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.647642 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.14702 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.62206 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.0737 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.292442 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-1.01144 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.33517 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.461935 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.872176 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.497158 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.561793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.198869 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.0118131 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0202315 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.139451 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.151522 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.203783 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.261554 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.297634 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.172056 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.314736 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.246099 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.271981 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.185915 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.505708 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0865514 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.323609 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.168078 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.213618 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.19653 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.263883 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.283569 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.297866 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.174419 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.509375 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0985809 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0960801 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.278712 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.69784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.156332 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.163522 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.291064 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.451177 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.491975 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.716244 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.695748 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.72393 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.534628 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.904807 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.524645 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.435471 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.745581 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.593323 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.318192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.224741 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0493235 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.66138 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.602458 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.642645 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.668603 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.693194 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.702586 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.577781 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.875099 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.503301 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.504974 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.715874 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.636476 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.324376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.21714 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.187971 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0113293 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0712724 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.322885 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.904807 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.435471 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.745581 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.593323 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.318168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),0.273722 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0983992 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.66138 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.596584 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.642645 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.662729 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.692315 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.696712 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.576403 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.874647 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.497427 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.50467 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.715422 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.635098 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.324555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.216961 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.196284 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0618437 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0926191 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.33332 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.440862 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.320411 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.481836 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.406159 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.434426 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.332743 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.682819 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.251412 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.502788 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.978975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.448759 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.339736 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.297871 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.565327 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.435639 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.373869 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.673849 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.697021 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.72087 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.930749 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.08192 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.600332 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.92476 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.777359 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.626363 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.0385819 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.286927 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.573318 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.534363 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.245942 # DEPENDENCYPART_GRANDPAR
(17,1),(1,18),-0.598723 # DEPENDENCYPART_GRANDPAR
(17,1),(1,20),-0.340576 # DEPENDENCYPART_GRANDPAR
(17,1),(1,21),-0.67881 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.435854 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.597315 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.59322 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.304113 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.266395 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.384154 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.326219 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.106445 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.157978 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.242429 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.363069 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.241681 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.987672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.642323 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.383341 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.719851 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.452034 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.262141 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.553087 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.224714 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.110359 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.925136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,1),-0.435854 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.573646 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.597315 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.278092 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.692118 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.293402 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.482641 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.106445 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.157978 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.241681 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.987672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,6),-0.449909 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.722085 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.430081 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.560424 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.477131 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.241056 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.215619 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.354558 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.234599 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.916019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.662037 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.576841 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.40314 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.688842 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.434621 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.454879 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.264688 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.555932 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.227261 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.41946 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.310978 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0600706 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.284479 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.381377 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.261389 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.925136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.626943 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.585959 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.368726 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.706709 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.371624 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.554746 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.401677 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.347658 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.866626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.597414 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.527449 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.339267 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.678369 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.55422 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.347134 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.529707 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.527449 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.949421 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.497802 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.727512 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.643464 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.806785 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.389931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.222922 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.0652592 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.0352512 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.0370736 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.28259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,20),-0.409513 # DEPENDENCYPART_GRANDPAR
(18,1),(1,21),-0.7478 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.396859 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.0860403 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.145964 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),0.0042024 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.0354699 # DEPENDENCYPART_GRANDPAR
(18,2),(2,20),-0.52891 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.855761 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.3744 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.0449229 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.0417928 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),0.0632765 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),0.0984226 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),0.392202 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),0.269183 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.28215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,20),-0.409074 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.747798 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.389599 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.0124668 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.102945 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.16759 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.357081 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.0153181 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.0426628 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.108137 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.0108342 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.240925 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),0.0275511 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.157193 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),0.0367682 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),0.188985 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),0.0779865 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),0.330556 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.061194 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),0.191613 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.424968 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.12335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),0.302885 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-0.247406 # DEPENDENCYPART_GRANDPAR
(18,6),(6,21),-0.512497 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.395077 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.108422 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0136433 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.168725 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0148209 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.147483 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.264675 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.0430564 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),0.449673 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.0811783 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.250222 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.324215 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.502601 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.40367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,20),-0.52891 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.855761 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.144368 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.12959 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0490383 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.147118 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.0107646 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.386971 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.395077 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.0167567 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.108422 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.0360825 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.0830487 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.0881101 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.15529 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0430564 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.449673 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.324215 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.502601 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.46857 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.163051 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.343002 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.143094 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.00161744 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.173788 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.172116 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.112148 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.183893 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.260156 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.45432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.160146 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.580346 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.838406 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.147598 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.144517 # DEPENDENCYPART_GRANDPAR
