# _root_ A versenyeken továbbra is lassúak voltunk , és egy idő után arra a következtetésre jutottunk , hogy valószínűleg nem bennünk van a hiba .
#goldHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
#predictedHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
(8,6),(6,14),-1.06033 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.916712 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.780433 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.726371 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.802384 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.932924 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.827171 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.956004 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-1.00631 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.528156 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.468979 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.621359 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.223118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.157696 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0408583 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.356697 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.307173 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.246926 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.238582 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.585146 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.238909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),0.0616894 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0056462 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0202644 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0739829 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.0563278 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.127022 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.367358 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.350047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.269416 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.228826 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.42149 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.606193 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.222415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.0611483 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.456654 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0806385 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0287465 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.00122209 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.061787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0256029 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0433853 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.0514604 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.0166526 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.0408423 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.358895 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.157277 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.167895 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.47898 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.317539 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0717178 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.781498 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.809167 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.631162 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.636073 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.558254 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.833392 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.963825 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.249093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.12774 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.0662927 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.515212 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.267877 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.143275 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.00606297 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0246369 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.248979 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.0799007 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.0952767 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.0532288 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.0688883 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.0406979 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.298012 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.443374 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.370295 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.313035 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.30589 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.560811 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.64988 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.206861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),0.164933 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.594517 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.441996 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.094057 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.118774 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0936798 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0359012 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.00298373 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.0604582 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.255883 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.252629 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),0.00341698 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),0.011438 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.0653948 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.259112 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.103048 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.0651098 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),0.0283374 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-0.801386 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.638763 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-0.645145 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.562661 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.840021 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.969678 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.236301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,10),0.128802 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.549616 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.286386 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.12408 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.0685726 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),0.00481918 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.0114864 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.138693 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.06391 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.141247 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.131026 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.296085 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.102578 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.304177 # DEPENDENCYPART_GRANDPAR
(8,23),(23,12),0.317538 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.0809855 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.114858 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.354004 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.6631 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.339317 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.408491 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.140381 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.824328 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.261996 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.165426 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.02507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.36861 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.378235 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.555954 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.525572 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.484404 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.391075 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.526753 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.595943 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.61842 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.577815 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.455085 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.871053 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.386673 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.468843 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.165556 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.849392 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.158028 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.34082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.02493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.40491 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.412569 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.525549 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.509554 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.356716 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.461535 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.61857 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.575985 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.485487 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.817152 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.874814 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.460534 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.490689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0467064 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.00601804 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.186954 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0234775 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0293892 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.187845 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.0208856 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.712158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,15),-0.254903 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.531016 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.122801 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0863461 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0664282 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.011845 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0079044 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0187511 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.171766 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.432728 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.718983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.179759 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.2944 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.402814 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.326159 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.272095 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.20841 # DEPENDENCYPART_GRANDPAR
(11,4),(4,24),-0.531801 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.100044 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0183649 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0749407 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.127984 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0548414 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.040327 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.214065 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.498621 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.388788 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.24671 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.443847 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.157396 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-0.584976 # DEPENDENCYPART_GRANDPAR
(11,5),(5,24),-0.53254 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0963978 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.063268 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0538296 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0716213 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0877291 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.160765 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.496818 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.719045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.180153 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.404545 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.306091 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.452081 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.402415 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.32636 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.272426 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.221512 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.600733 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.532015 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.0396578 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0749295 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0586231 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.236142 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.402763 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.447657 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.0966051 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.0192998 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.428194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.147699 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.061341 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0184375 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0610148 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.211444 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.413325 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.300549 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.296285 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.337352 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.381842 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.374877 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.200978 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),0.0681667 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.333213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.189783 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.0397909 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.0146721 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),0.0671466 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.186692 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.0690567 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.0141036 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.0781088 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.055715 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.0558017 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.159365 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.109149 # DEPENDENCYPART_GRANDPAR
(11,23),(23,12),0.147699 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),0.0381776 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.117111 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.24489 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.375462 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.685638 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.378001 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0624827 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.173926 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.45542 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-0.765608 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.483011 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.725139 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.460541 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.128094 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.801034 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.532986 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.339783 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.352568 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.258383 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.928366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,15),-0.49629 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.517108 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.325115 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.340865 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.420569 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),-0.767353 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.316901 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.646275 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.331409 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.39029 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.700998 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.424236 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.270993 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.295043 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.663131 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.445951 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.449442 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.367037 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.438977 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.765968 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.35839 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.566118 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.277729 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.313066 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.00273717 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.343564 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.161637 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.140586 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.0445204 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.965046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.0924274 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.750792 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.549919 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.552969 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.639268 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.363474 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.444795 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.429118 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.470408 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-0.818957 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.689755 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.4153 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.432307 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.127762 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.773352 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.496315 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.259439 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.269575 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.928662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.682878 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.507814 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.459892 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.51661 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.325218 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.341098 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.433505 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.458725 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-0.767469 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.382317 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.65597 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.329758 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.233354 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.253033 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.716804 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.653669 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.376677 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.424917 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0766456 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.351142 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.253012 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.273487 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.648369 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.446365 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.311168 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.353576 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.424216 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.666449 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.729423 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.537347 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.49892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.422505 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.797338 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.13734 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.743816 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.832642 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.461286 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.16037 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.806213 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.682882 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.694579 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.760388 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.551944 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.462963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.378625 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.122473 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0714839 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.10669 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.120823 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.106288 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.0518784 # DEPENDENCYPART_GRANDPAR
