# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,0,2,2,7,7,2,9,2,15,12,13,15,15,2,2,23,23,20,21,23,23,2,25,23,2,
(7,21),(21,11),-0.256668 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.00280787 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),0.0410985 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),0.0754085 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.0327455 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.113662 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.0317755 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),0.00592509 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.0540297 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.140472 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.311525 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.427805 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.363942 # DEPENDENCYPART_GRANDPAR
(7,23),(23,1),-0.500361 # DEPENDENCYPART_GRANDPAR
(7,23),(23,2),-0.822636 # DEPENDENCYPART_GRANDPAR
(7,23),(23,3),-0.617835 # DEPENDENCYPART_GRANDPAR
(7,23),(23,4),-0.511862 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-0.401152 # DEPENDENCYPART_GRANDPAR
(7,23),(23,6),-0.187566 # DEPENDENCYPART_GRANDPAR
(7,23),(23,7),-0.32109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,23),(23,8),0.198563 # DEPENDENCYPART_GRANDPAR
(7,23),(23,9),-0.0647609 # DEPENDENCYPART_GRANDPAR
(7,23),(23,10),-0.0538832 # DEPENDENCYPART_GRANDPAR
(7,23),(23,11),-0.291176 # DEPENDENCYPART_GRANDPAR
(7,23),(23,12),-0.109901 # DEPENDENCYPART_GRANDPAR
(7,23),(23,13),0.0144524 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),0.0486619 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-0.129593 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),-0.219818 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),0.0241374 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.0807377 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.0807845 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.23732 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.110307 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.259745 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.309912 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.246049 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.407843 # DEPENDENCYPART_GRANDPAR
(7,25),(25,10),-0.0104131 # DEPENDENCYPART_GRANDPAR
(7,25),(25,13),0.0342176 # DEPENDENCYPART_GRANDPAR
(7,25),(25,15),-0.0236085 # DEPENDENCYPART_GRANDPAR
(7,25),(25,16),-0.105013 # DEPENDENCYPART_GRANDPAR
(7,25),(25,18),-0.064652 # DEPENDENCYPART_GRANDPAR
(7,25),(25,19),-0.0612291 # DEPENDENCYPART_GRANDPAR
(7,25),(25,20),-0.131335 # DEPENDENCYPART_GRANDPAR
(7,25),(25,21),-0.0914774 # DEPENDENCYPART_GRANDPAR
(7,25),(25,22),-0.311677 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),-0.30218 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),-0.40394 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.279774 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.25319 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.263958 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.20923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.179487 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.144669 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.540306 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.433631 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.621252 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.630555 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.636242 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.545674 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.719339 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.73325 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.725485 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.605476 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.688913 # DEPENDENCYPART_GRANDPAR
(8,7),(7,25),-0.788033 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-0.671807 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.717036 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.672584 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.854132 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.501878 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.472908 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.111379 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.13867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,15),-0.624108 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.494834 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.488627 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.458488 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.675694 # DEPENDENCYPART_GRANDPAR
(9,5),(5,25),-0.717938 # DEPENDENCYPART_GRANDPAR
(9,5),(5,26),-0.936121 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.704099 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.941277 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.523251 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.525748 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.14628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,23),-0.663002 # DEPENDENCYPART_GRANDPAR
(9,6),(6,26),-0.934861 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.470596 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.530911 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.669311 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.354008 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.252322 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.357608 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.20479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.425246 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.519926 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.399042 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.690232 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.51442 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.620656 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.554751 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.609387 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.476401 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.692461 # DEPENDENCYPART_GRANDPAR
(9,7),(7,25),-0.784062 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-0.963201 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.199811 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.00563796 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.21676 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.766435 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.910474 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.651522 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.258993 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.686583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.166628 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0150757 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.127005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.103582 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.266057 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.97392 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.21589 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.819581 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.766287 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.909601 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.651371 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.25844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.670308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.145646 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.00262223 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0144092 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.116827 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0456375 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.16263 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.182532 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.187724 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.20904 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.136538 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.197707 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.123477 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.300914 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.391062 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.365849 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.578976 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.915811 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.942489 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.260645 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0887425 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.320319 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.185628 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.308579 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.137114 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.440151 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.414938 # DEPENDENCYPART_GRANDPAR
(9,23),(23,1),-0.919697 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-0.991004 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-1.14587 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-0.827681 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-0.719426 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.839668 # DEPENDENCYPART_GRANDPAR
(9,23),(23,7),-0.577425 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-0.195725 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.836503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),-0.169435 # DEPENDENCYPART_GRANDPAR
(9,23),(23,11),-0.00967148 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),-0.157193 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),0.152079 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),0.0811158 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.32029 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.247447 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.0266561 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.180931 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.0692942 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.184809 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.0586132 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.0793478 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.384068 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.358856 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.576057 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.612797 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.576723 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.59565 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.458002 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.548779 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.554102 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.268368 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.49073 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.615902 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.500233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.152416 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0362987 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0919432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.198328 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.770476 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.542596 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.499202 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.481032 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.722826 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.712176 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-0.489628 # DEPENDENCYPART_GRANDPAR
(12,3),(3,23),-0.557547 # DEPENDENCYPART_GRANDPAR
(12,3),(3,26),-0.938431 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.801875 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.462541 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.660951 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.553975 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.474864 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.725369 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.655968 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.513733 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.575161 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.475404 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.496691 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.56979 # DEPENDENCYPART_GRANDPAR
(12,5),(5,25),-0.671983 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-0.939467 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.499203 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.754866 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.580494 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.653471 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.632818 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-0.557547 # DEPENDENCYPART_GRANDPAR
(12,6),(6,26),-0.938431 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.54315 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.310242 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.465522 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.395898 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.361753 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.352124 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.651304 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.221428 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.965574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.417396 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.579857 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.594747 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.751063 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.541528 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.748645 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.514603 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-0.586557 # DEPENDENCYPART_GRANDPAR
(12,7),(7,25),-0.738106 # DEPENDENCYPART_GRANDPAR
(12,7),(7,26),-0.966546 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.810988 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.498622 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.455199 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.796392 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.533538 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.567203 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.02987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,15),-0.642391 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.618581 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.529543 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.601161 # DEPENDENCYPART_GRANDPAR
(12,9),(9,26),-0.979688 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.432037 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.776163 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.650646 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.00002 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.732584 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.150947 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0488416 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.449089 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.172299 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.4462 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.176605 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.445789 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.368878 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-1.1218 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.996281 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.646107 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.43263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.0968343 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.0597366 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.0467303 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.218933 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.0894819 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.177388 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.236789 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.336501 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.399404 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.322492 # DEPENDENCYPART_GRANDPAR
(12,23),(23,1),-1.00391 # DEPENDENCYPART_GRANDPAR
(12,23),(23,2),-0.7811 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),-0.949245 # DEPENDENCYPART_GRANDPAR
(12,23),(23,4),-0.87825 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-0.840514 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-0.841343 # DEPENDENCYPART_GRANDPAR
(12,23),(23,7),-1.19085 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-1.05908 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-1.10158 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.933566 # DEPENDENCYPART_GRANDPAR
(12,23),(23,11),-0.576091 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.603933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,13),0.132877 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.0234674 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),-0.210995 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.328052 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),0.0127879 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.145151 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.20055 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.172666 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.19872 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.117835 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.389252 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.31234 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.579892 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.272066 # DEPENDENCYPART_GRANDPAR
(13,1),(1,26),-0.825824 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.148723 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.552952 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.363852 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.11364 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.211117 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.193436 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.2964 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.318966 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.188259 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.157066 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.0830108 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.79547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.289339 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.516859 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.533012 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.337979 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.394423 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.539067 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.585931 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.579153 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.693623 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-0.349563 # DEPENDENCYPART_GRANDPAR
(13,2),(2,24),-0.848371 # DEPENDENCYPART_GRANDPAR
(13,2),(2,25),-0.81147 # DEPENDENCYPART_GRANDPAR
(13,2),(2,26),-0.822952 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.442849 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.253758 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.170829 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.56861 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.607511 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.287597 # DEPENDENCYPART_GRANDPAR
(13,3),(3,26),-0.813411 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.235461 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.49883 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.58988 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.29844 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.20543 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.200833 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.275437 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.466581 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.496544 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.535653 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.62653 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.314169 # DEPENDENCYPART_GRANDPAR
(13,5),(5,25),-0.761192 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-0.825662 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.44285 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.570157 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.240731 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0896383 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.21567 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.287597 # DEPENDENCYPART_GRANDPAR
(13,6),(6,26),-0.813411 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.177329 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.505017 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.563808 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.283539 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0811978 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.219995 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.205695 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.194265 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.204875 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.797144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.491973 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.484403 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.54074 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.561045 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.580825 # DEPENDENCYPART_GRANDPAR
