# _root_ Jelenleg a határőrség nyolc közösségi szállásán mintegy 1500 külföldit helyezhetnek el , ám igazán jó körülményeket csupán 500-nak nyújthatnak , miközben a tényleges létszám megközelíti az 1200-at .
#goldHeads=10,3,10,6,6,10,9,9,10,0,10,10,10,15,16,19,19,19,10,19,25,24,24,25,19,27,25,10,
#predictedHeads=10,3,6,6,6,10,9,9,10,13,10,13,0,19,16,19,19,19,13,19,25,24,24,25,19,27,25,13,
(9,5),(5,4),-0.128514 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.482351 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.778089 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.698141 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.180084 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.40762 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.883345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.595763 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.746413 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.287813 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.514822 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.361208 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0445945 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.755185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.577599 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.491533 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.392913 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.433919 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.624913 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.395252 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.47637 # DEPENDENCYPART_GRANDPAR
(9,7),(7,25),-0.452203 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.372527 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.419334 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.33128 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.382847 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-0.846177 # DEPENDENCYPART_GRANDPAR
(9,8),(8,28),-0.853953 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0288623 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0123149 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.015812 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0436706 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.311122 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.214737 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.514201 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.19739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,12),-0.465466 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.443194 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.450723 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.316494 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.188874 # DEPENDENCYPART_GRANDPAR
(10,1),(1,25),-0.693926 # DEPENDENCYPART_GRANDPAR
(10,1),(1,28),-1.18629 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.0149781 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.0657861 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.147091 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.0168544 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.16679 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0205551 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0861512 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.302667 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.566148 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.499209 # DEPENDENCYPART_GRANDPAR
(10,4),(4,27),-0.499017 # DEPENDENCYPART_GRANDPAR
(10,4),(4,28),-1.25827 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0377745 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.209355 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0823018 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.0317087 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.0233987 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.104813 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0889101 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0898861 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.160429 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.617763 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0322257 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.00542454 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0382014 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.029421 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0691103 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.209443 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.489588 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.19775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,14),-0.283678 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.0542896 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.268843 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.414086 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.451083 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.189282 # DEPENDENCYPART_GRANDPAR
(10,7),(7,25),-0.694286 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0875782 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0950965 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.3509 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.499207 # DEPENDENCYPART_GRANDPAR
(10,8),(8,27),-0.499016 # DEPENDENCYPART_GRANDPAR
(10,8),(8,28),-1.25827 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.01231 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.0556027 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0753918 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0781256 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.149328 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.153447 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.401526 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.29358 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.135275 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),0.200568 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.335816 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.263955 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.167503 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.162993 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.327049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.463635 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.348019 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.376092 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.391005 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.0267458 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.121007 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.0800858 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.04891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.403037 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.384061 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.470476 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0615167 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.359343 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.406255 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.557262 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.347895 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.265582 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.724934 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.483542 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.800399 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),-0.40739 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),-1.06231 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.900968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,13),-0.171853 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.263235 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.174636 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.167651 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.195592 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.10609 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.247389 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),0.0653146 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.0442939 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.917288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),-0.244444 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.194458 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.153723 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.201217 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.552693 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.429522 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.0223578 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.152822 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.86088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),-0.142656 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0987669 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.173424 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.171441 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.125318 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.178435 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.907155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),-0.264791 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.178844 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.190339 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.311439 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.110492 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.2151 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.194231 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.117052 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.101943 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.266886 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.437208 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.216235 # DEPENDENCYPART_GRANDPAR
(10,17),(17,28),-0.991014 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.251024 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.1179 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.176128 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0945147 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.0710195 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.462807 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.246782 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.389094 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.158295 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.929569 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),0.0318138 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.0862895 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.0116065 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.0723173 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.0134442 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),0.325667 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),0.215406 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),0.457994 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.914783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.128306 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.284645 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.154772 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.205915 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.3397 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.140968 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.168427 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.240238 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.127397 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.00121956 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.314853 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.515313 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.239582 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.386063 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.192132 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.154612 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.955366 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),0.336976 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.127033 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.246429 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.103484 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.260041 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.419568 # DEPENDENCYPART_GRANDPAR
(10,21),(21,28),-0.973963 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.0343688 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.390257 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.212239 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),-0.173435 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.171487 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.155975 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.174415 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.11423 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),0.0063042 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.0494412 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.375433 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.395473 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.175726 # DEPENDENCYPART_GRANDPAR
(10,25),(25,1),0.0318624 # DEPENDENCYPART_GRANDPAR
(10,25),(25,3),-0.0862396 # DEPENDENCYPART_GRANDPAR
(10,25),(25,4),-0.0115579 # DEPENDENCYPART_GRANDPAR
(10,25),(25,5),-0.0722065 # DEPENDENCYPART_GRANDPAR
(10,25),(25,6),-0.0133943 # DEPENDENCYPART_GRANDPAR
(10,25),(25,7),0.325716 # DEPENDENCYPART_GRANDPAR
(10,25),(25,8),0.215454 # DEPENDENCYPART_GRANDPAR
(10,25),(25,9),0.458044 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-0.916133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,12),-0.288164 # DEPENDENCYPART_GRANDPAR
(10,25),(25,13),-0.154181 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),-0.205601 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),-0.339406 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),0.138509 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),-0.168113 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),-0.239981 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.169934 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),-0.139193 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.0544213 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.456024 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.525096 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.282546 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.191581 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.154061 # DEPENDENCYPART_GRANDPAR
(10,25),(25,28),-0.954593 # DEPENDENCYPART_GRANDPAR
(10,27),(27,21),0.00420263 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),-0.246032 # DEPENDENCYPART_GRANDPAR
(10,27),(27,25),-0.376214 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.104015 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.302859 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0616014 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.381676 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.219023 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.204663 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.178312 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.290202 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.375015 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.231744 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.246237 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.264059 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0904563 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.257279 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.183072 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.386019 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.557866 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.484261 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.635341 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.57585 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.578562 # DEPENDENCYPART_GRANDPAR
(11,7),(7,25),-0.679415 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.302859 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.0806621 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.382891 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.219359 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.204669 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.270067 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.19719 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.1243 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.575121 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.728488 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.549918 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.543838 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.617532 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.52116 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.449309 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.660564 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.627407 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.210787 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.139809 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.286269 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.235675 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.235687 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.331928 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.307909 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.466395 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.329319 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.560976 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.468788 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.411237 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.478246 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-0.538051 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.448159 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.576145 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.516216 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.46618 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.589934 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.16591 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0670574 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0526336 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.240519 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.235646 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.317398 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.329621 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.0577536 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.0794745 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.410972 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.0162589 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.0297871 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.145618 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.245723 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.0975935 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.61297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,19),-0.165932 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.123111 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.281411 # DEPENDENCYPART_GRANDPAR
(13,1),(1,25),-0.218898 # DEPENDENCYPART_GRANDPAR
(13,1),(1,28),-0.768534 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.139763 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.439019 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.366122 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.112337 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.402968 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.280254 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.132903 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0318702 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.13999 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.143369 # DEPENDENCYPART_GRANDPAR
(13,4),(4,27),-0.478869 # DEPENDENCYPART_GRANDPAR
(13,4),(4,28),-0.759157 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0767354 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.365324 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.275713 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0377543 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.139763 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.42257 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.278212 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.055871 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.194455 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.100816 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0647048 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.362747 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.00487781 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.142995 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.444046 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0103773 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.109808 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.219661 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.000971214 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.190602 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.220914 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.293987 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.165879 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.281387 # DEPENDENCYPART_GRANDPAR
(13,7),(7,25),-0.218845 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0797374 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.361555 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0778165 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.143368 # DEPENDENCYPART_GRANDPAR
(13,8),(8,27),-0.478869 # DEPENDENCYPART_GRANDPAR
(13,8),(8,28),-0.759157 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.139763 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.441631 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.276998 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.0562071 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.194461 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.360371 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0583935 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0905148 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.0777879 # DEPENDENCYPART_GRANDPAR
