# _root_ Legalábbis ez volt az az elképzelés , amelyet a Királyi_városok programban tavaly meghirdettek , s amelyből a visegrádi palota 400_millió forinttal részesült volna .
#goldHeads=3,3,0,6,6,3,3,13,11,11,13,13,2,2,2,22,19,19,22,21,22,2,22,3,
#predictedHeads=3,3,15,6,6,3,3,13,11,11,13,13,4,15,0,22,19,19,22,21,22,4,22,15,
(3,23),(23,19),-0.583008 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.504694 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.236582 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-1.19629 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.532829 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.508968 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.501764 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.537816 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.48091 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.550544 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.564669 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.17898 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.376256 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.546915 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.757781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.467745 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.421455 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.046077 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.233741 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.385392 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.431501 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.374856 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.400601 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.476848 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.341213 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.551654 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.317298 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.405326 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.355472 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.401708 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.1837 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.166151 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0319533 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.870788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.310974 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.64515 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.607203 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.117333 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.412938 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.410906 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.562557 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.518284 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.63789 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.58635 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.656575 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.422911 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.422424 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.534842 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.664742 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.445031 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.23267 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.655408 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.529723 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.907172 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.44007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0432815 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.14049 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.317016 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.160508 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0085149 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.106139 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.130441 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.845536 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0755014 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.00528225 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.0455766 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.440305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0432815 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.351318 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.00928587 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.655408 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.529723 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.907172 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.439213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0454965 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0330011 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0672499 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.351303 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0081788 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.201428 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0999249 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.910017 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.152869 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.081516 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0701393 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.0935137 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.214417 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.705657 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.568252 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.00112 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.352926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.0935493 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.0259337 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.126291 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.50486 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0224343 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.260878 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.107851 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.0102013 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.112167 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.152116 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.125645 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.0877549 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.226357 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.171474 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.0437228 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),0.127368 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.0423802 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),0.211941 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.749456 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.667179 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.529339 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.957659 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.590947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),-0.237635 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.328484 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.00316517 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.154945 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.244839 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.283444 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.30763 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.409312 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.0768307 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.145219 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.117125 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.311796 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.091242 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.849879 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.335443 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.00456747 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.0448618 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.347485 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.0340414 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.00405616 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.529723 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.440306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,9),-0.0092862 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),0.201429 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.115408 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.046395 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.129502 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),0.0392559 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),0.00355393 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.180404 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.0220149 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),0.0442863 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),0.0389081 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.0319704 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.0623889 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),0.0553648 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.863001 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.0903553 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.0463947 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.129502 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),0.0392564 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),0.00353689 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.180409 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),0.117869 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.00462172 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.705657 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.568252 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-1.00112 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.352926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,6),0.0258352 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),-0.12823 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),0.50486 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),0.0224338 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),0.26078 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),0.107753 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),0.0102013 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.0540997 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.107376 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.0993413 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),0.14884 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),0.0352739 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.10457 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.176283 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),0.0810817 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.137304 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),0.211941 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.751397 # DEPENDENCYPART_GRANDPAR
(4,23),(23,7),-0.126459 # DEPENDENCYPART_GRANDPAR
(4,23),(23,11),0.0984958 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),0.0065253 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),-0.064753 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.105606 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.103305 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),0.137781 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.0994823 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),0.167026 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),0.128047 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.0916055 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.745089 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0456254 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.883204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.499529 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.127962 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.192567 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.292596 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.206456 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-0.767668 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.533831 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0404311 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.272864 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.562572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.165172 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.000633088 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),0.00620507 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.0704655 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.061196 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),0.330112 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),0.141789 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),0.0469687 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.115555 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.320249 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.0821047 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.386016 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.188507 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),0.251618 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.540859 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.480273 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.451564 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.233369 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.349875 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.963863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.557361 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.266895 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.442666 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.394846 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.471517 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.347001 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.181704 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.250399 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.354834 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.393405 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.593337 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.591764 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.260198 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.203686 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.778637 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.549571 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.519424 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.068197 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.560993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.204249 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.00506703 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),0.00778397 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.0688866 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.0716552 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),0.387559 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),0.102713 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),0.0451998 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.119994 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.328727 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.0805258 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.387647 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.186928 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),0.309064 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),0.359091 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.543071 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0582686 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.0710903 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.177065 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.712408 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.789535 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.106409 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0731448 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.813193 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.813294 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.410565 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.712408 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.789535 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.413909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.141928 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.106394 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0720368 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.154904 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0222266 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.782163 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.765182 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.426377 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.657452 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.729722 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.571739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.270456 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.156843 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0987685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.00277526 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0808176 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0279251 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0538412 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0597276 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0646651 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.315643 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.359217 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0311518 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.281467 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.138816 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),0.0818626 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),0.153161 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.428986 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.782177 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.765195 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.42639 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.657466 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.571977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),-0.272465 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),0.156773 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.098839 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.0030132 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.0810556 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.0278552 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),0.244107 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),0.0344964 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),0.0491274 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),0.00963313 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.328455 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.140677 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.0922629 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.224477 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.19976 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),0.151743 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.432345 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.438645 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.15063 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.668787 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.249072 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.569132 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.364161 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.779046 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.356683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0997096 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.570151 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.239142 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.15063 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.249072 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),-0.100817 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.57015 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.420692 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.236985 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.251745 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.0318639 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.257247 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.24162 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.224749 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.348316 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.204778 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.236984 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.251744 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.0318635 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.257264 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.241625 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.276537 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.202402 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.89836 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.961486 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.571707 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.763483 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.575504 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.385604 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.611493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.0598688 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.155869 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.071772 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.0642546 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.0992041 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.210582 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.431624 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.196706 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.279701 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.328729 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.0564763 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.0132163 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.588881 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.0778766 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.214714 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.346737 # DEPENDENCYPART_GRANDPAR
