# _root_ Egybehangzó kommentárok szerint az együttes nemcsak hogy hullámvölgybe került , hanem alapjaiban rendült meg , sőt széthullóban van .
#goldHeads=2,3,9,5,9,9,9,9,16,16,16,13,16,13,16,0,18,16,16,
#predictedHeads=2,3,9,5,9,9,9,9,16,13,13,13,16,13,16,0,18,16,16,
(13,12),(12,7),-0.174585 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.183905 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0518301 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.102124 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.179423 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.632908 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.472007 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.682061 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.386418 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.455176 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.407336 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.475349 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.389771 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.375911 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.433462 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.141074 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.997857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.26134 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.178862 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.233953 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.705644 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.664025 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.555994 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.619059 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.569941 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.723765 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.601712 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.532765 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.595596 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.107342 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.1093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.406861 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.203009 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.596132 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.757925 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.509363 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.00680183 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.00595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.238932 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.210138 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.666739 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.396713 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.257967 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.195553 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.394942 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.495241 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.426242 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.398506 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.317706 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.316857 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.305304 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.399287 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),0.298717 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.01014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0682482 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.289106 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.155217 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.00449509 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.552148 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.223269 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.101899 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.126232 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.106852 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.139775 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.148727 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.169673 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.115857 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.161604 # DEPENDENCYPART_GRANDPAR
(14,3),(3,15),-0.521173 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.445924 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.672309 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.253879 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.156191 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.342212 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.185404 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.254431 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0973872 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.229864 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.182564 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.185001 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.00448406 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.19534 # DEPENDENCYPART_GRANDPAR
(14,6),(6,15),-0.533505 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.411385 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.510607 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.510866 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.675682 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.268204 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.180762 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.356755 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.199386 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.279003 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.194618 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.216681 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.19997 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.212648 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0122708 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.212451 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.536998 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.415341 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.516864 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.520487 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.6768 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.153408 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.274771 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.207608 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.187329 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.103838 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.542925 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.233825 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.125905 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.310781 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.152442 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.223719 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.11014 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0357003 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.237837 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.276634 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0286986 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.196838 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.196372 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.914312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.590996 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.480425 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.515138 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.52535 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.692698 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.260419 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.149315 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.352345 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.247555 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.181894 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.122721 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.261247 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.279896 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.312659 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.211827 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.19097 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.53409 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.411753 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.511038 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.513103 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.67573 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.153408 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.275253 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.187383 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.286304 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.19996 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.218649 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.069492 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.410147 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.542925 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.470559 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.230171 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.124482 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.318912 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.151685 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.222295 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.107555 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0328745 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.236414 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.183449 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.198934 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-2.91943e-05 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.212604 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.913921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.590996 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.480421 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.515138 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.525282 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.692698 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.57316 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.521663 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.655259 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.483485 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.445262 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.633595 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.581574 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.519602 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.350088 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.609677 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.595451 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.182692 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.187198 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.190856 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.330176 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.579519 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.541137 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.647323 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.506841 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.639589 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.558868 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.536596 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.653069 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.600898 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.581435 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.424864 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.629151 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.618097 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.468597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.306854 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0308882 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.148023 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.294085 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),-0.589889 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0942657 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.191004 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.0551795 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.00241573 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.22215 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.151415 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.324314 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.0839887 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.0738665 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.283969 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.0566406 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.1726 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.361991 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.582381 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0819192 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0738989 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.192769 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.30383 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.153334 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.102086 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.220892 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.108814 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.0225351 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.0446388 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.0323904 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.223931 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.827683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.157859 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.474654 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.618443 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.0517074 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.0548124 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.218095 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.280177 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.17242 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.182678 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.305941 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.035742 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.107507 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.1181 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.106054 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.13896 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.837421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.169262 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.488484 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.624111 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.302427 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.153237 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.111616 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.072446 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.249383 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),-0.162157 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.0132593 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.0167812 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.303574 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.2294 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.246062 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.264929 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.126468 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.344267 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0324839 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0678739 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.1602 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0247892 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.139831 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.27895 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.12903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.377513 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.712472 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.842969 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.0915085 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.0690125 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.178227 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.15822 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.150524 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.0221631 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.258473 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.173428 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0302675 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.183099 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0488438 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.178384 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.829146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.159486 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.477768 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.619323 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.302427 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.152754 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0724996 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.255455 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.11791 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0554467 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0489417 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.794793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.162157 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.394063 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.0133411 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.00685903 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.290423 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.233719 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.23614 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.266923 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.128663 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.334344 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0531359 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.116267 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.156808 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.29375 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.151419 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.276542 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.12868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.377168 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.71206 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.842625 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.353295 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.392712 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.521852 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.611089 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.315497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.25916 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.747422 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.03721 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.504886 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.912703 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.812 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.651066 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.860501 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.709723 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.994509 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.690359 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.706808 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.750219 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.858103 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.531863 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.936825 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.337496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.310531 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.158434 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.753155 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.587701 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.662172 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.553754 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.545878 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.422541 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.739334 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.396913 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.442075 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.74874 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.158478 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.284391 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.411913 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.756892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.363326 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.446073 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.526857 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.418608 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.365971 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.602301 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.204912 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.248233 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.393758 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.410372 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.791215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.326851 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.682794 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.496786 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.596695 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.626647 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.46241 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.458119 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.314955 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.648418 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.278652 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.312994 # DEPENDENCYPART_GRANDPAR
