# _root_ — Öt percet kaptunk , hogy elhagyjuk a lakásunkat — meséli egy asszony , akit az EBESZ-szóvivő találomra állít meg .
#goldHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
#predictedHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
(13,6),(6,5),-0.306553 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.16088 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.152567 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0967573 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.193121 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.10543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.657618 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.549786 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.514701 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.380485 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.754698 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.260327 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.471408 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.0510119 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.183006 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.292063 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.149622 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.392675 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.122151 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.201843 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.16246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,17),-0.606699 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.349562 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.783324 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.146551 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.273108 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.570375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.287708 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0290916 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.106752 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.152972 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.588612 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.418773 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.508437 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.569212 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.218139 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.534414 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.446652 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.185898 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.668569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.295539 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.011122 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.114249 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.67002 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.858607 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.786404 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.465708 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.559812 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.655081 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.265074 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.601694 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.52806 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.232833 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.223814 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.721499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.42366 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.0140628 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.12018 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.173611 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.124291 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.251336 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.410278 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.514813 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.35197 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.768828 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.40535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.251843 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.223732 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.593684 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.654274 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.277644 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.74535 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.844149 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.619889 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.387798 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.223851 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.350293 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.175062 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.979864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.352652 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.715079 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.637097 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.544257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,1),-0.927229 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.648624 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.906356 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.02993 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.415589 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.989566 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.721343 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.428867 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.843841 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.712528 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.542282 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.484373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,1),-0.58771 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.2762 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.273443 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.383236 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.230853 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.283763 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.32585 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.216464 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.357556 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.221568 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.17933 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.279036 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.0910321 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.175103 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.924684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.583163 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.655848 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.64118 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.595731 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.334667 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.452901 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.415029 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.308181 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.215744 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.379123 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.245986 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.187534 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.224566 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),-0.174383 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.931942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.573088 # DEPENDENCYPART_GRANDPAR
(18,6),(6,21),-0.625282 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.586981 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.275972 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.27344 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.322794 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.313793 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.166668 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.32585 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.218054 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.355122 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.220953 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.18092 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.277741 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.0910321 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.176693 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.924684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.583161 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),-0.655848 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.64118 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.597703 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.310867 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.356846 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.340731 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.331731 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.316674 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.319554 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.35873 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.191768 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.104529 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.0926846 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.527488 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.632589 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.586981 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.275972 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.27344 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.322794 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.313793 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.166668 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.283077 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.271418 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.213285 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.383585 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.18092 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.277741 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0910321 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.290842 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.176693 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.924684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.583161 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.655848 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.64118 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.585928 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.299254 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.346777 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.320058 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.271781 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.236239 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.382531 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.160474 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.104856 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.10252 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0910258 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.920938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.527488 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.632589 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.137591 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.191695 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.248491 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.236531 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.142789 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.281558 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.920938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,1),-0.165045 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.08653 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.0233092 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.0176005 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),0.150193 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.219671 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.0505642 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),0.0718998 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.151434 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.159805 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.19346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,21),-0.620584 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.186496 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.259186 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.0074697 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.0870024 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),0.166032 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.172615 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),0.0877393 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.31245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,21),-0.72771 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.287308 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.246085 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.0793941 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.0564369 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.106503 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.11332 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.450516 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.252941 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.0432851 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),0.0350276 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.169521 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.198642 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),0.232842 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),0.149404 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.205283 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.0888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.114349 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-0.443419 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.374756 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.407577 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.583032 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.296739 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.0921822 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.517938 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.136978 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.170475 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.449988 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.464183 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.115592 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.0739444 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.40757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,21),-0.744439 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.286512 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.245806 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.0797961 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.0376307 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.0416335 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.0453557 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.454763 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.260828 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.044137 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),0.0313954 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.177407 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.201093 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),0.228595 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.141518 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),0.200127 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.08879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),-0.114345 # DEPENDENCYPART_GRANDPAR
(19,7),(7,21),-0.443415 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.186496 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.259186 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),0.00160069 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),0.0529787 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.122591 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.175101 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.291089 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.0892936 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),0.0877393 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.101328 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.22973 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.31245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,21),-0.72771 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.286512 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.245806 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.0797961 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.0376307 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.0416335 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.0453557 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),0.135415 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.31486 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.213364 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.057359 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.177407 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.201093 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.228595 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.173684 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.141518 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.200127 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.08879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.114345 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.443415 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.157885 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.233205 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),0.0261549 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.0964327 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.228146 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.0921339 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.0712683 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0357145 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0655045 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.297245 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.212664 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.220424 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.31246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.727714 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0366475 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.0847133 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0992943 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0892262 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.381334 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.300698 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.232073 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.165092 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.0624773 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.0127234 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.0910431 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),0.111023 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.209696 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),0.0640615 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.0327302 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.150611 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.154928 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.322359 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.19265 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.237221 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.367449 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.174013 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.456662 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.305931 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.252306 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.397605 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.379426 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.0543165 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.103007 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.856604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.343622 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.554959 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.306048 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.396425 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.386868 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.234538 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.205986 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.371147 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.222712 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.171189 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.205289 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),-0.121373 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),-0.26153 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),-0.221094 # DEPENDENCYPART_GRANDPAR
(20,6),(6,21),-0.528936 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.548266 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.203312 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.249386 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.268959 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.287793 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.170276 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.244958 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.217892 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.353931 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.202422 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.174171 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.266909 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.145813 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),-0.133279 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.219551 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),-0.199714 # DEPENDENCYPART_GRANDPAR
