# _root_ Mint arról korábban beszámoltunk , márciusban csaknem kétszáz mázsa busa , harcsa és amur pusztult el a természetvédelmi területen található vajai őstóban .
#goldHeads=4,4,4,15,15,15,9,9,10,15,15,15,15,15,0,15,19,19,20,22,22,15,15,
#predictedHeads=4,4,4,15,15,15,9,9,10,12,12,15,15,15,0,15,19,19,20,21,22,15,15,
(9,2),(2,9),-0.553373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.0887295 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.31709 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.0915655 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.0798146 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.222772 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.189515 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.315387 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.505986 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.23155 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.471128 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.427987 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.525742 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.742424 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.4924 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.46353 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.628644 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.960738 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.420874 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.41687 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.33916 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.463529 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.24899 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.191865 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.159325 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.930961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.466317 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.662309 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.469212 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.438337 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.60036 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.675391 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.601265 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.832171 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.797002 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.805574 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.90333 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-0.971142 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.356429 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.374622 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.314877 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.257544 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.361817 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.224211 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.15279 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.99265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.528006 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.654633 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.660286 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.494869 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.397826 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.35843 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.249071 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.159136 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.863769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.399125 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.61108 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.401962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.409247 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.533167 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.628492 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.541958 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.738382 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.836138 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.960702 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.518015 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.52069 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.429052 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.392211 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.319617 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.326294 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.61609 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.959458 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.204482 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.180398 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.228878 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.0103697 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.100211 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.175022 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.0250083 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.639459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.29482 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.147117 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.12535 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.17156 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.233084 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.321291 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.496865 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.183058 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.359761 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.313827 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.496713 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-0.705249 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.393715 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.214023 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.672213 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-0.923563 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.257744 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.125114 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.180767 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.136657 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.202421 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.097302 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.134223 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.123992 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.07874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.632363 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.703856 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.396184 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.263716 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.237544 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0185411 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.140569 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0199251 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.949855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.58881 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.457513 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.454782 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.481955 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.672061 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.493467 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.624222 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.807109 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.923526 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.419329 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.271182 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.294942 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.271325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.089087 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.199385 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.659659 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.922282 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.123006 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.17866 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.134542 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.200313 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0196728 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0520783 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.116351 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.573016 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.576263 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.458883 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.447958 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.579047 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.473452 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.48067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.231195 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.133712 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.276159 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.459119 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.576263 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.458883 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.447958 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.579047 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.473452 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.48067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.231195 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0116723 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.103869 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.146625 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.276159 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.459119 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.654005 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.527237 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.518097 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.559003 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.584073 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.397316 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.412541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.508887 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.412196 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.639228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.361084 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.144626 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.152231 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.171328 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.291266 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.458473 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.517858 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.119039 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.382381 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.250978 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.43474 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.585747 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0749087 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.168746 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0740853 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.0491965 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.0613926 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.171997 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.0803296 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.12058 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.164634 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.650926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.11192 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.271325 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.207352 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.358083 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.499883 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.263046 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.416772 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.383874 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),-0.480589 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.657327 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.175045 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.114726 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0511939 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.125006 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.047628 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0584836 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.131199 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0686706 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0284199 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.111208 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.67801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.313485 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.134142 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.225892 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0573683 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.137545 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0353962 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0756469 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.123264 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.961265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.441296 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.581664 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.646216 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.573398 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.694213 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.790928 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-0.875548 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.336631 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.260794 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.165369 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.259673 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.127914 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.160567 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.633813 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.874304 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.112618 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.0490863 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.12289 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0455204 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0191543 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0132599 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.113326 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.114539 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.0510076 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0474417 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0210756 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0151812 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.118635 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0509985 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.110984 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.09001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.710411 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.677876 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.42147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.49771 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.40914 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.576023 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.528773 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.569024 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.512019 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.49208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0903834 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.226556 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.34615 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.442938 # DEPENDENCYPART_GRANDPAR
(12,21),(21,13),-0.090554 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.391054 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.330619 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.100053 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.252269 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.442963 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.49059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),-0.0903837 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.110989 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.38549 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.330449 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.0983914 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.252099 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.220752 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.520015 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.299119 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.119632 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.120991 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.187898 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.0615483 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.100429 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.167606 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.191764 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.256713 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.0176203 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.977221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.623056 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.572683 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.38915 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.482816 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.882401 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.615736 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.788975 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.77676 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-0.872479 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.00636323 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.056342 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.118547 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.153062 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.179275 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0848498 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0890101 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.160043 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.1837 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.288785 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.0279414 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.33339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-1.07145 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.97146 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.693529 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.803046 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.935812 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-1.23737 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-1.22516 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-1.10798 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0801796 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.104766 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.209132 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0786856 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.111221 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0441639 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.572837 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.796875 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0968823 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.255794 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.0771187 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.127956 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.149826 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.0283693 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.146246 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.0968823 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.255794 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.127956 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.149826 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0283693 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.147713 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.128181 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.231424 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.118697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.709697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.607026 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.0970211 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.127976 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.149847 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.0283484 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.147734 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.128202 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.153145 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.263699 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.709697 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.875617 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.8634 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.571266 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.884689 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.453283 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.530517 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.864218 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.888376 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.706988 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.678911 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.522343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,19),-0.232077 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.140542 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.128148 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.881599 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.814556 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.999318 # DEPENDENCYPART_GRANDPAR
