# _root_ Az a kérdés , hogy sikerül -e az előtt tárgyalóasztalhoz ültetni Szlobodan_Milosevicset , hogy a jugoszláv hadsereg teljesen kiűzi az albánokat a tartományból .
#goldHeads=5,3,5,5,0,5,6,9,11,11,6,11,6,6,17,17,19,19,6,21,19,23,19,5,
#predictedHeads=5,3,5,5,0,5,6,10,11,11,6,11,6,6,17,17,19,19,11,21,19,23,19,5,
(10,1),(1,18),-0.293219 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),0.430529 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.187718 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-0.328944 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-0.55009 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.251294 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.854887 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.70691 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.212439 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.194935 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0530965 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.433754 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.121845 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.817648 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-1.01714 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.901901 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.92529 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.356324 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.185137 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.196633 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.836398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.464616 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.57777 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.330859 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.35874 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.649089 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.152707 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.789015 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.963524 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.848314 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.317542 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.239461 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.203485 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.432367 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0176943 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.831765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.448952 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.573129 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.365995 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.424522 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.751953 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.437171 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.633212 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.137043 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.579825 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-0.720919 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.787843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.858484 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.22238 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.50111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.774159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.51553 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.378731 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.054043 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.882089 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.436539 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.297034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0105362 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0158426 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0536221 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0279528 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.229045 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.282662 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.164256 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-1.31641 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.589008 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.224909 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.882094 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.436544 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),-0.0105453 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0367773 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.042834 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.02031 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.196956 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.259928 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.234415 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.172915 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.314142 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.26145 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-1.28302 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.609792 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.640569 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.240113 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.822275 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.382618 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.452908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.03148 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.194432 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0856804 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0131184 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.21751 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.227542 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0482112 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.121355 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.105739 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.141162 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.134757 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.284001 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.438781 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.882089 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.19065 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.102002 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.133925 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.0141008 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),0.0298152 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.305483 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.42187 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.0165558 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.0433149 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.121817 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.385628 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0303635 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.173585 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.118338 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0998043 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0112389 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.28173 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.340179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),0.165017 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.0666502 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),0.0683759 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.0436875 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),0.133124 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.132173 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),0.124786 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.0514325 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.0928722 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-0.840903 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.106276 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.187541 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.129951 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0609004 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0474847 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0755475 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.0231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,19),-0.558138 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-1.2071 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.220521 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.37943 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.582874 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.324848 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.309323 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.1718 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.130665 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.11805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.373635 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.570653 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.415926 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.663206 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.653088 # DEPENDENCYPART_GRANDPAR
(11,5),(5,24),-1.22379 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.128842 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.252418 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0734525 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.106777 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0811409 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0411953 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0614803 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.391228 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.797809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.0590697 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.309578 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.208919 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.227304 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),0.0248167 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.317139 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.332844 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.15758 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.19882 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-0.921358 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.05817 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.170742 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.333185 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.166619 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.0782782 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.132633 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.453068 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.186452 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.218687 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.432759 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.19133 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.101035 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.198124 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.191442 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0500584 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.15341 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0161031 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.384948 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.550377 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.416841 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.558126 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.601394 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.642837 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.2071 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.446989 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.315003 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.123629 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.519115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0965811 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0205327 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.182858 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0948182 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0532791 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.0123975 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.427922 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.790283 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.456494 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.627915 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.647809 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.332801 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.112316 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.779838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.129329 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.46012 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.399311 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.192442 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.494047 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.627618 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.370484 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.414173 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.987647 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.00360845 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0911274 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.258601 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0374688 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0958596 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.390402 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.594478 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.552854 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.446991 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.315005 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.524162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.214984 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.052693 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.112888 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0955711 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.00421325 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.0710576 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0227841 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.0209043 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.633057 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.501677 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.452567 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.221932 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),0.0449092 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.582862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.0884359 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.153881 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0324541 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0867559 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.139147 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0589545 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.158348 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.202036 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.857241 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.0479481 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.357426 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.195076 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.419979 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.327216 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.128923 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),0.0514451 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),0.320715 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.574356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.13214 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.193135 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.0418068 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.0300925 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.120865 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.113145 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.231899 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.0707588 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.0336938 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.214418 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.0811702 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.796296 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.446989 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),0.114391 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),0.19393 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.0867308 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.102724 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),0.22378 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.0325273 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.779144 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),0.0965795 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),0.00264714 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),0.153287 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.712035 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.104355 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.636636 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0454039 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.980769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,17),-0.338787 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.556314 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.532401 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.642478 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.725709 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.156788 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.306916 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.460943 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0590436 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.09992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.553704 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.457598 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.624092 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.654382 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.733374 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.880982 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.644686 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.803304 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.698935 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.194116 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.124831 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.398596 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.306733 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.639906 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0723087 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0333334 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.03837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.561513 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.632915 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.643514 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.630832 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.397226 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.634439 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.639309 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.59296 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.671819 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.851184 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.975804 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.14105 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.456631 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.460907 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.741861 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.416698 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.41 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.37116 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.586576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.156705 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.335932 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0351212 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.320705 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.394619 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.230255 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.309247 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.476007 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.998994 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.474835 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.710988 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.01762 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.443108 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.340288 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.502015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.152683 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.188375 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.27958 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.138807 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.235642 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.186051 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.265043 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.13544 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.462753 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.696371 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.429973 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.404386 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.32567 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.589522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.194751 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.20086 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.251225 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.151164 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0527309 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.0413004 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.120293 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.433292 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.944033 # DEPENDENCYPART_GRANDPAR
