# _root_ A Gellért_Szálló igazgatója szerint Budapesten és környékén olyan sok panzió épült , hogy azokban hét-nyolcszor annyi férőhely van , mint a Gellértben .
#goldHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,17,17,18,11,18,18,22,14,11,
#predictedHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,18,17,18,11,18,18,22,14,11,
(10,5),(5,14),-0.292561 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.604477 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.537533 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-1.2222 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.490098 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.657923 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.62038 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.315829 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.289207 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.134286 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.123499 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.909561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.797773 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.53181 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.410412 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.272 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.607583 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.584033 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.563544 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.382676 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.522401 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.858492 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-0.848253 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.991036 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.458593 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.629121 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.548699 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.289485 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.166223 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.108808 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.143395 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.971134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,15),-0.641522 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.518765 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.202873 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.45579 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.731257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.591303 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.424901 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.122976 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.43489 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.338548 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.356503 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.275767 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.751067 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.404056 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.513352 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.237259 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.508695 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.590962 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.475756 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.359561 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.799038 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.832823 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.16277 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.46051 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.145141 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0350251 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.159585 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.178739 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.121844 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.338885 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.118135 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.15874 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.119623 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.231308 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.157668 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.00144457 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.210158 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.182514 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.152124 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.298559 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.526247 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.509255 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.626598 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.46051 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0216245 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.208905 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.00526194 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.346773 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0322915 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0377157 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.079414 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.185727 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.248559 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.35704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.571211 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.531298 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.511574 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.436696 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.629154 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.516774 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.387753 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.4634 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.5361 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-1.13774 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.151832 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.0030345 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.214637 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.183094 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.173934 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.170449 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.20122 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.298081 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.354728 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.460257 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.433241 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.144312 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0750874 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.253908 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.10264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.403507 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.269111 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.386453 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.258436 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.258691 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.220049 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.97415 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.106103 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.112593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.177384 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.458876 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.33613 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.314309 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.275418 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.371944 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.03913 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.155193 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.0106701 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.200932 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.185493 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.16023 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.176379 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.168655 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.18974 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.339062 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.602002 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.384692 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.523423 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.424077 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.356981 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.425228 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.236618 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.21914 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.03497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.487712 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.309736 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.361799 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.482234 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.283143 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.264393 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.926805 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.853639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.110302 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0625233 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0804814 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0242684 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.126715 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0270279 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.0398487 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.0265139 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.676076 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.0224814 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.0141933 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.793033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.183587 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.044597 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0473079 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0375892 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0488654 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.030903 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.0353439 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.710429 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),0.0708968 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.267806 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.854924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.18501 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.111311 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.129517 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.105323 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0236522 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0255623 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0380019 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),0.0258977 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.67566 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.505512 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.18822 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.147075 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.776805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.0777951 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0283846 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.00343328 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0152303 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.117334 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.0222186 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.139238 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),0.0756141 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.128568 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),0.0446165 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.0411595 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),0.0371401 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),0.161678 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),0.227219 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),0.243624 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.837129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.226606 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.10205 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0980612 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0625664 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.226725 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0406356 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.023871 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.0773045 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.333041 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),0.023679 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.67273 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.556561 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.339272 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.495663 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.378636 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.325256 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.379787 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.199779 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.173699 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.905597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.375504 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.236309 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.249696 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.356725 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.208482 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.0758633 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.192046 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.201635 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.867412 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.11733 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.035268 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.452604 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.280679 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.428787 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.297364 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.242762 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.312079 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.358933 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.166184 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.260838 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.248764 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.00201393 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.20838 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.279737 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.274501 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.193576 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.297022 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.0292332 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.277508 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.29322 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.690208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.325222 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.525993 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.428787 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.355869 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.272636 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.374313 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.00830537 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.282514 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.216471 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.253567 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.223901 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0992755 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.293595 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.189941 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.731926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.354384 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.255569 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.555272 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.631951 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.281703 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.467866 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.618425 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.899308 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.284918 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.203361 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.306807 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.0213516 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.21836 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0352366 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.306846 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.293151 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.164767 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.246032 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.527328 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.0597134 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.14521 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.128825 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.368856 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.32305 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.277887 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.478656 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.333773 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.504467 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.238035 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.867041 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.285429 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.211749 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.315195 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.0199015 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.226748 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.037943 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.176938 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.134123 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.240965 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.282837 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.218741 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.315391 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.0662832 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.232013 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0494962 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.183849 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.143645 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.277393 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0603437 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.323589 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.05832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.5697 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.453217 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.772717 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.75548 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.855729 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.563089 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.780075 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.944029 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.12612 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.66883 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.723141 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.02528 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.79361 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.213683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.100311 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.30439 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0974472 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.200477 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.115841 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.506972 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.451335 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.620013 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.705293 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.05387 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.827158 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.309728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0134325 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.162363 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.21102 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.14197 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.2864 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.39171 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.7035 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.29789 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.791466 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-1.25334 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.897178 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.916032 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.13262 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.38964 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-1.14145 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.207844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0219232 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.228857 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.187699 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.346473 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.109605 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.0267345 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.530212 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.106633 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.470373 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.963472 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.06598 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.472743 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.977928 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.514082 # DEPENDENCYPART_GRANDPAR
