# _root_ Az ÁPTF 1997 szeptemberében nem járult hozzá , hogy Happy_Bank néven egy vállalkozás alakuljon , mivel semmilyen banki tevékenységet nem végzett volna .
#goldHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
#predictedHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
(14,9),(9,19),-0.326992 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.805347 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.809612 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-1.15236 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.395862 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0602069 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.320473 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.283088 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.220738 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.148171 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.23065 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.0938222 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.170663 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0388804 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.386957 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.190547 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.32195 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.99947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.596662 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.338304 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.710387 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.13567 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.148015 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0410001 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.164066 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0704987 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.162197 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.338307 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.791392 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.809313 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.557548 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.735074 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.496892 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.79404 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.388116 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.47926 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.213066 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.652844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.351405 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.293156 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0170744 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.630062 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.635844 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.851798 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.503104 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.286391 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.111341 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.554192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.195124 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0694337 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.085723 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0213078 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.858225 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.611634 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.45495 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.458803 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.2799 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.498298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.0967269 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.00802963 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0297752 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0274465 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.227852 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),-0.222284 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.0558268 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.137666 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.161764 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.0115267 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.417434 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.246726 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.435354 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.336993 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.462104 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.275715 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.626344 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.0141573 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.105571 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.154458 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),0.160892 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.546303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.23552 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.0254025 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0654059 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0887546 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.192418 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.107692 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.212686 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.728844 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.508241 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.497992 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.310873 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.665925 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.178458 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),0.0880058 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.560303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.233148 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.0356635 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.0835393 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.172102 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.272648 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.782455 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.120137 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.159537 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.219031 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.288745 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.404529 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),-0.779501 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.12013 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.272577 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.251748 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.0923902 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.0593082 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.0874138 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.172174 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.667023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,21),-0.400425 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.149117 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.300379 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.257109 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.287637 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.118215 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.0713649 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0395957 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.0551927 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.255788 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.253946 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.131241 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.343718 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.27783 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.01023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),-0.548917 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.732298 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.645286 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.719025 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.620398 # DEPENDENCYPART_GRANDPAR
(16,6),(6,23),-1.01784 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.254729 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.241992 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.180656 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.279019 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.081085 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.021738 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.122707 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.117759 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.000283952 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.192868 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.131252 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.716256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.430677 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.492994 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.393378 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.802266 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0518645 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.133867 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.00753304 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.117188 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.257504 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.247847 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.240828 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.0748637 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.294298 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0328749 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0488145 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.157393 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.00700182 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.275099 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.196393 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.431527 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.40453 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.779502 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.251669 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.0283278 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.174143 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.17768 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.237405 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.431526 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.148278 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.30046 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.25627 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.287718 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.118233 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.312036 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.0087593 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0229842 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.0432541 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.204283 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.213686 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.280409 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0738803 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.284292 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.01022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.506357 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.548917 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.732286 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.645224 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.719025 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.620398 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.01784 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.612424 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.797084 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.666616 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.84415 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.648028 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.193262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.169976 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.130735 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.952669 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.636276 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.856498 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.686628 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.726029 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.854751 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.668284 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.220896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.140495 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.143928 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.752085 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.25421 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.832356 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.24147 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.684383 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.18311 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.725705 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.824599 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.15803 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.15597 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.907131 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.02757 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-1.16945 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.96394 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.229121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.0695638 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.104778 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.163988 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.0323165 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.288806 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.418731 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.2599 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.18305 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.72527 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.826376 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.1744 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-1.046 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-1.1694 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.963505 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.239982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,18),0.102434 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.14378 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.090778 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.431787 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.662697 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.467857 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.443419 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.598959 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.404346 # DEPENDENCYPART_GRANDPAR
(18,3),(3,23),-0.660551 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.265031 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.510996 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.275697 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.349444 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.169852 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.533194 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.460191 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.645703 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.412582 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.668601 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.40026 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.408333 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.728562 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.369228 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.446256 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.306571 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.242521 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.214205 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.579571 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.508193 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.730289 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.268354 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.29459 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.23636 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.30301 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.737133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.373915 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.448885 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.465923 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.534978 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.670093 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.486313 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.81462 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.463426 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.570556 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.351191 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.333933 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.665629 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.591406 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.354324 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.377571 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.297007 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.746226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.363245 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.459922 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.528011 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.665935 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.95967 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.504133 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.570336 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.36305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0741676 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-1.15683 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.156268 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.285474 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.188809 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.656609 # DEPENDENCYPART_GRANDPAR
(19,2),(2,23),-0.683509 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-1.41521 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.720803 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.184095 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.469492 # DEPENDENCYPART_GRANDPAR
(19,3),(3,21),-0.612545 # DEPENDENCYPART_GRANDPAR
(19,3),(3,23),-0.642027 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.35624 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.437539 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.284536 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.129713 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.265374 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.517881 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.557741 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0829722 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.895012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,1),-1.33436 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.591984 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.215681 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.383868 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.279685 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.301425 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.331625 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.360263 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.325215 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.499497 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.54098 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.285156 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.379343 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.301441 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0605106 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0945894 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.190488 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.833491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.413618 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.671825 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.343978 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.653711 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.641169 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.433063 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.332481 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.365477 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.408362 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.367496 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.548692 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.587331 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.428451 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.127328 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.332203 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0809867 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.824154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.675972 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.34716 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.652585 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.0704282 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.387168 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.26754 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0409959 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.136097 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.107935 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.1594 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.376569 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.116507 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.045232 # DEPENDENCYPART_GRANDPAR
