# _root_ A bíróságot nem annyira ez utóbbi zavarta , mint inkább a képrongálás , amelynek divatja úgy tűnik feltartóztathatatlan .
#goldHeads=2,7,7,7,6,7,0,7,7,5,12,5,5,18,18,17,18,5,7,
#predictedHeads=2,7,7,7,6,7,0,7,7,17,12,15,7,17,17,17,7,17,7,
(17,7),(7,3),-0.152195 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.1813 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.161662 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.43938 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.264398 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.351133 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.123701 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.412446 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.264881 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.262368 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.126957 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.10983 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.0474903 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.893198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),0.238052 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.251837 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.683004 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.356944 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.352592 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.387837 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.620483 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.493996 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.40322 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.244004 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.455933 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.484023 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0835315 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.17333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.0696425 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.520987 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.506439 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.173294 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.156095 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.44154 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.12319 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.290176 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.3463 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.349877 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.27613 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.0226307 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.944482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.352654 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),0.0384557 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.174152 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.184714 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.112856 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.236374 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.318002 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.181547 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.303944 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.173927 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0877632 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.145844 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.0470495 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.11192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.113281 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0365409 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),0.367283 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.104072 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.311726 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.175271 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.297845 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.205124 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.22579 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0262438 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0474649 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.113281 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.154666 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.373626 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.313965 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.326733 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0584481 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),0.130975 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.355208 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.908608 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.441973 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.576512 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.470902 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.569724 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.745844 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.451716 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.740115 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.669064 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.567694 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.477921 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.2964 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.195987 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.655695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.175684 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.662367 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.398905 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.465606 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.354172 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.642947 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.0960609 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.478441 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.454918 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.322881 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.387389 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.283908 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.491745 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.338616 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.524874 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.554882 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.439075 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.366201 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.475148 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.484668 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.303136 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.233397 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.335082 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.382672 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.264163 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.228458 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.487232 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.200571 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.368355 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.788098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,19),-0.490541 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.708247 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.547602 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.399269 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.336899 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0891333 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.381257 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.417597 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.253583 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.333152 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.436726 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.403087 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.378624 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.236572 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.50524 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.226424 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.395383 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.898397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.521396 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.614351 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.472895 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.405509 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.17025 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.454569 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.597503 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.390738 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.307873 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.312017 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.219298 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.416479 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.302402 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.90909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.517249 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.639744 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.467774 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.39032 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.477593 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.532869 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.346758 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.266761 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.393305 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.275208 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.497661 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.334139 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.524105 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.909013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,3),-0.348682 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.279884 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.0153858 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.255397 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.11016 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.243353 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.285605 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.255928 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.235723 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.408362 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.225316 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.349295 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.942156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,15),-0.481667 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.794203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,5),0.0164259 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.110177 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.24337 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.285756 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.2493 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.215628 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.135815 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.225513 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.942156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,7),-0.532537 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.26281 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.400178 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.310717 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.504529 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.899099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.524106 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.545009 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.399374 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.33662 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.0852287 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.379281 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.447286 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.312844 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.180178 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.288432 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.325452 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.294817 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.273871 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.220534 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.399441 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.177169 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.898415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.521396 # DEPENDENCYPART_GRANDPAR
