# _root_ Koszovó székhelyének , Pristinának egyik kerületében összegyűjtik az embereket , majd vonatokon és autóbuszokon elindítják őket Macedónia felé .
#goldHeads=2,4,4,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
#predictedHeads=2,7,7,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
(13,15),(15,16),0.179619 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.184858 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.030272 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.307787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.664129 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.49267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.121934 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.155606 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.777965 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.756493 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.406399 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.838792 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.702694 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.765877 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.448385 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.462349 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.572588 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.505022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0448356 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.256289 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.459342 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-1.14611 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.255225 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.881399 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.416027 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.721946 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.127772 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.598059 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.796534 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.274188 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.881212 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.721759 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.132596 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.0799852 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-0.648815 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.353277 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.598055 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.796534 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-1.26686 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.301194 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.420765 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.721759 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.132596 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.366789 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.128592 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.0240983 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.993167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.648815 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.598055 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-1.00215 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.390188 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.839511 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.384263 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.132762 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0780197 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0254683 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.0432247 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.99321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.648857 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.353319 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.850574 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-1.31335 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.435204 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-1.04863 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.537715 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.885991 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.299228 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.60055 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.534621 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.289608 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.120271 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0105546 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.922609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.669053 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.469265 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.32467 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.567156 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.796534 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.390188 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.151313 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.38231 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.488061 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.155598 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.038974 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0451902 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.993167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,18),-0.353277 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-1.29491 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.468948 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.542872 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.292353 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.614477 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.51618 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.323351 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0244983 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.17308 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.931591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.689459 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.478247 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.329322 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.572017 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.62203 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.340767 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.395272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.247329 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.15637 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.62493 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.615503 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.36022 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.20076 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.845794 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.469906 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.275251 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.503104 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.294328 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.468426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,17),-0.0151793 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.266143 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.41291 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.0752208 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.286268 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.0797114 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.365435 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.231163 # DEPENDENCYPART_GRANDPAR
(15,1),(1,19),-0.861083 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.459707 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.0926231 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.285056 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.364223 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.234965 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.214242 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.55933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,18),-0.371735 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.859909 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.459707 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.40514 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.141567 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.0834274 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.364223 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.234965 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.270543 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.151804 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.00775771 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.228757 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.55933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,19),-0.859909 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.563329 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.314773 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.469648 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.26045 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.302652 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.206863 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.283274 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.0296514 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.00302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,17),0.0029894 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.537606 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.455223 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.400656 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.141893 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.274014 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.0238985 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.280583 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.55933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,18),-0.371735 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.525439 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.455019 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.223895 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.328377 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0726411 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.410465 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.41359 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.359204 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.297301 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.265045 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.0956577 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.303113 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.140857 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.3337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),0.19695 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.0474216 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),0.00252008 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.573829 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.281062 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.0216622 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.360292 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.299756 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.160079 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.218661 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0113404 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.190911 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.225174 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.55933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,18),-0.371735 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.746165 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.678417 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.397865 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.551775 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.30399 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.631004 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.639955 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.530123 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.533872 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.457046 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.215079 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.406138 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0214358 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.61204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.427015 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.356442 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.843461 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.459707 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),0.0242251 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.234095 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.293376 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.260569 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.200747 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.281602 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.186492 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.228757 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.371735 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.612276 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.394574 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.298461 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.637946 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.524527 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.467731 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.453754 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.462224 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.208335 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.103767 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.6372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.439673 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.364321 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.8514 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.459707 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.40514 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.141567 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.278498 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.293376 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.260569 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.200747 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.281602 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.00119898 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.16685 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.491768 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.371735 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.181201 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.13672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),0.0221321 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.395551 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.612745 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.673832 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.37623 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.337368 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.88829 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.819524 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.477571 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.692881 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.772048 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.677572 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.536752 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.619942 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.415583 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.569891 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.179068 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.103721 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.434468 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.703714 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.648857 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.407276 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.643498 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.0812841 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.657993 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.565861 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.34985 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.405284 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.283591 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.625886 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.247158 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.569052 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.533236 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.01914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-1.16072 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.888088 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.95268 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.703714 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.648857 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.407276 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.643498 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),0.0812841 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.657993 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.599836 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.566577 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.381905 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.423675 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.336001 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.658595 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.302043 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.601761 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.01914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-1.16072 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.888088 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.95268 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.16393 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.11042 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.72258 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.10506 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.11261 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.844131 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.738978 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.717152 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.12016 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.679468 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.06333 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.643795 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.643063 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.892133 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.392168 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.440925 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.776962 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.269244 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.23058 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.27416 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.143207 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.249536 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.445384 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.836409 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.599835 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.544584 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.581746 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-1.00886 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.297143 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.397968 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.337413 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.432296 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.256163 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.217242 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.01475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.421429 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.637933 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.892133 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.808587 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.432446 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.973383 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.776962 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.269244 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.23058 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.27416 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.404475 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.161031 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.07633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.445384 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.500862 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.338108 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.171759 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.406331 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.401637 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.179019 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.358645 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.28299 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.290761 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.192919 # DEPENDENCYPART_GRANDPAR
(18,1),(1,19),-0.378295 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.39024 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.198061 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.358565 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.290681 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.197816 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.0662911 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.00650764 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.825785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.378295 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.39024 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.344684 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.15974 # DEPENDENCYPART_GRANDPAR
