# _root_ Krőzsel pénzügyi okokkal magyarázta , hogy az ORFK vezetése csökkentette a MESZ létszámát , pedig elégedett volt az eddigi tevékenységével .
#goldHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,4,4,17,4,20,20,17,4,
#predictedHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,10,17,17,4,20,20,17,4,
(12,20),(20,11),-0.775022 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.589131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.0609823 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.248705 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.229308 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.187978 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.427922 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.361566 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.385296 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.522877 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.546931 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.638882 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.157783 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.112091 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.247719 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.00541514 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.00158134 # DEPENDENCYPART_GRANDPAR
(13,1),(1,14),-0.620652 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.844878 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.935523 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.87502 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.420599 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.744043 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.738109 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.240646 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.281109 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.351975 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.162144 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.527266 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.0225277 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.181106 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.146656 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.31927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.628461 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.729618 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.584173 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.860691 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.821873 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.873968 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.845222 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.49531 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.749645 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.812721 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.352245 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.267467 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0895003 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.456817 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0141006 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.212256 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.32391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.593324 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.670141 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.600603 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.877789 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.87861 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.846394 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.177526 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.320496 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.229956 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.38083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,1),-0.446898 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.765163 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.183023 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.145006 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.325969 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.240776 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.131985 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.293977 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.38083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.620652 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.685963 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.844878 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.935524 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.420334 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.742519 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.737844 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.270442 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.223287 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.290705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.420983 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.104941 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.473473 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.181106 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.147254 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.31927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.628461 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.729618 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.584173 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.86069 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.733039 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.821873 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.873968 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.845222 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.147366 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.619931 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.248382 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.370339 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.38083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,20),-0.935523 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.854169 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.05576 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.17158 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.603262 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.483216 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.623907 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.537062 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.905059 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.447061 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.147927 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.235857 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.870897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.196399 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.288309 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.600158 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.516791 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.48804 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.526442 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.566378 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.628624 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.539804 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.410177 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.161511 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.238599 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.852037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.213806 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.301358 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.363683 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.323047 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.441241 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.871234 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.04605 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.18863 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.60309 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.527519 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.695387 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.742523 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.554113 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.922121 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.446888 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.162788 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.252908 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.951649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.349058 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.226452 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.05402 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.423672 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.491594 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.450096 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.495375 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.801694 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.602294 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.22499 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.301089 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.782895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.219616 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.30538 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.088612 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.414488 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.326018 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.332601 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.480746 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.0051547 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.175945 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.163941 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.202107 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.181878 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.0350148 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),0.163108 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.0657889 # DEPENDENCYPART_GRANDPAR
(15,1),(1,17),-0.288204 # DEPENDENCYPART_GRANDPAR
(15,1),(1,20),-0.317731 # DEPENDENCYPART_GRANDPAR
(15,1),(1,21),-0.676702 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.256849 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.185473 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.173783 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.66568 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.255062 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.0632914 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.202108 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.163108 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.288204 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.676702 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.238981 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.0200028 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.19804 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.179054 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.19327 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0978808 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.105535 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.134316 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),0.14245 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.253365 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.0238407 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.365113 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.0888425 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.06923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.242884 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),-0.605604 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.74461 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.621854 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.916943 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.215075 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),0.0103874 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.174035 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.1391 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.127116 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.0415199 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.196624 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.214013 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.080826 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.428736 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.0490222 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.767788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.035377 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.378432 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.315934 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.698836 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.109051 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.0909693 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0950557 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.436105 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.253658 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.213467 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.108043 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.0964001 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.0899867 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0998463 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0692122 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0853139 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.433262 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.0663666 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.727774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.288204 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.317732 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.241826 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.0205503 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.200885 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),0.120394 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.067852 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.21014 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0842212 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0583859 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.183475 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.254337 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.0226349 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.363907 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.0897892 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.06923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.242884 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.605603 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.777973 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.74461 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.621854 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.916943 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0386201 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),0.0122335 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.102923 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.191017 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.436118 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.317731 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.255065 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),0.108271 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.0982045 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.0901887 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0992047 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.070619 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.165646 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.108166 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.196542 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0429778 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0657882 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.727774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0301156 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.288204 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.317731 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.429928 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.292222 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.69064 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.430761 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.560397 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.569169 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.22155 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.55307 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.258992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,19),-0.0495373 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.362413 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.344164 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.25648 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.714247 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.21544 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.769114 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.614535 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.666798 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.702366 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-1.07279 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.834739 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.769947 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.830135 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.951323 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.603706 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.882431 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.107204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.52398 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.22169 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0572863 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.307229 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.334639 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.25899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.48518 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0868819 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.484812 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.75095 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.614802 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.62948 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.28186 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.573949 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.264083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.475355 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.323511 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.161665 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0247993 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.348748 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.703491 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.73239 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.408459 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.619239 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.609453 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.611807 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.774091 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.872032 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.61994 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.534931 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.572043 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.744327 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.600136 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.471 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.746791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.582051 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.416465 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.390052 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.643741 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.82771 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.812116 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.532579 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.768757 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.629929 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.673572 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.773356 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.546099 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.478554 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.64387 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.416333 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.505128 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.762235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.585936 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.392372 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.640791 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.554874 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.506983 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.477202 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.646221 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.705511 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.732389 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.410479 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.617494 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.512983 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.456117 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.576675 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.670308 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.77048 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.534931 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.571446 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.74373 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.600111 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.471594 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.746791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
