# _root_ Az új idők igényeihez igazodva ez a cég is szeretne a nagyok beszállítójává válni , hiszen a multiknak és a bankoknak is kellenek a jól zárható , biztonságos iratszekrények .
#goldHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
#predictedHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
(6,10),(10,19),-0.33195 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.164786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.255052 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.00962611 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.513156 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-0.294652 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.0299428 # DEPENDENCYPART_GRANDPAR
(6,10),(10,28),-0.293048 # DEPENDENCYPART_GRANDPAR
(6,10),(10,29),-0.156321 # DEPENDENCYPART_GRANDPAR
(6,10),(10,30),-1.03321 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.565096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.292971 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.158719 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0251874 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.718276 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.667826 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.565096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.255425 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.289964 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.158719 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0251874 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.114723 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.152144 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.701462 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.65309 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.743789 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.899586 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.707369 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.543706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.206513 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.277612 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.296582 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.190387 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0612706 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.147703 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0949565 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.154973 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.273498 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.146595 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.114357 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.322749 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.135193 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.164939 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.247007 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),0.0117043 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.505029 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-0.291506 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.0298107 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-0.289902 # DEPENDENCYPART_GRANDPAR
(6,14),(14,29),-0.156474 # DEPENDENCYPART_GRANDPAR
(6,14),(14,30),-1.03214 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.620736 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.68056 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.836357 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.678374 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.710057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),-0.43873 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.488388 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.310824 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.13134 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.296796 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.244051 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0530742 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.288714 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.00392137 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.344409 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.468533 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.394991 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.429334 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.217271 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.685198 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.44623 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.209226 # DEPENDENCYPART_GRANDPAR
(6,16),(16,28),-0.445009 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.386524 # DEPENDENCYPART_GRANDPAR
(6,16),(16,30),-1.07727 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.224904 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.184588 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.840677 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.502848 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.260468 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.226797 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.00376834 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.311626 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.405507 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.0357204 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.300041 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.00269079 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.350281 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.403941 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.178951 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.672449 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.441606 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.201729 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.440386 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-0.341813 # DEPENDENCYPART_GRANDPAR
(6,19),(19,30),-1.14604 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),0.184588 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.187967 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.264868 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),0.173186 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.0899681 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.35766 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.403069 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),0.0080453 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.392336 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.480614 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.00335668 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.442917 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.234092 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.715228 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.439561 # DEPENDENCYPART_GRANDPAR
(6,22),(22,29),-0.380421 # DEPENDENCYPART_GRANDPAR
(6,22),(22,30),-1.13785 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.701462 # DEPENDENCYPART_GRANDPAR
(6,23),(23,2),-0.65309 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.743789 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.899586 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.707369 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.543706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,8),-0.279703 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),-0.296774 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),-0.190388 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.0612706 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),-0.149794 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),-0.0970473 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.0703135 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.24293 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.284953 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),0.0981305 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.223037 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.348479 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),0.0867285 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.273619 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.311054 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),0.067137 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.507794 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.291506 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.0405606 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-0.289902 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-0.158083 # DEPENDENCYPART_GRANDPAR
(6,23),(23,30),-1.03609 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),0.0495348 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.401358 # DEPENDENCYPART_GRANDPAR
(6,25),(25,29),-0.342795 # DEPENDENCYPART_GRANDPAR
(6,26),(26,14),0.01289 # DEPENDENCYPART_GRANDPAR
(6,26),(26,18),-0.341885 # DEPENDENCYPART_GRANDPAR
(6,26),(26,20),0.109903 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),-0.392466 # DEPENDENCYPART_GRANDPAR
(6,26),(26,22),-0.435467 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.102576 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),0.0418469 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.606165 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.0627241 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-0.35333 # DEPENDENCYPART_GRANDPAR
(6,26),(26,29),-0.295968 # DEPENDENCYPART_GRANDPAR
(6,26),(26,30),-1.14636 # DEPENDENCYPART_GRANDPAR
(6,28),(28,22),-0.435467 # DEPENDENCYPART_GRANDPAR
(6,28),(28,24),0.0418469 # DEPENDENCYPART_GRANDPAR
(6,28),(28,25),-0.606165 # DEPENDENCYPART_GRANDPAR
(6,28),(28,26),-0.335667 # DEPENDENCYPART_GRANDPAR
(6,28),(28,27),-0.121504 # DEPENDENCYPART_GRANDPAR
(6,29),(29,12),-0.114723 # DEPENDENCYPART_GRANDPAR
(6,29),(29,17),0.184588 # DEPENDENCYPART_GRANDPAR
(6,29),(29,18),-0.187967 # DEPENDENCYPART_GRANDPAR
(6,29),(29,19),-0.264868 # DEPENDENCYPART_GRANDPAR
(6,29),(29,20),0.173186 # DEPENDENCYPART_GRANDPAR
(6,29),(29,21),-0.238549 # DEPENDENCYPART_GRANDPAR
(6,29),(29,22),-0.304244 # DEPENDENCYPART_GRANDPAR
(6,29),(29,24),0.10513 # DEPENDENCYPART_GRANDPAR
(6,29),(29,25),-0.574066 # DEPENDENCYPART_GRANDPAR
(6,29),(29,26),-0.193402 # DEPENDENCYPART_GRANDPAR
(6,29),(29,27),0.0344281 # DEPENDENCYPART_GRANDPAR
(6,29),(29,28),-0.192564 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.447515 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.822005 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.817084 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.638996 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.550677 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.66752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.101796 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.284731 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.36913 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.356567 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.22739 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.32304 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.324642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.467051 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),-0.315272 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.656654 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.923355 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.685164 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.922723 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.68476 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.474723 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.373603 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.05197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,2),-0.787562 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.494881 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.557481 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.376979 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.923495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.411333 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.600503 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.463955 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.570657 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.192671 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.367819 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.475077 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.441215 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.595945 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.472065 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.444411 # DEPENDENCYPART_GRANDPAR
(8,5),(5,27),-0.335288 # DEPENDENCYPART_GRANDPAR
(8,5),(5,29),-0.638895 # DEPENDENCYPART_GRANDPAR
(8,5),(5,30),-0.986118 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.744519 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.469337 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.531948 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.438899 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.59865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0884708 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.135618 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.138417 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.245119 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),0.275384 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.0284333 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.152972 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.153759 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.0898073 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.270407 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.149202 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),0.0236435 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.473056 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-0.531849 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),0.00409694 # DEPENDENCYPART_GRANDPAR
(8,6),(6,28),-0.631605 # DEPENDENCYPART_GRANDPAR
(8,6),(6,29),-0.313357 # DEPENDENCYPART_GRANDPAR
(8,6),(6,30),-0.754247 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.41735 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0717436 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.116416 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.304239 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.116117 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.304187 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.384858 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.250796 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.137293 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.301228 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.377674 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.541777 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.122481 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.180736 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.05667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.691258 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.906896 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.94129 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.84698 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.693709 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.721907 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.833874 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-1.22835 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-1.04115 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-1.14445 # DEPENDENCYPART_GRANDPAR
(9,5),(5,27),-0.84621 # DEPENDENCYPART_GRANDPAR
(9,5),(5,29),-1.21339 # DEPENDENCYPART_GRANDPAR
(9,5),(5,30),-1.13211 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.352291 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.405237 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.569346 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.274006 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.2297 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.06595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.646789 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.930923 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.965317 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.79942 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.68725 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.729133 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.11751 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.829541 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.25238 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-1.05043 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-1.09689 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-1.05541 # DEPENDENCYPART_GRANDPAR
(9,6),(6,26),-0.739729 # DEPENDENCYPART_GRANDPAR
(9,6),(6,27),-0.839751 # DEPENDENCYPART_GRANDPAR
(9,6),(6,28),-0.746806 # DEPENDENCYPART_GRANDPAR
(9,6),(6,29),-1.23742 # DEPENDENCYPART_GRANDPAR
(9,6),(6,30),-1.19978 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.04085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.0930047 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.378109 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.540437 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.257849 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.134615 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0862091 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.790385 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.983687 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.4339 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.59801 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.937176 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.849662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.824095 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.16552 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.504899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0690961 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.353308 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.387702 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.298516 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.346566 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.326733 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.254699 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.539894 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.437197 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.674766 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.581375 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.597548 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.646263 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.348741 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.499067 # DEPENDENCYPART_GRANDPAR
(9,10),(10,28),-0.355435 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-0.659814 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.791167 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.609885 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.608738 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.10618 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.140442 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.12298 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.674844 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.609885 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.850311 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.585117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.10618 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.140442 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.289374 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.257137 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.790385 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.983687 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.43196 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.59607 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.937113 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.849353 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.824095 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.16359 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.516737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.206028 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.242459 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.442432 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.476826 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.348064 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.320872 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.254219 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.545196 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.430179 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.312509 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.680068 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.575515 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.600242 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.640234 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.348257 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.500565 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.35495 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.665116 # DEPENDENCYPART_GRANDPAR
(9,14),(14,30),-0.792757 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.761589 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.10404 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.26815 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.707854 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.630909 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.831375 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.619001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.104705 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.115952 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.361835 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.396229 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.260515 # DEPENDENCYPART_GRANDPAR
