# _root_ Az internacionális BEK-döntő első mérkőzésén a magyar bajnok 4:2-re győzött , s ha csak ezt tekintjük , a Marczibányi téri visszavágó nem ígér különösebb izgalmakat .
#goldHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,23,23,21,20,21,23,23,12,25,23,12,
#predictedHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,12,23,19,20,21,23,23,12,25,23,12,
(12,16),(16,15),0.0676594 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.239426 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.341529 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.142161 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0818345 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.0274579 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.177842 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.154799 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.216783 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),0.0778173 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.417088 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.134114 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.469013 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0650223 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.564073 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.209204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.428169 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.0247817 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.115879 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.219868 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.179087 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.409333 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.13524 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.106372 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),0.0392574 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.414507 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.457264 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.47213 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.507684 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.575836 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.594482 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.19996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.444145 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.0343527 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.134114 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.230502 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.215593 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.468143 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.108499 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.127937 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.0140055 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.409334 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.333903 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.206869 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.0918629 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.0865942 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.197637 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),0.132475 # DEPENDENCYPART_GRANDPAR
(12,23),(23,2),-0.717076 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),-0.869306 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-0.793876 # DEPENDENCYPART_GRANDPAR
(12,23),(23,7),-0.767278 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-0.894769 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.944254 # DEPENDENCYPART_GRANDPAR
(12,23),(23,11),-0.942407 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.250374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,13),0.390893 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.0923534 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.0650813 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),0.159626 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),0.117675 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.529305 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.190593 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.148139 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.0215481 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.00941534 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.194878 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),0.124376 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.397616 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),0.0247817 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),0.115879 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.409333 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.135239 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.0338802 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.109298 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.120066 # DEPENDENCYPART_GRANDPAR
(12,25),(25,6),-0.47213 # DEPENDENCYPART_GRANDPAR
(12,25),(25,7),-0.507684 # DEPENDENCYPART_GRANDPAR
(12,25),(25,12),-0.19996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,25),(25,13),0.444145 # DEPENDENCYPART_GRANDPAR
(12,25),(25,14),-0.0343524 # DEPENDENCYPART_GRANDPAR
(12,25),(25,15),0.134114 # DEPENDENCYPART_GRANDPAR
(12,25),(25,18),-0.468141 # DEPENDENCYPART_GRANDPAR
(12,25),(25,19),-0.108493 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),-0.127926 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),0.0646881 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),0.0972135 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),0.130705 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.261798 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.518887 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.396104 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.094052 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.219597 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.115843 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.194763 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.304461 # DEPENDENCYPART_GRANDPAR
(13,3),(3,26),-0.830751 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.396104 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.094052 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.160469 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.446605 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.41991 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0762071 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.115843 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.194763 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.304461 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.383245 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.470853 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-0.830751 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.396104 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.094052 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.160469 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.446605 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.254479 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.426897 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0855141 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.194763 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.429817 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.128646 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.240754 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.495466 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.334763 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.429713 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.126153 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.23101 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.262337 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.41811 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.236247 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.978672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.458065 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.497363 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.698782 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.645898 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.780916 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.780796 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.828447 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.78639 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.76551 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.960424 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-1.07011 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.143719 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.208527 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.302537 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.141002 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.198783 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.382175 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.485108 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.661123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.268358 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.285606 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.465448 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.371251 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.92658 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.564808 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.737553 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.535843 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.553056 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.549499 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.642169 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-0.848785 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.892164 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.638038 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.0256758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,19),-0.182535 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.00649102 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.136149 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),0.101864 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.412145 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.989486 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.777821 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.14253 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.23653 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.04241 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.773024 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.13278 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.820072 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.21158 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.06864 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.965292 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.201616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.116111 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.114692 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0160218 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.167491 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.342841 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.130175 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.153314 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.0556541 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),0.0661847 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.114896 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.0585992 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.494824 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.777099 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.565883 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.832124 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.561305 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.896038 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.772407 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.644129 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.14754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.166996 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.204503 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.196136 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.118282 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.158415 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.231967 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.0790012 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),0.0216198 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.777822 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-1.14253 # DEPENDENCYPART_GRANDPAR
(13,23),(23,5),-1.23654 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-0.773025 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-1.13278 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-1.21158 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-1.06864 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.965292 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.202739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.114986 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),0.113236 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),0.105978 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.000918052 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.259171 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.374828 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.139345 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.185876 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.160051 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.103944 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.0316562 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.486305 # DEPENDENCYPART_GRANDPAR
(13,24),(24,14),0.257306 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),0.207135 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.103719 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.238631 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.0496042 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.00493464 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),0.122066 # DEPENDENCYPART_GRANDPAR
(13,25),(25,6),-0.832124 # DEPENDENCYPART_GRANDPAR
(13,25),(25,7),-0.561305 # DEPENDENCYPART_GRANDPAR
(13,25),(25,12),-0.644129 # DEPENDENCYPART_GRANDPAR
(13,25),(25,13),-0.14754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,25),(25,14),0.166996 # DEPENDENCYPART_GRANDPAR
(13,25),(25,15),0.204504 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),-0.158413 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),-0.231961 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),-0.07899 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.0388724 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.0493391 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),0.108527 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.0626343 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.491391 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.250159 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.50126 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.335884 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.469407 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.330768 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.29685 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.448635 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.310263 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.321783 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.385613 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.394372 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.310958 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.935973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.416648 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.689444 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.543878 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.704079 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.626026 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.689458 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.716494 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.665378 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-0.863424 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.985163 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.554622 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.390135 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.385019 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.503304 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.364514 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.442624 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.498766 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.377279 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.972972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.420903 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.676039 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.488421 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.738162 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.622016 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.725162 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.624014 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.70309 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.661344 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.835524 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-0.96815 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.388091 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.382976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.362471 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.465992 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.449256 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.477262 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.972881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.671758 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.486595 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.724813 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.698809 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.661443 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.835175 # DEPENDENCYPART_GRANDPAR
(14,13),(13,26),-0.968104 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),-0.0355293 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.350784 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.379511 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.660322 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.883549 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.73191 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.836945 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.720823 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.682096 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.768697 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.687699 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.617509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.0355295 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.232282 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0527873 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.349914 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.261652 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.21441 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.489874 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.85542 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.792877 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.787761 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-0.808597 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.767256 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.776073 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.728435 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.830307 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.774303 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.576569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.0519575 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.25332 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.202445 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.357102 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.324137 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.230795 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.311211 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.223033 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.310479 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.399752 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.599169 # DEPENDENCYPART_GRANDPAR
(14,25),(25,6),-0.73191 # DEPENDENCYPART_GRANDPAR
(14,25),(25,7),-0.836945 # DEPENDENCYPART_GRANDPAR
(14,25),(25,12),-0.768697 # DEPENDENCYPART_GRANDPAR
(14,25),(25,13),-0.687699 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-0.617509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,15),-0.0355293 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),-0.349912 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.261646 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.214399 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.244583 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.223985 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.259332 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.252681 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.697 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.422984 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.242029 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.349924 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.136985 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.504701 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.257927 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.253109 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.223268 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.390574 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.188825 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.271937 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.0855116 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.426713 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.217186 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.202657 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.187747 # DEPENDENCYPART_GRANDPAR
