# _root_ halaber , batzarkide eta parlamentario ugari ere agertu ziren hitzordura , eta hainbat euskal_erakunde nazionaletako ordezkariek ongi etorria eman zioten ekimenari .
#goldHeads=0,3,4,8,4,4,0,12,8,8,10,0,16,16,16,19,19,17,12,19,19,21,
#predictedHeads=0,3,4,8,4,5,0,12,8,8,10,0,14,16,14,19,19,19,12,19,19,21,
(14,19),(19,9),-0.542781 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.469344 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.237791 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.262101 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.142686 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.506129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.0289457 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.190496 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.133663 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.261218 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.294232 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.215329 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.216769 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.304019 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.398774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.0848959 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.0810025 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.127548 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.153863 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.153946 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.180068 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.349219 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.359049 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.232487 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.281197 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.461188 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.633382 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.288697 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.111918 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.283888 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.0307123 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.43866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.550235 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.702722 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.454123 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.154191 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0465584 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.855007 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.232486 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.281195 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.461187 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.213157 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.183006 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.151752 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.360799 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.43866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.878449 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.550235 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.968029 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.702722 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.885898 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.981351 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.454122 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.587898 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.443841 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.509453 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.669286 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.442008 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.425467 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.363107 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.620657 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.331567 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.10583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.403542 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.737225 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.490671 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.730773 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.751284 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.298968 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.418549 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.405276 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.582208 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.793168 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.806491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.442603 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.425467 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.331422 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.10583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.578453 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.33437 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.490671 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.730772 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.753381 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.299013 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.138208 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.40082 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.181925 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.178805 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.61814 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.158478 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.0334811 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.298136 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.386733 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.267962 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.184946 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.00966912 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.17877 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.0247139 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.0797117 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.285283 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.82181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,18),-0.211676 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.817512 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.621909 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.134932 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.427605 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.134161 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.182439 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.17906 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.618395 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.157964 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.351968 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.137677 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.272273 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.110512 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.344132 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.306945 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.290347 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.371126 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.0676113 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.056912 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.18328 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.0693011 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.172136 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.35657 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.814881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.25879 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.203879 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.818151 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.873245 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.614113 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.423911 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.130887 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.496413 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.212682 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.817612 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.0727902 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.190967 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.158477 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.273451 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.461276 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.216624 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.763051 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.208661 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.304423 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.78151 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.189297 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.103336 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.786753 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.298136 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.165888 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.369897 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.139708 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.75192 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.19207 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.00812805 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0987815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.285283 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.430576 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.82181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.211676 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.817512 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.621909 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0557807 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.222793 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.703793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,4),-0.130885 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.496411 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.212682 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0662967 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0965986 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0539782 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0734551 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.461277 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.791856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.216624 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.181716 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.763051 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.853395 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.591949 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.20866 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.169028 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.104287 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.275541 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.75257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.160931 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.142436 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.514901 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.398564 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.411116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.104823 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.305411 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.34047 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.165361 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.145865 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.0185409 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.373255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0298254 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.487444 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.748292 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.274011 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.114667 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.738526 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.367389 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.81027 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.538738 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.438325 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.52804 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.892791 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.248321 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.234446 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.182525 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.159232 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.141808 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.0146387 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.481331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.0352519 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.131663 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.676209 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.137201 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.176235 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.225837 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.145865 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),0.0185409 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.373255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.0298254 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.237601 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.264371 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.56294 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.115911 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.248111 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.156087 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.127588 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.197309 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.197804 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.145975 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.235363 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.243251 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.254945 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.254674 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.2454 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.115507 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.193356 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.138156 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.116556 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.118922 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.784505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.487625 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.504198 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.49905 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.575779 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.263412 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.427903 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.317762 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.322962 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.359316 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.210311 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.518212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.309979 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.355957 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.372062 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.107324 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.322962 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.359316 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.210311 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.518212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.138271 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.152535 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.276594 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.107324 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.206824 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.379992 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.298079 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.620504 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.356848 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.0425255 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.0862001 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.206 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.0524015 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.10756 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.0718832 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.973312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.640882 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.827445 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.259082 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-1.18452 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0507015 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.195099 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.610123 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.227223 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.419452 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.173385 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.210369 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0972146 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.105876 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.231024 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.223537 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.030958 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.138705 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.943352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.586421 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.86161 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.797485 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.409857 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.104447 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.194148 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0893132 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0205226 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.182988 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.904072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,3),-0.524378 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.236144 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.417361 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.173391 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.208277 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.0972034 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.114798 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.23103 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0145165 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0668096 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.137626 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.943515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.586432 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.861621 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.797648 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.409868 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.501875 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.427713 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.107043 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.849861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,21),-0.703994 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.846625 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.442469 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.738849 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.897763 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.616711 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.482742 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.2958 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.530524 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.422214 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.321123 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.457667 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.336764 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.223872 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.390804 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.0844883 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.625035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.684374 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.333955 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.580585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.422645 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.340821 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.21997 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.393999 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.0488637 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.51768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.0868317 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.57021 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.323154 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.170211 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.339353 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.453417 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.195595 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.437651 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.0752855 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.286521 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.15012 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.331986 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.575288 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.119326 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),0.0309188 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.17378 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.275456 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.164755 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),0.115006 # DEPENDENCYPART_GRANDPAR
