# _root_ berrogei urte hor_nonbait kalkulatu zizkion , gizonak gaztaroa aspaldi utzi eta heldutasunaren goi_mailara heltzen direneko adina , nahiz_eta arintasun fisikoa jadanik gain_behera joan .
#goldHeads=2,4,4,0,4,5,10,10,10,11,16,13,14,11,14,2,16,0,23,19,23,23,4,23,
#predictedHeads=2,4,4,11,4,5,10,10,10,11,0,13,14,11,14,14,16,0,23,19,23,23,14,23,
(10,21),(21,22),-0.454321 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.168465 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.53308 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.352529 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.148414 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),0.00313691 # DEPENDENCYPART_GRANDPAR
(10,23),(23,2),-0.612856 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-0.263346 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.235505 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.39677 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-0.274837 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.043048 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.554492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,11),-0.333631 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),-0.392731 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),-0.45422 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.116937 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.469025 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.370607 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),0.018975 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.135545 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.553517 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.500237 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.315138 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.429683 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),0.066674 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.176063 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.202087 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0668026 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.214842 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.286129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,2),0.10253 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0634873 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.127033 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.428356 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.413244 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0869199 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.34656 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.14162 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.31366 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0215638 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.260974 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.172164 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.21365 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.438828 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.41122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.115662 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.217944 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.354346 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.304936 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.271516 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.45484 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.289885 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.260619 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0924143 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0515994 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.334333 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.247598 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.218207 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.306818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,4),-0.011454 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.130936 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.278415 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.21484 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0108897 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.112555 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0633298 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.264608 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.231571 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),0.0837318 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.214831 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.227805 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.00476407 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0108899 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0633298 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.266831 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.231573 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),0.0837318 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.135314 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0479033 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.330827 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),0.087088 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.428356 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.413244 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.271622 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.101949 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.0840164 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.298036 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0235345 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.271523 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.186759 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.286666 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.418162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.118636 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.220917 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.357307 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.309357 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.274489 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.275741 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.526467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.516215 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.500786 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.292846 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.0848742 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.0833418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.342002 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.169133 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.286249 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.166577 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.17329 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.158066 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.0943956 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.181131 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.0032289 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.0848742 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.0833418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.529473 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0217569 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.169133 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.260311 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.286249 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.347665 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.28939 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.321702 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.0236402 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.287901 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.29379 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.380526 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.119858 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.0649243 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.131056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.437666 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.335385 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.044902 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.370765 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0834982 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.365043 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.187382 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0911061 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.0843424 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.0670687 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),0.163829 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.410179 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.313399 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.0848742 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.0833418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.528964 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.426682 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.228297 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0717322 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0781914 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.260311 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.105106 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.180539 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.228511 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.213453 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),0.0503492 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.286249 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.204721 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.13444 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.00109526 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.255055 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.228297 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.373097 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.0380229 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.180539 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.228511 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.213453 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),0.0503492 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.286249 # DEPENDENCYPART_GRANDPAR
(11,23),(23,2),-0.347951 # DEPENDENCYPART_GRANDPAR
(11,23),(23,3),-0.286912 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.311673 # DEPENDENCYPART_GRANDPAR
(11,23),(23,7),-0.294076 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.380812 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.117381 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.0548954 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-0.0991499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,12),0.493644 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),0.391362 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),0.147793 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),0.0535032 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.336986 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),0.0108867 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),0.305672 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),0.154467 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.23435 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.124518 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.116496 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.265167 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.933899 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.472142 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.516593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-1.11038 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.175672 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.814104 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.556068 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.258101 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.050607 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.985647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.690219 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.597056 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.206181 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.796526 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.335067 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.964671 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.316268 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.394098 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.573146 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.115013 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.961386 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.463947 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.437235 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-1.12906 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.268264 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.799277 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.544614 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.255333 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.23307 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.995577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.700149 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.594969 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.20761 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.806338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.319912 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.599926 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.571064 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.673593 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.768171 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.434253 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.26997 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.0153 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.464979 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.540134 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.284524 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.539945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.285757 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.090529 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.174458 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.370002 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.308399 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.400812 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.945718 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.123389 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.194255 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.174153 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.264684 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.019272 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.756084 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.14575 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.762187 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.19289 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-1.06401 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.732437 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.0271151 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0923915 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.246179 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.196507 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.07564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.513882 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.0799156 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.776171 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.490501 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.488622 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.326714 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-1.1585 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.959698 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0506189 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.239828 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-1.18755 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0462046 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.628506 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0139521 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.300439 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.050609 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.916858 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.260521 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.239827 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0462044 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-1.06361 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0139523 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.300439 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-1.09109 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.757444 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0985783 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.260404 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.174153 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.264684 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.777357 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.144036 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.248225 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-1.09406 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0435374 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.931963 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.594941 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0332534 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.240709 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.20003 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.07591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.514142 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.0806562 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.776443 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.194135 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.615601 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.234251 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.324464 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.488881 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.0584063 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.804844 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.135841 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.168867 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-1.11273 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.136129 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.917136 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.583487 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0360212 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0329204 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.323148 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.08584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.512054 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.0820853 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.786255 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.17898 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.500703 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.486799 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0147323 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0939048 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.05588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.0616794 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.424698 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.25417 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.387427 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.551279 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.30328 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.376728 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.40799 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.07434 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.21584 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.325994 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.126565 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.1454 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.7335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.108723 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.276022 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.144121 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.164514 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.00935206 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.205479 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.000882299 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0836073 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.177928 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.694089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.380729 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.296388 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),-0.0473574 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0354999 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.042557 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.119345 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0560124 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.0743249 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.203537 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.174441 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.341962 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.279868 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.0466911 # DEPENDENCYPART_GRANDPAR
(14,3),(3,21),-0.167411 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-0.256182 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.161131 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.227215 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.0432352 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0420083 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0301569 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.110999 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.0609259 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.0435937 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.104386 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.0129347 # DEPENDENCYPART_GRANDPAR
