# _root_ agentzien_arabera , bi alderdi abertzaleek lan horretan dihardute egun hauetan , eta oraindik ez dute erabaki osoko zuzenketa aurkeztuko duten .
#goldHeads=12,1,4,8,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
#predictedHeads=8,1,4,6,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
(16,14),(14,18),0.126795 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.0167749 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.0575384 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.259813 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.073374 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0290476 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.522286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.146291 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),0.0492606 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.228904 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.206633 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.256566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.458439 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.40925 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.313432 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.199585 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.114998 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.22437 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.448396 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.268335 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.154531 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.105267 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.188163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.223594 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.24945 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.331081 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.401335 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.418899 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.56431 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.401136 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.354442 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.240372 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.00723924 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.259155 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.275225 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.595205 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.381347 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.246523 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.179427 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.0520579 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.348141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.129611 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.45545 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.39618 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.60258 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.155227 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.400382 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.466086 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.125583 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.267142 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.345586 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.200433 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.314993 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.347581 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.209828 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.217351 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.221268 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.189424 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.160796 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.249215 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.0271761 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.411893 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.29415 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.223144 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.155683 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.41992 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.416392 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.11966 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.293769 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.136843 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.283522 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.331437 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.227245 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.227093 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.326486 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.130406 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.231422 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.141916 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.208581 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.17707 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.855623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.503216 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.435656 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.377476 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.575938 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.44411 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.549303 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.508889 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.572263 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.361767 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.435597 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.372103 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.409168 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.283864 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.519712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.19712 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.208085 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.139428 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.381439 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.10536 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.113297 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.460296 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.269968 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.435605 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.240036 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.0950658 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.605432 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.301159 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.205739 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.343939 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.524277 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.435512 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.102798 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.171184 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.319523 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.662771 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.486533 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.624007 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.247787 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.177 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.107254 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.136197 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.30065 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.654339 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.383025 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.616829 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.768102 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.21062 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.123898 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.110068 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.190321 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-1.15736 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.190116 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.606201 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.303143 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.0798718 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.107567 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.736204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.559734 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.769265 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0993264 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.257472 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.0560942 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.163538 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.234664 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.497317 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.745293 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.194537 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.225267 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0467425 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.209339 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.262616 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-1.16031 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.171888 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.854221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.654945 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.249267 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.218266 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.731531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,9),-0.367405 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0640288 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.771513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.588388 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.250113 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.0781072 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.131409 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.522863 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.243381 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.572927 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.726972 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.180767 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.311298 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.0512968 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.224649 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.163352 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.243665 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-1.21475 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.19241 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.845135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.651992 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.729212 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.251481 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.186473 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0148545 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.784981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,1),-0.747941 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.639246 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.954654 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.735042 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.819643 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.956713 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.687438 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.55282 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.286538 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.475968 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.403409 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.450758 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.43941 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.339857 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.170298 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.481462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.539414 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.147092 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.403964 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.46624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.138833 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.567973 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.392184 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.120617 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.248506 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.479396 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.402091 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.188851 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.283904 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.00938702 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.124902 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.141904 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.73007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,1),-0.236956 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.581256 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.329852 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.191996 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.273669 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.463716 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.426986 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.591383 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.126607 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.0961281 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.427915 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.163124 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.133271 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.439872 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.175598 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-0.78072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,1),-0.21514 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.494869 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.480606 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.552163 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.0780542 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.292724 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.245298 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.213446 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.294268 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.261487 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.0812906 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.152369 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.380281 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.081408 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.19346 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.8818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.292542 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.474308 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.39383 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.578854 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),0.135322 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.310791 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.206153 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.376969 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.0366726 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.335333 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.153582 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.11442 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.404809 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.0906953 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.732448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,21),-0.00343414 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.400772 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.0158162 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.242467 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.780717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,8),-0.450353 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0793493 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.184185 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.503241 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.547315 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.265985 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.265053 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.490052 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.0771194 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.201265 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.365494 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.139646 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.173878 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.422597 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.0156506 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.253808 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.908607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,12),-0.259251 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.143853 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.279878 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.23611 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0526263 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.246144 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.808208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,6),-0.426876 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.344931 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.167205 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.178924 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.049681 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0773442 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.272401 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.264732 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.503585 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.593845 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.133331 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.356792 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.29594 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.474853 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.169743 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.240614 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.280603 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.272658 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0772975 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.129643 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.299271 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.103305 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.2446 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.806341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.282095 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.150367 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0802276 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.00558433 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.272229 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.580985 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),0.12956 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.312921 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.182137 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.147833 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.23489 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.223915 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.138602 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.160771 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.00899834 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.237156 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.729098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.152775 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.000888069 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.349921 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.104365 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.153973 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.761952 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.173989 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.340501 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.25952 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.489551 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.535209 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.66654 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.679016 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.0733584 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.106251 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.242019 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.285557 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.339365 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.204733 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.018747 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.157892 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.808092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.152772 # DEPENDENCYPART_GRANDPAR
