# _root_ " ekintza guztietan material asko kendu digute , telefono mobilak , mendiko materiala ... portugalen kendu zizkiguten hiru furgonetak ez dizkigute itzuli " .
#goldHeads=0,6,2,6,4,8,6,0,11,9,4,13,11,13,16,19,16,19,22,22,22,8,22,23,
#predictedHeads=0,6,2,6,4,0,6,7,6,9,10,13,6,13,16,19,16,19,22,22,22,9,22,23,
(16,10),(10,11),-0.14759 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.128069 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.131833 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.723152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,19),-0.287935 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.328642 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.183203 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.263788 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.261084 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0429244 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.0128531 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.00894628 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.138807 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0787182 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.134013 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.283154 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.378532 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.201322 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.212776 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.00592643 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.215648 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.0711507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.0117563 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.00737736 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.137238 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.079815 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.132866 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.239808 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.284499 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.647197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.378532 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.201322 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.252709 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.212776 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0787182 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.134435 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.129709 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.647197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.201322 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.241264 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0944377 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0826617 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.583185 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.477257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),0.00841852 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.261295 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.47212 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.336148 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.0739321 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.0728945 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.405669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.317017 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.137306 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.108535 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.548688 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.144486 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.00629384 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.00245266 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.153264 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.213886 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.382018 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.571925 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.758258 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.354026 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.324056 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.363779 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.559193 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.415627 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.490344 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.228128 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.0813015 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.588886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.139429 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.0147212 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.00500831 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.0402448 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.415536 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.128529 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.0309539 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.602962 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.649038 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.0110172 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.106203 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.530767 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.396779 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.112988 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.52034 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.245706 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.307556 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0859148 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.79761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.0563467 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.656073 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.0826958 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.111655 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.52034 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.56128 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0859148 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.0563467 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.205242 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.658226 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.720789 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.76173 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.643155 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.235806 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.577367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.332281 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.184851 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.305609 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.0658736 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0128043 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.167465 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.475803 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.315192 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.231632 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.181104 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.225112 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.484137 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.10555 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.195542 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.251895 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.141315 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.21575 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.113769 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.163876 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.125834 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.749898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.44694 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.318473 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.552866 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.466071 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.411527 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.531452 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.461253 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.361104 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.409379 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.314269 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.20664 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.431121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.146258 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.396782 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.105505 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.553957 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.734658 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.439858 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.954016 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-1.06495 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.330223 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.340434 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.284238 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.234867 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.222974 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.569476 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.118428 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.0745443 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),1.70843 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-0.841508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,21),-0.665565 # DEPENDENCYPART_GRANDPAR
(19,6),(6,22),-0.55993 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.572047 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.484645 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.225449 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.160897 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.165914 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.509419 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.0369429 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.781772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,22),-0.479356 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.183325 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.33137 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.338954 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0879694 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.457218 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.227688 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),1.48214 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.269979 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.415931 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.663955 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.591418 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.419414 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.184658 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.33137 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.338954 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0893023 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.215172 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.157313 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.227688 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.0649837 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),1.48214 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.269979 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.50809 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.415931 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0879694 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.215172 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.558769 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0649838 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.269979 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.553957 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.439858 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.954016 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.434347 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-1.4091 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.179707 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.186227 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.230365 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.0843514 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.0706772 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.412534 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.270724 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),1.70843 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.180528 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.841508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.303334 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.665565 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.55993 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.50599 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.179008 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.792793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.637717 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.197033 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.732995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,19),-0.466746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,19),-0.459261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.127484 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.240465 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.279622 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.319249 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.423589 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.439045 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.376363 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.180768 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.209183 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0990159 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.601675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.495828 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.285676 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.228365 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.226271 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.680566 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.656148 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.738609 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.460591 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.245047 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.240993 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.190975 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.731014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,24),-0.212298 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.408001 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.823171 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.842062 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.571687 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.475703 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.336114 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.75763 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.507143 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.33679 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.945871 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.921453 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.00391 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.70793 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),0.0656015 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.475449 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.586735 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.435942 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.352554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0746121 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.089132 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.389667 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.107043 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.231712 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.503601 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.269023 # DEPENDENCYPART_GRANDPAR
(22,2),(2,18),0.17872 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-0.599008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,2),-0.0539176 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.153662 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.496468 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.258876 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.0776205 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.124457 # DEPENDENCYPART_GRANDPAR
(22,4),(4,18),0.185863 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-0.59404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,4),-0.247288 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.132748 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.092416 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.244155 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.211707 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.651095 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.104483 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.260361 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.13987 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.253421 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.312616 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.157623 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.062721 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),-0.112183 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),-0.0219944 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),0.081055 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),0.135995 # DEPENDENCYPART_GRANDPAR
(22,6),(6,21),0.500678 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-0.684829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,6),-0.208436 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.218685 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),0.078586 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.10495 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),0.342898 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-0.704088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,4),-0.216521 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.0949532 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.211859 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.146007 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.133946 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.351961 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.117108 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.0168944 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.0716677 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),0.166531 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),0.179904 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),0.17651 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-0.594819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,2),-0.0556706 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.200852 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.0776635 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.28386 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.111959 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.0117459 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),0.098858 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),0.181658 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-0.66994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,6),-0.208436 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.218685 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.237188 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),0.0589516 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.146305 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.0925823 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.108905 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.19856 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.0176956 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.0724689 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.0828589 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),0.1775 # DEPENDENCYPART_GRANDPAR
(22,12),(12,24),0.0872399 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.0488625 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.215054 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.0899867 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.147402 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.0910134 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.107337 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.199657 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.1103 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.247307 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.0711235 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),0.167076 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.0815144 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.178845 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-0.594019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,24),0.0872399 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.19856 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.111869 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.00741325 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.16573 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),0.1775 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.092416 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.211707 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.651095 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.178382 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.129354 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.177958 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.091433 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.0909443 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.230213 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.11298 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.00476508 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.0675396 # DEPENDENCYPART_GRANDPAR
