# _root_ " garai benetan korapilatsu eta zailak bizitzen ari_gara , eta ezin_dugu horrela bizitzen jarraitu , elkarrekin bizitzen ikasi behar_dugu .
#goldHeads=0,7,4,5,2,5,8,10,8,0,10,13,14,11,14,17,18,19,10,19,
#predictedHeads=0,7,4,5,2,5,8,10,8,0,10,11,14,11,14,17,18,19,0,19,
(15,19),(19,7),-0.453187 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.446341 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.273036 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.422775 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.27248 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0837601 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0863774 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0703589 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.442751 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.226861 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.696023 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.400851 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.225999 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.618137 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.734788 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.0694857 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.315763 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.165067 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.264165 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.138464 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.0962152 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.0014315 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.657486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.446703 # DEPENDENCYPART_GRANDPAR
(17,5),(5,19),-0.698475 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.0924383 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.0908102 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.453049 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.229396 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.587394 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.192103 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.618068 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.44546 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.11269 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.308667 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.263749 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.196266 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.210721 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.453747 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.224045 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.588105 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.196055 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.61878 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.176718 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.118181 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.316732 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.26448 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.222231 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.12652 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.568452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.35767 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.609348 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.188337 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.439015 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.400851 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.225999 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.180153 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.630794 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.127121 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.37362 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.150113 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.138464 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.2061 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0962152 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0014315 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.263098 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.657486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.446703 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.698475 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.453049 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.425741 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.286015 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.196266 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.2215 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.125789 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.56844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.357657 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.609335 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.234678 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.19188 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.303237 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.453049 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.229396 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.587394 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.192103 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.618068 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.174423 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.425741 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.0586747 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.286015 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.243402 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.188917 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.125789 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.210721 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.56844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.357657 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.609335 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.477384 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.209012 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.586798 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.15936 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.617473 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.181055 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.432373 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.0589289 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.253272 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.250034 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.168532 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.207785 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.216442 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.564519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.353737 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.605415 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.104846 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.589533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.630428 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.01861 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.397829 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.05162 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.607631 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.491741 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.426244 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.402643 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.383995 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.28332 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.456569 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.21613 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.402418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.430866 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.13388 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.478595 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.399457 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.360103 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.493369 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.404173 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.386832 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.286157 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.387494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.179294 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.137498 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.430311 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.186103 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.566016 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.388411 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.185241 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.571357 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.604781 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),0.00457786 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.119204 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.0987846 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.0815952 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),0.187326 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),0.150507 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),0.159111 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),0.403163 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.821536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,19),-0.540277 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.0183748 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.0245274 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.425577 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.171789 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.529828 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0280127 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.477275 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.0911415 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.051952 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.134217 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.0612566 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),0.0244372 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.0339685 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.277094 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.732503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.45115 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.388411 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.185241 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.0236088 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.500787 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.0530423 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.177046 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.0765639 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.187326 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.121762 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.150507 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.159111 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.100512 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.403163 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.821536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.540277 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.424879 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.21767 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0935865 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.111982 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.0251683 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.0346996 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.277825 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.732491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.451138 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.091127 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0548426 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.14065 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.424879 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.17714 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.529116 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.0240611 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.476563 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.0888465 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.21767 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.0336398 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0935865 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.093902 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0930806 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0346996 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0481886 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.277825 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.732491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.451138 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.449214 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.156755 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.52852 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.00868227 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.475967 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.0954784 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.224302 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.0333856 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0608432 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.0872701 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.072696 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0504508 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0539098 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.273979 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.72857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.447217 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0557115 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.624321 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.472231 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.529116 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.0240611 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.476563 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.0888465 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.21767 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.0336398 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0935865 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.093902 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.0930806 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.0570826 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.100881 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0319127 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.242249 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.732491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.451138 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.437837 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.241274 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.286024 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.310799 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.319835 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.140095 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.1256 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.112561 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.554196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.280311 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.353462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,2),-0.689975 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.707662 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.0537752 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.126144 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.554298 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.181878 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.623212 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-1.21772 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.397411 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.729637 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.0601307 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),0.347535 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.41599 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.386501 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),0.0521074 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),-0.210273 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),0.338791 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.25289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,2),-0.562726 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.154532 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.561726 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.604062 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-1.08104 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.846515 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),0.00514078 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),0.314029 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.528456 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.114497 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.0141414 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.554298 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.181878 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),0.562752 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-1.12451 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.479185 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.811633 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.0537358 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.41599 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.141975 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.386501 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.0521074 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.0794128 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.210273 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.338791 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.25289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,11),-0.513245 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.473639 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.112092 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.562726 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.154532 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.561726 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),0.604062 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-1.08104 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.502053 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.83932 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.0805748 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.391331 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.520632 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.109356 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0600431 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0141414 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.322739 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.228261 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.14951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,2),-0.583081 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.130167 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.55715 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),0.648999 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-1.07646 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.508088 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.845355 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.084301 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.436269 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.526667 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0849912 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.497178 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0198626 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.326585 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.224416 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.14559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,4),-0.561726 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),0.604062 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-1.08104 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.502053 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.83932 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.0805748 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.391331 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.520632 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.109356 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.491143 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0167224 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0612927 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.23237 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.228261 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.14951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,4),-0.565583 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),0.600182 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-1.0849 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.842441 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),0.387452 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.523753 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.113213 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.494264 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0198436 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0574363 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.228513 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.318037 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.14974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.00180608 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.077345 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.413663 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.419817 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.344096 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.430746 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.390179 # DEPENDENCYPART_GRANDPAR
