# _root_ gogoan_dut beste batzuetan nola barneratzen ninduzun itsasoan txalupa koskor - niretzat , intxaur azal txikitxo - batean , atsegin bait zenuen nire izu-ikara zentzugabearen_aurrean zure segurtasun babeslea agertzea .
#goldHeads=0,3,5,5,1,5,5,5,8,9,14,11,14,8,14,15,8,17,0,21,19,23,28,23,26,28,26,21,28,
#predictedHeads=0,3,5,5,1,5,6,5,8,9,5,11,14,19,14,15,14,17,0,19,20,23,19,23,26,28,26,21,28,
(19,5),(5,8),-0.233877 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.180101 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.0430539 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.149653 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.0889874 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.0477201 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.0866642 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.631015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),0.0847558 # DEPENDENCYPART_GRANDPAR
(19,5),(5,21),-0.0965261 # DEPENDENCYPART_GRANDPAR
(19,5),(5,23),-0.124841 # DEPENDENCYPART_GRANDPAR
(19,5),(5,26),-0.102605 # DEPENDENCYPART_GRANDPAR
(19,5),(5,28),-0.226114 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.00690467 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.281467 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.37451 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.197016 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.0716633 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.238757 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.281467 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.37451 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.256726 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.0716633 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.0521261 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.0151035 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.238757 # DEPENDENCYPART_GRANDPAR
(19,8),(8,28),-0.137249 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.239558 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.189037 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.0490236 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.127772 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.0119448 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.618105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,12),-0.119098 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.0798252 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.0269927 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.117777 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.0547676 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.0414117 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.0375757 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0687118 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0151035 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.0217731 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.238757 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),0.283357 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.248867 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.198346 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.0395219 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.0394655 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0668306 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0534563 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0214049 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.237973 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.542356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.0332364 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),0.026663 # DEPENDENCYPART_GRANDPAR
(19,14),(14,28),-0.137455 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.189037 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0441473 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.00321055 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.184928 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.148729 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.175285 # DEPENDENCYPART_GRANDPAR
(19,15),(15,28),-0.213204 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.081123 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0401862 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.23881 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.0811733 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.652108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.0970454 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.488539 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.364782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.198434 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.231753 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.252042 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.0496147 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.678749 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.628228 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.40186 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.483339 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.442071 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.373273 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.188476 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.449373 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.441526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),0.319119 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.273769 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.28751 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.27388 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.0430261 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.181603 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.212845 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-0.376544 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.283107 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.103341 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.297521 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.294724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,21),0.155058 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.337967 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.593694 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.298642 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.271899 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.302212 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),0.0389634 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),0.203023 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.331711 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.2347 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.275081 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.204692 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),0.213413 # DEPENDENCYPART_GRANDPAR
(19,26),(26,9),-0.376703 # DEPENDENCYPART_GRANDPAR
(19,26),(26,15),-0.283267 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.151347 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.334256 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.224993 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.549504 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),0.315931 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.296966 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),0.0328271 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),0.195993 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.2347 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),0.255244 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),0.020336 # DEPENDENCYPART_GRANDPAR
(19,28),(28,5),0.0139234 # DEPENDENCYPART_GRANDPAR
(19,28),(28,7),-0.608268 # DEPENDENCYPART_GRANDPAR
(19,28),(28,8),-0.557746 # DEPENDENCYPART_GRANDPAR
(19,28),(28,12),-0.395268 # DEPENDENCYPART_GRANDPAR
(19,28),(28,13),-0.412857 # DEPENDENCYPART_GRANDPAR
(19,28),(28,14),-0.37159 # DEPENDENCYPART_GRANDPAR
(19,28),(28,15),-0.368617 # DEPENDENCYPART_GRANDPAR
(19,28),(28,18),-0.442781 # DEPENDENCYPART_GRANDPAR
(19,28),(28,19),-0.47008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,28),(28,20),0.328378 # DEPENDENCYPART_GRANDPAR
(19,28),(28,21),0.0709225 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),0.256556 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),0.204672 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),0.453679 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),0.219141 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),0.22082 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),0.162197 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),0.379683 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.12372 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),0.0983978 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),0.0582127 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.200964 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.220305 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.119694 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),0.0206088 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),0.0913897 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),0.555027 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.0879381 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0661144 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.0582107 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0268364 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0662933 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.466107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.190725 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.259878 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.433155 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.312584 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.326149 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.445907 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.398976 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.347192 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.392988 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.480708 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.380096 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),0.36146 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.348341 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.32834 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.209369 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.164519 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.127274 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.129495 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.014438 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.0990778 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.117543 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.0942341 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.110966 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.252473 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.214871 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.180926 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.086994 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.0840698 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.0798036 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0313676 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.00577845 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.0494425 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.108202 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.0806144 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.0597297 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),0.543613 # DEPENDENCYPART_GRANDPAR
(20,26),(26,9),-0.252769 # DEPENDENCYPART_GRANDPAR
(20,26),(26,15),-0.215167 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),0.0798036 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.0313676 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.0683936 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.0289292 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.0224583 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.0820422 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.0615311 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),0.540846 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-1.12691 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.286568 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-1.05083 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.367335 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),0.0936165 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.534521 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.269307 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.613028 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.370588 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.346708 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),-0.26655 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.28457 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.562463 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),-0.221268 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),-0.292103 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-0.477404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,23),-0.377105 # DEPENDENCYPART_GRANDPAR
(21,5),(5,26),-0.399689 # DEPENDENCYPART_GRANDPAR
(21,5),(5,28),-0.283516 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-1.05715 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.458815 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.070788 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.289575 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.484786 # DEPENDENCYPART_GRANDPAR
(21,7),(7,17),-0.400646 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.46232 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.074293 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.556639 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.484786 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.286818 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),-0.312442 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),-0.400646 # DEPENDENCYPART_GRANDPAR
(21,8),(8,28),-0.206064 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0857106 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.402748 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.481984 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.340231 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.142858 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.312442 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.434221 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.400646 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.458815 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.547165 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.281951 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.481984 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.340231 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.142865 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.279193 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.434221 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.401051 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.0958167 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.457651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,23),-0.284446 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.206097 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.348805 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.346047 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.360708 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.359987 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.48226 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.268932 # DEPENDENCYPART_GRANDPAR
(21,15),(15,28),-0.196389 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.272734 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.287395 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.293637 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.440717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,19),-0.00831362 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.446591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,2),-0.286568 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-1.05083 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.528581 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.564861 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.299647 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.5659 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.360111 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.186063 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.296889 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.309727 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.515335 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.646614 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.162807 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.292103 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.477404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.19657 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.377105 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.369352 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),0.285917 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.399689 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.199572 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.283516 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),-0.00628807 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.137939 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.846525 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.795959 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.870408 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.434096 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.437143 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.172907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.53512 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0322503 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.601764 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.0177097 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.20203 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),0.0248601 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),0.157304 # DEPENDENCYPART_GRANDPAR
(21,26),(26,9),-0.846684 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-0.796119 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.174403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.533624 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.0225342 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.0187531 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.647374 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.201643 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.0240998 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),0.155578 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.0156972 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.0406186 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.0348763 # DEPENDENCYPART_GRANDPAR
(21,28),(28,5),-0.767294 # DEPENDENCYPART_GRANDPAR
(21,28),(28,7),-0.91714 # DEPENDENCYPART_GRANDPAR
(21,28),(28,8),-0.651927 # DEPENDENCYPART_GRANDPAR
(21,28),(28,12),-0.534459 # DEPENDENCYPART_GRANDPAR
(21,28),(28,13),-0.649169 # DEPENDENCYPART_GRANDPAR
(21,28),(28,14),-0.66383 # DEPENDENCYPART_GRANDPAR
(21,28),(28,15),-0.833124 # DEPENDENCYPART_GRANDPAR
(21,28),(28,18),-0.511203 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),-0.514697 # DEPENDENCYPART_GRANDPAR
(21,28),(28,20),-0.559146 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.264558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,22),0.484344 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),0.00915382 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),-0.101927 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),0.578353 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.0214682 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),0.067853 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),0.140597 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.572451 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.551158 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.455919 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.287476 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.34542 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.18932 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.407012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.373149 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.160363 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.0394754 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.263432 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.0836574 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),0.0907935 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),0.0799993 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.0277554 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.0874675 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.787654 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.546789 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.0692857 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),-0.172982 # DEPENDENCYPART_GRANDPAR
(23,9),(9,14),-0.369628 # DEPENDENCYPART_GRANDPAR
(23,9),(9,19),0.0277175 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.546789 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.434323 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.312927 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.0308568 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.794729 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.129772 # DEPENDENCYPART_GRANDPAR
(23,15),(15,28),-0.561343 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.50702 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.385624 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.171514 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.4212 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.153427 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.384006 # DEPENDENCYPART_GRANDPAR
(23,19),(19,2),-0.561311 # DEPENDENCYPART_GRANDPAR
(23,19),(19,3),-0.899952 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.266803 # DEPENDENCYPART_GRANDPAR
(23,19),(19,7),-0.739124 # DEPENDENCYPART_GRANDPAR
