# _root_ hori guztia " bazterketarik gabe , inor bakartu gabe , betorik gabe eta indarkeriarik gabe " egin behar_dela gaineratu zuen ibarretxek .
#goldHeads=17,1,2,13,14,5,8,13,14,9,13,14,17,13,14,15,18,19,0,19,19,21,
#predictedHeads=0,1,2,8,4,5,8,18,8,9,13,11,19,13,14,15,18,19,0,19,19,21,
(19,9),(9,12),0.263649 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.122913 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.0157082 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.158726 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.00861966 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.234525 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.851685 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),0.255577 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),0.136677 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.165118 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0546093 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.0875495 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.142953 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.0541756 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.336696 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.196202 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.000931332 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.231773 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.531975 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.687027 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),0.109982 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.0044308 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.145054 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0561796 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.122913 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.0157082 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),0.199824 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.111306 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),0.157203 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),0.0621693 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.163479 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0509746 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.136356 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.218893 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0184229 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.140007 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.546187 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.62831 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.659981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,5),0.136677 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.0541756 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.163324 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.231773 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.531975 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.687027 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.479597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.589843 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),0.109982 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0561796 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.200468 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.124332 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.129943 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.127552 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.253901 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),0.252878 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.107184 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),0.14862 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.179269 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.00944749 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.154896 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.0400243 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.140478 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),0.210309 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.140319 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.0667148 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.105386 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.42052 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.565571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.730232 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.363279 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.162302 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),0.183381 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),0.0639227 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),0.189657 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.0853595 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.24507 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.157601 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0115964 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.140147 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.588395 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.540168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.719927 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),0.234426 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.14853 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.232006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),0.169965 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.0790211 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.109472 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.193692 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.135749 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.0520284 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.202959 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.14423 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.343008 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.167268 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.252338 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.371666 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.173753 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.126567 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0580484 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.948935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.81074 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.279918 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.0126585 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.796081 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.626164 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),0.0891999 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.266019 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.488727 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),0.00991415 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.433223 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.375353 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.268656 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.456188 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.396595 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0570549 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.625647 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.683513 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.21033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
