# _root_ ehiztariek oihu_egin ziguten , otsoarengandik apartatzeko esanaz , eta eztarriek ez zieten bere belarriei gure lasaitzeko eta ez tiratzeko hitzik entzuten utzi .
#goldHeads=2,9,2,3,6,7,2,7,0,22,22,22,14,22,20,17,20,19,17,21,22,9,22,
#predictedHeads=2,9,2,3,6,7,9,7,0,16,22,22,14,16,16,17,22,19,20,21,22,9,22,
(9,6),(6,8),0.0859432 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.341593 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),0.0065313 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),0.139269 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.471315 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.558904 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.241802 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.161788 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.695902 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.341504 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.199538 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.153393 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0719214 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.364267 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.13202 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.303249 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.194652 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0851031 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.459946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.341593 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.0065313 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),0.139269 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.471315 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.558904 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.241802 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.161788 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.695902 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.341504 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.199538 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0569394 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.160181 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0657912 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.163151 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.0505591 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.132068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.196808 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.280518 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0305716 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.167861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.00207674 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.286529 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.277376 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.115144 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.0505591 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.132068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.303543 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.361778 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.224282 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.289117 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),0.0807578 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.488828 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.367188 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.225475 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.338973 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.244457 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.147206 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.180394 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.179782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.21038 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.210153 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.453998 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0926231 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0806582 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.267024 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.20025 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0108007 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.082462 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.0584031 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),0.09784 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),0.232871 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.267838 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.170478 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.310901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,14),0.0257677 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.316351 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.112272 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0310009 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.0236494 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.178823 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),0.0382607 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),0.156371 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.488828 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.367188 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.225475 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.338973 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.244457 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.147206 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.180394 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.179782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.21038 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.210153 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.453998 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.0926231 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0806582 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.267024 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.240114 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.118376 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.0017766 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.0584031 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),0.09784 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),0.232871 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.340744 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.166044 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.100328 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.22578 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.0112592 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),0.131692 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),0.080612 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.340123 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.148361 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.187344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.21288 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),0.20695 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),0.449969 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.0921063 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),0.0831579 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.26754 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),0.238977 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.110813 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.00142627 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),0.124013 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.139767 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.247534 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),0.0990053 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.491802 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.341946 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.247418 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-0.150167 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.183096 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.222436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.174063 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),0.176805 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.402703 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.0497703 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.044341 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.308446 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.181095 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.0757222 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.031571 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.0661318 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.178584 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.0811226 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),0.0353087 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.651191 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.03561 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.456228 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.507007 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.666279 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.493343 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.989841 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.203341 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.311304 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.298381 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.34916 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.263115 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.01842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.253855 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.13153 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.796495 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.69655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.197266 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.709078 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.964451 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.10072 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.857067 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.634156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,14),-0.464011 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.626673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0995424 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.390139 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.00219889 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0190046 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.582458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.476218 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.362329 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.155416 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.258759 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.273865 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.282145 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0321187 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.136035 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.298671 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.209371 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.23658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.237127 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.954492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0309854 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.901738 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.648105 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.442962 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.466379 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.01541 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.735029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.416491 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.367804 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.0192261 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.522679 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.938337 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.29258 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.14905 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.468247 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.364832 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.892572 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.00651133 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.252601 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.134733 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.00879761 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0236689 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.117289 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0761258 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.120616 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.86316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.443514 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.0476907 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.401832 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.631696 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.534919 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.479985 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0662559 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0160906 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.046283 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.111107 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.295408 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.189275 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0224379 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.805192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.104205 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0625226 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.0552413 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.738368 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.55 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.435751 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.599585 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.559696 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.524802 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.394826 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.314546 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.541479 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.344421 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.313059 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.277288 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.384061 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.268993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.311713 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.284158 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.165915 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0238515 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.247113 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.169567 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.738368 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.55 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.435751 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.599585 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.559696 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.524802 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.394826 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.314546 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.541479 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.344421 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.313059 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.277288 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.384061 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.268993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0937608 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.25324 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.183301 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0238515 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.247113 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.169567 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.223962 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-1.23559 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.431628 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.7459 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-1.07048 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.729081 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.129936 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.261156 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.428964 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.461255 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.948622 # DEPENDENCYPART_GRANDPAR
(16,2),(2,17),-0.450992 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),-0.566847 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.502061 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.400614 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-1.20042 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.522317 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.65377 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.752319 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.299895 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-1.19762 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.324534 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.0531487 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.447991 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.7459 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.3867 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-1.12999 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.353331 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.689701 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.261156 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.423709 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.198498 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.461255 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.948622 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.242603 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.43604 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.832217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.450992 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.760471 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.583541 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.633731 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.740724 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.381643 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-1.12482 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.346237 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.684525 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.104532 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.424554 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.428969 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.198503 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.461259 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.948629 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.242608 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.436044 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.832217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.450992 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.760471 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.583541 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.633731 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.400614 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-1.20042 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.123503 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.254215 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.680701 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.339398 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-1.23591 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.444769 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.624502 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0622866 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.192998 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.461132 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.168177 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.534806 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-1.10815 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.212281 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.921263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.476018 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.591107 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.83576 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.672464 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.721721 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.340897 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.375264 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.50075 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-1.10909 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.323454 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.246424 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.232931 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.27092 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.538379 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.241682 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.340897 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.375264 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.165537 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-1.06779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.295022 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.343566 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.494255 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.817514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,19),-0.487358 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.381245 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.511938 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.636832 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.643528 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.706697 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.54467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.330105 # DEPENDENCYPART_GRANDPAR
