# _root_ jeltzaleen jarrerari_buruz mintzatu zen eta , adierazi zuenez , " konturatu behar_dute haien apustuak kale_egin duela eta estatutuaren bidera itzuli beharko dute " .
#goldHeads=2,3,5,3,0,5,17,7,8,9,17,11,14,15,11,15,0,19,20,17,20,21,22,23,
#predictedHeads=2,3,5,3,0,5,5,7,8,9,12,17,14,15,17,15,0,19,20,21,17,21,22,23,
(11,17),(17,12),-0.0800913 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.00293719 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0349811 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.035914 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.110053 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.0757206 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.031966 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.0906357 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.015216 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.139917 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.105594 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.345333 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.306126 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.140804 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.0522762 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.0935429 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.115743 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.141797 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0507177 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.0262995 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.345333 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.306126 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.167416 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.0747514 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.359074 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.0429773 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.344888 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),-0.208476 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.0260827 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.0061873 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.088377 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.0600694 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.0243774 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.187126 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.135189 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.0831386 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.249482 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.637485 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.428274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,13),-0.0389689 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.00346838 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.0822969 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.054373 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),0.00281955 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.196782 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.144845 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.150049 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.269997 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.128676 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.2796 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.216137 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.947885 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.263627 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.182244 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.107323 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.945668 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.265845 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.801807 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.146109 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.223229 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.78521 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.0308316 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.000841094 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.0689664 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.993976 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.00840368 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.95917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,16),1.26178 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),0.185354 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.0893452 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.0525837 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.321214 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.0335581 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.832462 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.204645 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.173664 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0424032 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.961166 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0584356 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.180609 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.780349 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0491908 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.523556 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.06336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.370258 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.100109 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),0.1379 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.400397 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.192965 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.0596999 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.138725 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.230613 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.0827722 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.820952 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.0523044 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0354676 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),1.00814 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0175753 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.384721 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.972433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,15),-0.00918062 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),1.25338 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),0.174254 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.318051 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.102608 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.33031 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0258669 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.138969 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.230368 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0847757 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.820045 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.0476473 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0465051 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.0632473 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.89372 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0557499 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.95917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.285605 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.277609 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.00408251 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),1.26178 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),0.185354 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.527435 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.307748 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.0893452 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),0.0441006 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.173591 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.27647 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.039391 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.210435 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.098226 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.327416 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.61376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0920282 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.26607 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),1.50925 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.157047 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),0.040698 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.201877 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.574514 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.23987 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.121927 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.0720297 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),0.586004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.25417 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.813832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0851819 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0234819 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),1.60191 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.354929 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.191148 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0311362 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.0731511 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.195995 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.127259 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0767111 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.318729 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.0083231 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.344062 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.169381 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.175897 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.149978 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.685867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.0555749 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0506277 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.273469 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),1.48323 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.120892 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.0979344 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.110037 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.296473 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.0911407 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.0608215 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.0595462 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.040698 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.0920282 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.0816857 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.349526 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.429888 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.176222 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.172574 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.330175 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.0595467 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.0406986 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.240445 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.12232 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.240028 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.0726048 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.230783 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.812838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.0833251 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.0250097 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.150591 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),1.6543 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.325973 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.232138 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.00512938 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.20444 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.138623 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.210885 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),0.245281 # DEPENDENCYPART_GRANDPAR
(12,21),(21,13),-0.0962112 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.015354 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.156671 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),1.6486 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.304415 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.241794 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0147851 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.0637511 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.118107 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.00481143 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.0516462 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.356501 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.226867 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.379029 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.40069 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0721934 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.277425 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.327019 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0975038 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.269234 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0906138 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.760315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.641298 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.520088 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.519115 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.318798 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.744132 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.763329 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.403592 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.423095 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.548011 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.402366 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.377038 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.325006 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.427677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.267645 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.361735 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.467445 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.0693846 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.427677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,19),-0.488358 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.396867 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.0693846 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-1.35196 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.302855 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.795218 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.129989 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.21026 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.458832 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.288679 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.265857 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.379956 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-1.29461 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.225461 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.154632 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.296089 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.752242 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.026701 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.364934 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.716128 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.982775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.695823 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.07286 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.17036 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.845843 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.837191 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.562607 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.486624 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.595899 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.272285 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.249464 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.359646 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-1.28782 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.223086 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.275778 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.745449 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0143706 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.71953 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.983338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.696363 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.07448 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.1709 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.846406 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.837754 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.563147 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.487164 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.597519 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0306478 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.87496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,18),-0.737993 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.788956 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.768356 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.681753 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.480917 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.591399 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.937994 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.308971 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.777724 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.46481 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.641993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.858975 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0850962 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.342274 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.33692 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.25651 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.205085 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.389468 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.581364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,18),-0.466591 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.413537 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.440761 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.495058 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.490074 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.312614 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.689703 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.753493 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.0427583 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.473065 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.239608 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.751276 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0405413 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.134175 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.471261 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.684798 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.580206 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.117311 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.210426 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.220576 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.337281 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.202601 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.00817682 # DEPENDENCYPART_GRANDPAR
(15,3),(3,16),-0.418601 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.33814 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.387039 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.41432 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.636829 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.359363 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.753177 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.264324 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.10752 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.124277 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.256499 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.00135386 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.122495 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.343347 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.989549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,17),-0.363166 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.540707 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.475513 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.35105 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.478645 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.692182 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.406054 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.616174 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0996508 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.168969 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.35145 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.19343 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.138895 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.0218475 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.913765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.426993 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.34924 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.475722 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.400302 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.801957 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.186059 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.4784 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.691937 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.408057 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.615268 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.104308 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.157931 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.21949 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.236246 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.150107 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.00688325 # DEPENDENCYPART_GRANDPAR
