# _root_ orain , sasoi hura udazkenean enarak_bezala ostendu eta urrundu denean , etxetxoak egiteari ekin diot berriro .
#goldHeads=14,3,7,3,7,7,8,14,8,9,10,13,14,0,14,14,16,
#predictedHeads=14,3,5,3,7,7,8,0,8,9,10,13,14,0,14,14,16,
(16,13),(13,5),-0.163033 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.127568 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.206744 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.0909397 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.216925 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.174534 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.167176 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0514179 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0637088 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.230625 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.823944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,1),-0.138324 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.173949 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.18628 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.10197 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.158878 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.123413 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.207173 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.091189 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.217354 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.175343 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.16728 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0472627 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.105396 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.231528 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.823947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
